Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -3, 0, [], [21 6 49 0 45], 5, [specialist generalist specialist generalist specialist]
1, -4, 0, [], [34 49 14 47 23], 5, [specialist generalist generalist generalist specialist specialist]
1, -3, 3, [], [45 22 43], 3, [generalist specialist generalist specialist]
1, -2, -4, [], [45 26 17 2 37], 5, [specialist specialist generalist generalist specialist specialist specialist]
1, 1, -1, [], [21 0 42 5 46 13 33 48 47 2], 10, [generalist generalist specialist specialist specialist specialist generalist specialist generalist specialist specialist]
1, 1, -4, [], [33 3 2 32 47 46 10 49], 8, [generalist specialist generalist generalist specialist specialist specialist specialist generalist generalist specialist]
1, -4, 2, [], [22 49 38], 3, [generalist specialist specialist]
1, 0, 1, [], [31 36 14 28 33 22 25 39 47 43 48], 11, [generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, 0, -2, [], [9 48 22 10 23 45 46 40], 8, [generalist specialist specialist generalist generalist specialist specialist specialist]
1, -3, 2, [], [35 46 26 21 41], 5, [generalist specialist specialist specialist specialist]
1, -2, 0, [], [19 45 8 49 46], 5, [generalist specialist specialist generalist generalist generalist]
1, -1, 4, [], [9 46 29 31 30 7], 6, [specialist specialist specialist generalist specialist specialist]
1, -1, 0, [], [15 23 26 37 33 16 28 40], 8, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 2, 3, [], [23 8 27 22], 4, [specialist specialist specialist specialist]
1, 4, 1, [], [48 45 22 27 46 5 39 42], 8, [specialist generalist specialist specialist specialist generalist generalist generalist specialist]
1, 1, 3, [], [2 19 30 21 14 22 25 42], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, -1, [], [8 44 24 47 33 19], 6, [specialist generalist specialist specialist specialist specialist specialist]
1, -2, 4, [], [36 24 8 17 0 45], 6, [specialist generalist specialist specialist specialist specialist]
1, -1, -4, [], [10 29 45 46 28 31 38 15 17], 9, [specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist]
1, -2, 1, [], [45 37 10 43 22 4], 6, [specialist specialist specialist specialist specialist generalist]
1, -3, 4, [], [1 38 34 2 23 47 14 45], 8, [specialist generalist specialist generalist specialist specialist specialist specialist]
1, -1, -3, [], [35 48 26 19 31 17 40 13], 8, [specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 4, 0, [], [19 20 8 1 43 46 34], 7, [specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 1, 4, [], [40 13 22 4 10 11 8 14 0], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, -1, [], [8 42 32 23 27 3 35 41], 8, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, -4, [], [22 30 21 5 18 32 43 44 48], 9, [specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 2, 4, [], [14 21], 2, [specialist specialist]
1, -1, 2, [], [4 9 36 48], 4, [generalist specialist specialist specialist]
1, -4, 3, [], [45 35 6 21 17 30], 6, [specialist specialist specialist specialist generalist specialist specialist]
1, -3, -1, [], [9 11 34 27], 4, [specialist specialist specialist specialist]
1, 4, -2, [], [40 16 27 49 45 12 2], 7, [specialist generalist specialist generalist specialist generalist specialist specialist specialist]
1, 4, 4, [], [25 19 2 48 32 36 14 26 29 39 34 49 18 8 17], 15, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -4, -2, [], [40 34 1 33 47 14 48 35 6 46 27], 11, [specialist specialist generalist generalist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 2, 0, [], [34 23 49 17 46], 5, [generalist specialist generalist specialist specialist]
1, 2, -2, [], [45 7 46 47 6], 5, [specialist generalist generalist generalist specialist]
1, -3, 1, [], [33 9 0], 3, [specialist specialist specialist]
1, 2, -3, [], [30 22 28 40], 4, [specialist specialist specialist specialist]
1, 3, 3, [], [49 4], 2, [specialist generalist generalist]
1, 1, -3, [], [32 44 15 42 3], 5, [specialist specialist specialist specialist specialist]
1, -3, -2, [], [40 31 26 42 21 47], 6, [specialist specialist generalist specialist specialist specialist specialist]
1, 0, 4, [], [22 14 44 45 26 10 31], 7, [specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -1, -2, [], [35 36 46 40 3], 5, [specialist generalist specialist specialist specialist]
1, 3, 0, [], [3 31 7], 3, [specialist specialist specialist]
1, -3, -4, [], [47 7 17 20 21 48 2 42 39 34], 10, [specialist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist specialist]
1, -4, -3, [], [23 20 21 41 48], 5, [specialist specialist specialist generalist specialist specialist]
1, 4, 3, [], [7 8 27 29 32 30 11 16], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, 2, [], [15 44 45 46 48 20 23], 7, [specialist specialist specialist generalist generalist specialist generalist]
1, 2, -4, [], [2 3 10 48 43 33 15], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, -3, -3, [], [17 44 41 27 34 20 33 22 36], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 3, [], [20 5 9 32 4 28 26], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, 2, [], [49 44 35 47 48 15 16 46 17 19 20], 11, [specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist generalist]
1, 1, 1, [], [18 46 22 33 44 25 24], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, 0, -1, [], [20 16 48], 3, [specialist specialist generalist]
1, 1, 2, [], [17 48 47 20 44 43 5 7 12], 9, [specialist generalist generalist specialist specialist specialist specialist specialist specialist]
1, 4, -3, [], [22 19 7 38 48 6 9 42], 8, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, -4, -4, [], [43 30 3 37 46 36 22 45 7], 9, [generalist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, -1, 1, [], [28 45 42 47 3 35 22 43 23], 9, [specialist specialist generalist specialist generalist generalist specialist specialist specialist specialist specialist]
1, 3, 1, [], [6 27 33 28 15 24], 6, [specialist specialist specialist specialist specialist specialist]
1, -2, -2, [], [34 37 30 0 46 14], 6, [generalist specialist specialist generalist specialist specialist specialist]
1, -4, 1, [], [18 44 20 38 47 49 27 26 23 45], 10, [generalist generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, -2, -3, [], [30], 1, [specialist]
1, 1, 0, [], [30 17 45 5 40 15 18], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, 3, -3, [], [18 39 29 45], 4, [specialist generalist specialist specialist]
1, 2, 1, [], [36 17 49 19 1], 5, [specialist generalist specialist generalist specialist specialist specialist]
1, 3, 2, [], [48 19 39 17 5], 5, [specialist generalist generalist specialist specialist specialist]
1, -4, 4, [], [22 36 37 16 39 1 43], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -4, [], [10 42 19 46 28 29 31], 7, [specialist specialist specialist generalist specialist generalist specialist specialist]
1, 1, -2, [], [22 11 48 36 19 0 42 33 17 46 40 5], 12, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 2, -1, [], [3 19 27], 3, [specialist specialist specialist]
1, 0, 3, [], [14 45 30 10 29], 5, [specialist specialist specialist generalist specialist]
1, 0, 0, [], [30 40 22 9 10 45], 6, [specialist specialist generalist specialist specialist specialist]
1, 4, -1, [], [22 36 16 46 49 3], 6, [generalist specialist generalist specialist specialist specialist generalist]
1, 3, -4, [], [7 45 48 19], 4, [specialist generalist specialist generalist]
1, -2, 2, [], [30 46 28 32], 4, [specialist specialist specialist generalist generalist]
1, 0, -3, [], [20 40 45 47 25 11], 6, [generalist generalist specialist specialist specialist specialist generalist]
1, 3, 4, [], [1 30 48 6 45 32], 6, [specialist specialist specialist specialist generalist generalist]
1, 0, 2, [], [48 23 11 9 42], 5, [specialist specialist specialist specialist generalist]
1, -2, 3, [], [28 3 47 38 40 49 30 39], 8, [specialist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 3, -2, [], [11 2 47 49 27], 5, [generalist specialist generalist specialist specialist]
1, -1, -1, [], [47 37 34 21], 4, [specialist specialist specialist generalist]
1, -2, -1, [], [45 19 42 49 47 16 37 26], 8, [specialist specialist specialist generalist specialist specialist generalist specialist generalist]
2, 0, 4, [48 46 42 47], [46 48 13 6 44], 5, [generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist specialist generalist specialist]
2, 4, 2, [46 48 42 32 13], [48 46 22 37 13 40 15 32], 5, [generalist specialist generalist generalist generalist specialist generalist generalist specialist generalist specialist generalist generalist generalist specialist generalist generalist specialist generalist generalist specialist]
2, 0, -1, [48 47 20 34 27 45 13 30 42], [32 46 47 42 20 45 48 34 33 30 27 13], 3, [specialist specialist generalist specialist generalist specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist specialist specialist specialist generalist specialist]
2, -1, 1, [47 33 28 45], [47 34 33 28 45 49 27], 3, [generalist generalist generalist specialist specialist generalist generalist generalist specialist specialist specialist specialist generalist generalist specialist specialist]
2, 1, 0, [49 28 26 46 48 40 13], [26 49 45 28 13 46 48], 2, [generalist specialist specialist generalist generalist specialist generalist specialist specialist generalist specialist specialist generalist generalist]
2, 4, -2, [32 47 49 48 46 45], [47 32 45 49 48], 1, [specialist generalist generalist generalist specialist generalist generalist specialist generalist generalist specialist specialist generalist specialist generalist generalist]
2, -2, 0, [48 47 33 13 46 45 27], [13 27 42 34 46 48 45], 4, [specialist generalist generalist specialist specialist generalist specialist generalist specialist specialist generalist specialist specialist]
2, -3, 1, [47 49 13 42 48 20], [47 27 49 42], 4, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist specialist generalist generalist generalist generalist generalist]
2, -3, -2, [49 47 44 33 46], [47 49 13 48 42 34], 7, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist generalist generalist]
2, -1, 2, [47 26 48 27 6 49 13], [28 49 48 47 13 32 42 26], 5, [specialist generalist generalist generalist generalist specialist specialist specialist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist]
2, -4, 2, [46 13 45 48 47 22 37 26], [13 45 48 22 37 46], 2, [generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist specialist specialist generalist]
2, -2, -4, [13 48 10 32], [48 42 30 13], 4, [specialist specialist generalist generalist specialist specialist generalist]
2, 3, 3, [29 32 40 17 46 22 42 48 47 33 13 20], [29 33 32 47 46 42 22 40 37 20 13 48 17], 1, [specialist specialist generalist generalist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist]
2, 0, 0, [33 49 32 28 27 34 13 47 26], [13 48 49 28 26 47 30 34 27], 4, [generalist specialist specialist generalist specialist generalist specialist specialist generalist generalist specialist specialist specialist]
2, 4, 3, [13 48 37 42 44 27 22 32 46], [22 42 37 13 17 27 44 48 49], 4, [specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
2, -4, 4, [40 22 46 48 27 32 37 44 28 45 47], [17 22 48 27 46 37 42 6], 9, [generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist]
2, 2, -1, [28], [42 27], 3, [specialist specialist]
