Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 2, 4, [], [33 23 30 45 49 28 26], 7, [specialist specialist generalist specialist specialist generalist specialist]
1, 4, 0, [], [21 41 45 47 46 19], 6, [generalist generalist specialist specialist specialist generalist specialist]
1, 4, -2, [], [0 11 34 7 39 1 14 30 36], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, 0, [], [23 47 35 49 17 42 26 24 41], 9, [specialist generalist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 1, [], [30 17 42 45 22 0 49 18], 8, [generalist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 3, 2, [], [43 10 17 26 29 32 47 46], 8, [specialist generalist specialist specialist specialist specialist generalist generalist specialist]
1, -1, -3, [], [0 38 49 18 17 7 47 12 8 32], 10, [specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -1, 1, [], [33 1 8 3 44 25], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, -3, -3, [], [22 46], 2, [specialist generalist]
1, -2, 4, [], [40 45 48 44 9 46], 6, [generalist specialist generalist specialist specialist generalist generalist]
1, 0, 4, [], [48 40 6 44 4], 5, [specialist specialist specialist specialist generalist generalist]
1, -4, -4, [], [26 10 47 46 23 11 4 34], 8, [generalist specialist generalist specialist specialist specialist specialist specialist]
1, 2, 2, [], [0 24 29 2 36 25 17 33 9], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 0, [], [29 34 1 45 5 8 14 24], 8, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, 1, 4, [], [5 33 47 32 9], 5, [specialist specialist generalist generalist specialist specialist]
1, 0, -3, [], [5 12 26 34 19], 5, [specialist specialist specialist specialist specialist]
1, -1, -4, [], [22 13], 2, [specialist specialist]
1, -3, 4, [], [26 48 16], 3, [specialist specialist generalist]
1, -3, 2, [], [32 26 49 35 0], 5, [specialist specialist generalist specialist specialist specialist]
1, 0, -1, [], [2 32 22 41 28 9 14 16 21], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, 3, [], [11 7 49 15 5], 5, [specialist generalist specialist specialist specialist]
1, -3, -1, [], [2 44 45 42 41 38 3 46], 8, [generalist specialist specialist specialist generalist specialist specialist specialist generalist]
1, -1, 4, [], [16 28 44 6 49 1], 6, [specialist generalist specialist specialist specialist specialist generalist]
1, -4, 3, [], [43 38 30 12 28 34 49], 7, [generalist specialist specialist specialist specialist specialist specialist]
1, -1, -2, [], [33 28 38 47 29 7 41 13 17 19], 10, [specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 0, 1, [], [7 45 16 32 22 31 8 25], 8, [generalist generalist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 0, [], [37 49 39 45 7 21 48 10 36], 9, [specialist generalist specialist generalist specialist specialist generalist generalist specialist specialist]
1, 1, -2, [], [47 24 3 26 9], 5, [specialist specialist specialist specialist generalist]
1, 4, 3, [], [40 5 37], 3, [specialist specialist specialist]
1, -4, 0, [], [27 6 36 0 21 26 16], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, 3, [], [17 24 25 9 47], 5, [specialist generalist specialist specialist specialist]
1, -4, 2, [], [45 49 32 11 20 41 5 33 12], 9, [generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, -2, 2, [], [2 22 12 26 7 44 16], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, -1, [], [49 45 46 4], 4, [generalist generalist generalist generalist specialist generalist generalist generalist]
1, 4, 1, [], [16 49 9 42 47 11 23 32], 8, [generalist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -4, 4, [], [34 17 28 30], 4, [specialist specialist specialist specialist]
1, 2, -1, [], [31 42 28 34 23 49], 6, [specialist specialist specialist specialist specialist generalist]
1, 4, 2, [], [9 15 25 46 0 32 33 37 35], 9, [specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 1, -3, [], [47 46 45 7 6 48 29 49 20], 9, [generalist generalist generalist specialist generalist generalist specialist specialist specialist generalist generalist generalist generalist]
1, -4, -3, [], [45 34 25 37 5 16 31 11], 8, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, 2, -2, [], [12 16 34 47], 4, [specialist specialist specialist generalist specialist specialist]
1, -2, -3, [], [47 33], 2, [specialist generalist]
1, -2, 1, [], [28 49 5 41 9 40], 6, [specialist specialist specialist specialist generalist generalist specialist]
1, 3, -2, [], [15 2 0 46 49], 5, [specialist specialist generalist generalist specialist]
1, -1, 3, [], [0 13 33 25 24 36 31], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, 3, [], [32 9 13 43 44 10 29 17 34 39 14 0], 12, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 2, [], [38 18 42 0 12 20 23 46], 8, [specialist specialist generalist specialist specialist specialist specialist specialist]
1, -3, 1, [], [47 25 5 12 21 4 29 31], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, 1, -1, [], [4 43 13 26 16], 5, [specialist specialist specialist specialist specialist]
