Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -1, 0, [], [48 39 49], 3, [generalist specialist generalist]
1, -2, -1, [], [37 46 48 16 2], 5, [generalist specialist specialist specialist generalist]
1, -3, -4, [], [40 26 25 23 34 11 48 5 45], 9, [generalist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 1, 4, [], [10 4 46 35 24 41 6 0], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, -3, 4, [], [48 46 31 28 23 12 20 13 2], 9, [generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 4, 3, [], [48 17 46 33], 4, [generalist generalist specialist generalist specialist]
1, 1, -3, [], [24 45 9 44 40 46 29 22], 8, [generalist specialist specialist specialist specialist specialist generalist specialist generalist]
1, 0, 3, [], [9 47 15 45 37], 5, [specialist generalist specialist specialist generalist]
1, 4, -4, [], [43 31 25 10 40 16 39 44 0 47 46 15], 12, [specialist specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist specialist specialist]
1, 4, 1, [], [22 36 48 6 37 43 46], 7, [generalist specialist generalist specialist specialist specialist specialist generalist]
1, -3, 1, [], [48 39 27 46 36 28 16 8 12 30], 10, [specialist specialist generalist specialist specialist generalist specialist specialist generalist specialist specialist]
1, -1, -4, [], [12 48 15], 3, [specialist generalist specialist]
1, -2, -3, [], [32 48 45 13 40], 5, [specialist generalist generalist specialist specialist generalist generalist generalist]
1, 4, 0, [], [1 46 32 27 26 15 3], 7, [specialist specialist specialist specialist specialist specialist generalist]
1, 4, -1, [], [17 26 5 28], 4, [specialist specialist specialist specialist]
1, 2, -4, [], [46 23 39 24 45 43 14 3 30 19], 10, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist]
1, -3, 0, [], [48 14 24 39 43 5 10 35 8 40], 10, [specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -3, -1, [], [45 23 30 13 31 36], 6, [specialist specialist generalist specialist specialist specialist]
1, -4, -3, [], [47 24 5 18 48], 5, [specialist specialist specialist generalist generalist]
1, 2, 3, [], [1 24 15 41 4 36], 6, [specialist specialist specialist specialist specialist specialist]
1, -1, 3, [], [10 28 44 45 3 23], 6, [specialist specialist specialist generalist specialist specialist]
1, 3, -1, [], [6 10 8 21 12 48 20 35], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, -1, 2, [], [46 7 45 40], 4, [specialist generalist generalist specialist]
1, 3, -3, [], [19 31 6 7], 4, [specialist specialist specialist specialist]
1, 1, 1, [], [13 29 38 45 31 49 9 46 28 12], 10, [specialist specialist generalist specialist generalist specialist specialist specialist specialist generalist]
1, 0, 2, [], [28 29 48 13 39 9], 6, [specialist specialist specialist specialist specialist specialist generalist]
1, 3, 3, [], [0 11 4 20 26 44], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, -2, [], [46 37 0 44 1 3], 6, [specialist generalist specialist specialist generalist specialist specialist]
1, 2, 0, [], [41 17 8 46 40 0 27 11 24 35 16 49 36], 13, [specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -2, 1, [], [36 10 17 20 5 14 6], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 2, -1, [], [21 1 9], 3, [specialist specialist specialist]
1, 2, 4, [], [0 48 46 45 10 32 49 11 14], 9, [generalist specialist generalist generalist specialist specialist specialist specialist generalist]
1, -4, 0, [], [21 1 15 33 46 40], 6, [specialist generalist specialist specialist specialist specialist]
1, -2, 3, [], [3 27 34 22 7 15], 6, [specialist specialist specialist specialist specialist specialist]
1, 3, -4, [], [3 11 15 29 22 49 4], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -3, 2, [], [16 18 31 8], 4, [specialist specialist specialist specialist]
1, 2, 1, [], [4 20 28 27], 4, [specialist specialist specialist specialist]
1, -2, 0, [], [42 45 16 2 3 49 14 4 15], 9, [generalist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 4, 2, [], [17 22 43 15 16], 5, [specialist specialist specialist specialist specialist]
1, -4, 2, [], [48 6 33 22 12 46], 6, [generalist specialist specialist specialist specialist specialist generalist]
1, 4, -3, [], [47 45 15 7 11 48], 6, [generalist generalist specialist specialist specialist generalist]
1, 0, -4, [], [11 46 17 49 42], 5, [specialist specialist generalist specialist generalist]
1, 3, 1, [], [3 10 22 29 33 40], 6, [specialist specialist specialist specialist specialist specialist]
1, -2, -4, [], [36 23 0 8], 4, [specialist specialist specialist specialist]
1, -1, -1, [], [18 46 33], 3, [specialist specialist generalist]
1, -2, 4, [], [20 23 28], 3, [specialist specialist specialist]
1, 2, -2, [], [27 45 18 25], 4, [specialist specialist specialist generalist]
1, -1, 1, [], [44 7 31 6 14 10 18 24], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, 4, [], [41 1 24 46 42], 5, [specialist specialist specialist specialist generalist]
1, 3, 2, [], [40 46 1], 3, [specialist specialist generalist]
1, -3, -2, [], [13 39 29 17 48 36 30], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, 1, 2, [], [25 13 17 19 35 0 45], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, 1, -4, [], [30 22 26 33 3 4 0], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, -2, [], [44 43 49 48], 4, [generalist specialist generalist specialist]
1, -2, 2, [], [47 15 0 24 25 31 10], 7, [specialist generalist specialist generalist specialist specialist specialist specialist]
1, -1, -2, [], [37 15 48 30 34], 5, [specialist generalist specialist specialist specialist]
1, -3, -3, [], [21 17], 2, [specialist specialist specialist specialist]
1, 0, 4, [], [49 38 37 17 19 46 4 48 1 13 15], 11, [specialist generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist]
1, -1, -3, [], [19 36 5 1 45 46], 6, [specialist specialist generalist specialist generalist generalist specialist]
1, 0, 1, [], [19 38 6 32 12 21 30 45], 8, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, -3, 3, [], [48 15 14], 3, [specialist generalist generalist specialist]
1, 2, 2, [], [42 22 15 8 1 6 23 48], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
