Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -3, -1, [], [6 41 31 40 35 38 32 49 12 20 33], 11, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 0, [], [6 32 30 47 16], 5, [specialist specialist generalist specialist specialist]
1, 4, -4, [], [49 45 18], 3, [generalist generalist specialist]
1, 1, 4, [], [42 4 10 0 37], 5, [specialist specialist specialist specialist specialist]
1, -4, 2, [], [49 12], 2, [generalist specialist]
1, -2, -2, [], [30 33 8 0 25 48], 6, [specialist specialist specialist specialist specialist generalist]
1, 3, -2, [], [7 23 28 10 35 37 49 15], 8, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, 4, 1, [], [32 13 10 35], 4, [specialist specialist specialist specialist]
1, 3, 4, [], [2 33 26 29 36 14 45 22 15 0 11 18], 12, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, 3, [], [28 43 5 6 12 2 39], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 1, -1, [], [49 41 21 46 48 45 34 4 2], 9, [generalist specialist specialist generalist specialist generalist specialist specialist generalist specialist generalist generalist]
1, -3, 2, [], [39 28 46 47 10 16], 6, [specialist specialist generalist specialist specialist generalist]
1, -1, -4, [], [41 48 15 9], 4, [generalist specialist specialist specialist]
1, 2, -3, [], [40 3 27 12 49 21 39 24], 8, [specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -1, 0, [], [49 46 7 9 0 26 21], 7, [specialist generalist specialist specialist generalist generalist generalist specialist specialist]
1, 4, -2, [], [12 15 49 47 45 41], 6, [specialist specialist generalist generalist generalist specialist]
1, 3, -3, [], [5 14 10], 3, [specialist specialist specialist]
1, 3, 1, [], [9 0 39 45 32 24], 6, [specialist specialist specialist specialist specialist generalist generalist]
1, 1, 0, [], [15 43 45], 3, [specialist specialist generalist]
1, 1, -4, [], [25 37 17 35 18], 5, [specialist specialist specialist specialist specialist]
1, 2, -4, [], [38 10 12 17 35 2 28], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 1, [], [32 43 15 13], 4, [specialist specialist specialist specialist]
1, 3, 2, [], [17 37 25], 3, [specialist specialist specialist specialist specialist]
1, 0, -2, [], [49 6 12 19], 4, [specialist specialist generalist specialist generalist]
1, 0, 0, [], [47 25 44 43 19 11 45 37], 8, [specialist generalist specialist generalist specialist specialist specialist specialist generalist]
1, -4, -4, [], [6 39 29 21 36 13], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, -1, [], [49 36 22 9 15 3 17 35 48 38], 10, [specialist specialist specialist specialist generalist specialist generalist specialist specialist generalist specialist specialist]
1, 4, 3, [], [37 10 42 16 12], 5, [specialist specialist specialist specialist specialist]
1, 4, 4, [], [14 2 45 30 48], 5, [specialist generalist specialist generalist specialist generalist]
