Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -3, -4, [], [47 12 5 45 48 31], 6, [generalist specialist specialist specialist generalist generalist specialist]
1, -4, 4, [], [4 48 20], 3, [generalist specialist specialist]
1, -3, 2, [], [17 33 43 16 48 10 1], 7, [generalist specialist specialist specialist specialist specialist specialist]
1, -1, 0, [], [12 6 47 34 2 43 1 9 11], 9, [specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 0, 4, [], [46 44 39 15], 4, [specialist generalist specialist specialist]
1, -4, -1, [], [46 25 28 49 1 44], 6, [specialist generalist generalist specialist specialist specialist specialist]
1, -2, 1, [], [49 11 20 10 19 38], 6, [generalist specialist specialist specialist generalist specialist specialist specialist]
1, -3, 0, [], [46 9 7 24 43 39 47 14 44 48 20 45], 12, [generalist generalist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist]
1, 2, 0, [], [10 3 40 48 21 27 2 1 5], 9, [specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -1, 3, [], [29 5 49 26 23 19 27 37], 8, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, 0, 1, [], [48 4 33 36 46], 5, [specialist generalist generalist specialist generalist specialist specialist]
1, 2, 2, [], [23 20 45], 3, [generalist specialist specialist]
1, 2, -4, [], [6 4 40 29 37 16 42 21 7 46 28 3], 12, [specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 1, -2, [], [31 46 49], 3, [generalist generalist specialist]
1, -3, -1, [], [5 22 47 8 26 31 28 10 45], 9, [specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist]
1, -1, -1, [], [37 9 5 25 14 23 21 40 12], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, 0, [], [30 8 43 14 5 12], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, -3, [], [47 3 25 11 4], 5, [specialist generalist specialist generalist specialist specialist]
1, 4, 2, [], [31 9 3 1 49 44 32], 7, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, 1, -1, [], [4 25 46 35 18 31 10 12 3 16 20 27], 12, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 2, -2, [], [27 46 35 47 41 44 49 10], 8, [specialist specialist generalist specialist specialist generalist generalist generalist generalist specialist]
1, 1, 2, [], [19 18 14], 3, [specialist specialist specialist specialist]
1, 3, -2, [], [3 24 21 47 46 2], 6, [specialist specialist generalist generalist specialist specialist]
1, 3, 0, [], [49 42 2 3 47 6 34 40 16 17], 10, [specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist]
1, -4, -2, [], [49 11 47 18], 4, [generalist specialist specialist generalist generalist]
1, 1, -3, [], [37 34 16 2 4 14 48], 7, [specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -1, -2, [], [12 8 35 17 4 26 14 48 5 21 34 47], 12, [generalist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist specialist]
