Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 2, 0, [], [7 36 10 46 41 27 9 16 24], 9, [specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist]
1, 4, -2, [], [48 8 29 49 19 45], 6, [specialist specialist specialist generalist generalist generalist]
1, -2, 1, [], [2 19 41 35 18 40 47], 7, [specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 4, -1, [], [30 47 19 23 24 49], 6, [generalist specialist generalist specialist specialist specialist]
1, 3, -4, [], [12 9 14 47 42], 5, [specialist specialist generalist specialist specialist]
1, 4, 4, [], [8], 1, [specialist]
1, -2, -2, [], [49], 1, [generalist]
1, -1, 0, [], [46 1 49 31 17 12], 6, [generalist generalist generalist specialist specialist specialist specialist]
1, 3, -3, [], [9 20 49 2], 4, [generalist specialist specialist specialist]
1, -3, -3, [], [24 48 30 45 47], 5, [generalist specialist generalist generalist specialist]
1, -4, -2, [], [34 24 17 46 39 36 7], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -2, 0, [], [47 26 46 4 13 10], 6, [specialist specialist generalist generalist specialist specialist generalist generalist]
1, 3, 4, [], [34 23 36 9 31 29 30 19], 8, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 2, [], [33 34 8 37 15 48 38 43 10 41 1 35 2], 13, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 1, -3, [], [9 16 17 40 46 45 15 47], 8, [specialist generalist specialist generalist specialist specialist specialist generalist]
1, 0, 2, [], [33 42 47 8 29], 5, [specialist specialist specialist generalist specialist specialist]
1, 3, 3, [], [23 20 22 21 31 8], 6, [specialist specialist specialist specialist specialist specialist]
1, -2, -3, [], [32 48 4 45 35 42 49], 7, [generalist specialist specialist generalist specialist generalist specialist]
1, -3, 1, [], [23 47 18 8 14 44 9 34 10 40 25 19 37 24], 14, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, 2, [], [38 21 22 49 35 1], 6, [generalist specialist specialist specialist specialist specialist]
1, 3, -1, [], [4 18 28 0 8 13], 6, [specialist specialist specialist specialist specialist specialist]
1, 0, 0, [], [48 44 31 32 18], 5, [specialist specialist generalist specialist specialist specialist]
1, -2, -1, [], [11 44 3 38 22], 5, [specialist specialist specialist specialist specialist]
1, -4, 2, [], [43 9 44 45 32], 5, [specialist specialist specialist generalist specialist]
1, -3, -1, [], [48 47 22 39 19 9 10 49], 8, [generalist generalist specialist specialist specialist generalist specialist specialist]
1, 2, -1, [], [4 49 47 15 23 46], 6, [specialist generalist specialist specialist generalist generalist]
1, 0, 4, [], [7 11 3 22 30 17 5], 7, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, -3, [], [47 5 22 45], 4, [specialist generalist generalist specialist]
1, 3, 0, [], [48 46 47 42 49 23 12 4 45 16], 10, [generalist specialist specialist generalist generalist generalist specialist specialist generalist specialist]
1, -1, -4, [], [49 40 45 48 23 26 12 16 47], 9, [generalist specialist specialist specialist specialist generalist generalist specialist generalist specialist]
1, -4, 0, [], [11 16 0 2], 4, [specialist specialist specialist specialist]
1, -1, 4, [], [38 5 24 30 45], 5, [specialist specialist specialist generalist specialist]
1, -2, -4, [], [47 4 30 10 41 16], 6, [specialist specialist specialist specialist specialist generalist specialist]
