Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 2, 2, [], [20 10 45 9 11 29 19 12 31 8 16 27 18 38 49 28 21 32 48 13 0 4 24], 23, [specialist generalist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist generalist specialist]
1, 1, 0, [], [2 39 6 9 14 35 40 18 24 45 4 42 49 27 44 10 23 34], 18, [specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 1, [], [7 48 28 49 47 45 30 31 33 16 6 26 14], 13, [generalist generalist generalist specialist generalist specialist generalist specialist generalist specialist specialist specialist specialist generalist generalist specialist specialist]
1, 0, -2, [], [3 10 47 41 43 36 22 28 32 21 42 13 37 39 25 46 27 30], 18, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 2, 1, [], [13 4 17 6 11 40 25 12 0 24 42 15 1 34 45 16 49], 17, [generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -1, 1, [], [1 30 39 13 16 0 46 11 43 40 47 34 25 44 48 7 36], 17, [specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist]
1, -2, 2, [], [31 39 45 24 42 20 30 35 29 38 47 21 4 12 15 14 46 22 43 49 48 3 0], 23, [generalist specialist specialist generalist specialist specialist specialist generalist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 1, -1, [], [10 48 15 3 25 28 43 45 46 8 44 41 47 27 16 39 11 4 6 33], 20, [specialist specialist specialist generalist generalist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 0, 1, [], [6 5 15 45 49 8 47 24 48 22 12 46 44 23 9 14 32 17], 18, [specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist generalist specialist generalist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 0, 0, [], [46 8 34 47 38 9 12 43 49 4 22 30 20 33 41 42 16 18], 18, [generalist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist]
