Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 0, 2, [], [19 20 37 28 25 2 22 31 12 10 45 44 46 17 5 42 27 6 49], 19, [specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -1, [], [49 13 24 43 31 45 25 41 34 46 47 38 35], 13, [specialist generalist generalist generalist specialist generalist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 2, 0, [], [40 26 30 17 35 33 47 48 2 44 39 43 11 10 49 4 5], 17, [specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist]
1, -2, 1, [], [46 27 45 1 8 49 29 35 17 48 5 39 12 24 3 11 47 14], 18, [generalist generalist specialist generalist specialist generalist specialist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, -2, -2, [], [48 31 3 18 11 41 45 38 22 27 29 21 6 28 37 43 15 16], 18, [specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist]
1, 1, -1, [], [13 47 29 34 20 17 5 40 1 36 35 21 44 26 39], 15, [specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 0, 1, [], [41 48 18 25 34 7 23 42 49 39 22 46 20 13 35 8 47 28 1], 19, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 1, -2, [], [7 9 34 29 3 44 49 17 48 27 23 19 37 13 30 26 33 6], 18, [specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -2, 0, [], [10 37 20 3 47 33 6 5 28 38 46 19 15 2 7 29 9 24 12], 19, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist generalist specialist]
1, 2, -2, [], [11 40 17 3 30 20 26 24 47 21 49 0 43 14 48 23 9 44 18], 19, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist]
