Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, 2, [], [49 41 12 46 43 42 13 5 7 35 45 36 47], 13, [generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist generalist generalist]
1, 1, 1, [], [11 47 46 19 16 3 7 48 36 39 23 44 22 6 41 12 8 4 10 24], 20, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist generalist specialist]
1, -2, -2, [], [48 24 26 45 25 46 2 4 23 19 22 3 43 39 37], 15, [specialist specialist specialist generalist generalist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist generalist]
1, 0, 2, [], [17 31 16 21 48 22 28 47 40 45 24 32 46 0 13 5 38 14], 18, [generalist specialist generalist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, -1, -2, [], [45 0 26 3 44 27 23 42 4 22 13 33 7 25 5 40 2 41 37 12 48], 21, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 2, 1, [], [19 16 44 45 46 3 38 48 17 13 33 39 42 25 32 0 49 37 47 36 21], 21, [specialist specialist specialist generalist generalist specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -1, 2, [], [8 21 11 12 14 2 48 5 0 33 23 49 45 10 13 18 32 36], 18, [specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist]
1, -1, 0, [], [47 40 5 26 48 12 34 14 7 33 30], 11, [specialist generalist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -2, 0, [], [32 48 6 43 10 34 45 40 19 37 0 46 16 31 35 1 41 47 39 4 24 9 18 42], 24, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist]
1, -1, 1, [], [38 45 12 42 26 46 21 24 27 15 3 48 47 49 16 20 6 31], 18, [specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist generalist specialist specialist]
1, 1, 0, [], [14 48 25 10 21 29 15 12 17 27 22 20 4 34 5 45], 16, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -2, 2, [], [47 46 43 14 38 23 6 21 2 17 8 24 0 12 3 30 19 7 33 45 10 31 41], 23, [specialist specialist specialist specialist specialist specialist specialist generalist generalist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 0, -1, [], [46 13 10 5 37 21 40 31 15 34 20 9 38 8 42], 15, [specialist specialist specialist generalist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 2, -2, [], [44 22 33 41 2 16 46 32 37 12 29 18 15 47 39 4 42 43 49 0 17], 21, [generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 0, 0, [], [40 45 10 25 34 30 9 11 6 24 47 38 21], 13, [specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist]
1, 0, -2, [], [40 5 4 42 7 48 44 26 19 8 36 2 18 47 49 33 0 1], 18, [specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
