Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 0, 2, [], [47 45 3 30 21 40 23 13 10 44 9 49 22 31 11 39 7], 17, [specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 2, [], [1 33 49 17 32 7 16 35 21 44 31 6 45 27 3 2 41 9 48 47 38], 21, [specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -1, -2, [], [18 4 23 7 29 48 38 6 42 47 0 13 31 45 30], 15, [specialist specialist generalist specialist specialist specialist specialist generalist generalist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist]
1, -1, -1, [], [49 29 4 13 48 7 28 45 22 18 35 47 2 37 6], 15, [generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist generalist specialist specialist generalist generalist generalist generalist generalist specialist specialist specialist specialist specialist]
1, -1, 2, [], [4 47 32 9 21 41 13 28 20 12 45 36 42 7 49 15 25 22 48 26 11 2 5], 23, [specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist generalist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist]
1, 1, 1, [], [5 4 17 33 35 11 36 1 21 3 27 48 49 0 37 39], 16, [specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -1, 0, [], [39 44 42 43 0 40 47 29 45 34 17 41 49 14 2 5], 16, [generalist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, -2, 2, [], [42 17 45 12 34 49 36 20 46 35 41 13 47 37 1 48 26 29 2 44], 20, [specialist specialist generalist generalist specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist]
1, 1, -2, [], [25 48 36 38 15 18 45 23 16 6 7 9 41 33 5 11 47 35 31 24 30], 21, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist]
1, 0, 0, [], [34 20 36 49 17 30 0 46 45 40 33 15 23 5 37 25], 16, [specialist specialist generalist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist]
1, 2, 0, [], [11 0 34 17 1 22 36 48 21 46 24 3 31 9 43 39 32 23 26 18 29], 21, [specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -1, 1, [], [47 49 24 21 22 13 17 27 4 36 11 19 3 48 33 31 2 42], 18, [specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist generalist specialist generalist specialist specialist specialist]
1, -2, -2, [], [44 30 29 22 38 47 16 4 36 19 15 40 9 49 48 45 6 25 41 31 26], 21, [specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist generalist specialist]
1, 1, 0, [], [38 13 46 26 8 24 45 40 17 48 20 5 10 36 18 25 49 47 14 21 44], 21, [generalist specialist generalist specialist specialist specialist generalist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 2, 1, [], [12 24 21 6 1 15 48 49 2 40 42 25 11 14 10 35], 16, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, -2, [], [15 41 47 32 34 33 30 46 8 45 44 10 18 16 5 38 11 37 19 28 35], 21, [generalist specialist specialist specialist specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -2, 1, [], [26 17 34 3 30 48 38 28 11 47 6 41 31 16 2 10 45 4 39], 19, [specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -1, [], [2 47 37 4 0 26 46 32 29 12 19 9 45 24 13 49 10 17], 18, [specialist generalist specialist specialist generalist specialist specialist generalist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 2, -1, [], [31 16 17 0 1 5 7 48 4 28 24 39 42 13 41 20 27], 17, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 0, 1, [], [48 1 17 31 23 0 15 22 30 36 29 42 21 9 14 11 45 47 39 37 46 35 5], 23, [specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist generalist specialist specialist generalist specialist generalist generalist specialist specialist specialist generalist generalist specialist specialist generalist]
1, 0, -2, [], [47 27 35 15 20 49 39 28 18 34 16 48 24 33 10], 15, [specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist]
1, 1, 2, [], [45 38 12 30 2 13 1 46 49 23 9 19 25 47 48 33 34 18], 18, [specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist generalist generalist specialist generalist generalist specialist specialist specialist specialist specialist specialist]
1, -2, 0, [], [27 24 19 23 16 2 25 32 22 20 46 4 1 37 31 6 41 38], 18, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -2, -1, [], [48 26 7 9 22 37 12 49 38 5 1 24 29 31 42 6 2 23 17], 19, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 1, -1, [], [24 26 6 5 45 33 34 13 47 41 49 39 40 29 8 14 31 20], 18, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist generalist]
2, 1, 2, [48 45 47 35 40 49 12], [12 48 45 47 35 40], 1, [generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist specialist generalist specialist specialist generalist specialist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, 0, 0, [47 48 45 12], [12 45 48 40 47 35], 2, [specialist generalist specialist specialist specialist specialist generalist generalist generalist specialist generalist specialist generalist specialist generalist generalist generalist specialist generalist specialist generalist generalist generalist specialist generalist generalist generalist specialist]
2, -2, -1, [48 45 12 49 47 40], [48 47 45 40 49 12], 0, [generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist specialist generalist]
2, -2, 2, [12 46 45 35 48 40 47 49], [40 49 35 12 47 48], 2, [specialist specialist specialist specialist generalist specialist generalist generalist specialist]
2, 1, -2, [12 40 47 35 45 46 48], [48 12 40 47 45 46], 1, [generalist specialist specialist specialist generalist specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist generalist specialist generalist specialist generalist specialist]
2, 2, 0, [40 47 35 12 49 45 48], [40 48 12 45 46 49], 3, [specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist generalist generalist generalist generalist specialist generalist specialist generalist generalist specialist specialist specialist specialist generalist specialist specialist]
2, 0, 1, [47 45 12 40 46], [47 12 45 40 46 48 35], 2, [specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist]
2, -1, -2, [47 48 12 40 35 49 45], [47 12 48 40 49 35 45], 0, [generalist generalist specialist generalist generalist generalist specialist specialist specialist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist specialist specialist specialist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist specialist]
2, -1, -1, [48 12 45 47 35], [45 40 12 48 35 47], 1, [specialist generalist generalist specialist specialist generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist specialist generalist generalist generalist generalist]
2, 1, 1, [12 47 45 35 46 40 48], [47 46 12 48 40 45 35], 0, [generalist generalist specialist specialist generalist generalist specialist generalist generalist generalist specialist generalist generalist generalist generalist specialist generalist generalist specialist generalist specialist generalist generalist generalist generalist specialist generalist generalist specialist specialist]
2, -2, 1, [48 46 47 49 45 12 40 35], [49 45 48 40 46 35 12], 1, [generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, 0, -1, [48 40 45 12 47], [40 45 48 12 35 47], 1, [generalist specialist generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist generalist specialist]
2, -1, 2, [48 12 35 45 40 47], [48 45 40 49 35 47 12], 1, [generalist specialist generalist generalist specialist specialist specialist specialist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist]
2, 1, -1, [12 47 46 40 45], [47 40 12], 2, [specialist specialist specialist specialist specialist generalist specialist specialist]
2, -2, -2, [48 46 12 35 45 49 40 47], [48 12 45 49 40 47], 2, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist specialist generalist generalist generalist generalist]
2, -1, 0, [48 46 47 40], [45 48 12 47 49 40], 4, [generalist specialist generalist generalist generalist specialist generalist specialist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist specialist generalist generalist specialist generalist specialist generalist]
2, 2, 2, [45 40 35 48 47 12], [40 35 48 45 47 12], 0, [specialist specialist generalist specialist specialist specialist generalist specialist generalist specialist generalist generalist specialist generalist specialist specialist generalist specialist generalist generalist generalist generalist generalist]
2, 2, -1, [48 40 12 49 45 35], [40 48 45 12 47], 3, [specialist specialist generalist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist generalist specialist]
2, 0, 2, [48 47 45 12 35 40], [45 47 35 12 48 40], 0, [generalist generalist generalist specialist generalist generalist generalist specialist generalist generalist specialist specialist generalist specialist specialist generalist generalist generalist]
2, 1, 0, [45 12 47 40 48], [40 12 47 45], 1, [specialist specialist generalist specialist generalist specialist generalist generalist generalist specialist specialist specialist generalist generalist specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist]
2, -1, 1, [48 40 45], [40 12 45 48 35], 2, [generalist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist]
