Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -1, -2, [], [46 45 15 40 7 30 8 48 16 1 6 14 47 0 33], 15, [specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist generalist generalist generalist]
1, 0, 2, [], [48 13 0 38 10 46 39 34 45 29 42 25 7 8 20 26], 16, [specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist generalist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 0, -2, [], [29 26 18 23 45 41 48 44 3 47 8 35 24 30 38 27 4 12], 18, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist generalist generalist specialist specialist generalist generalist specialist specialist specialist specialist]
1, 2, -1, [], [23 25 13 44 39 38 15 6 22 42 46 9 17 35 7 49 5 29 47], 19, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 1, 1, [], [35 1 39 29 41 22 47 14 8 5 43 28 46 27 38 26], 16, [specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, -2, [], [34 41 25 37 39 26 29 48 5 22 6 38 27 30 33 47 20 16 32], 19, [generalist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, -2, [], [32 23 47 6 34 15 7 3 19 28 4 14 9 29 26 38 17 16], 18, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 0, [], [34 47 13 1 2 16 40 38 26 7 21 4 17 9 24 30 46 28 14 39 10 45 12 31 49 41], 26, [specialist generalist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist]
1, 0, 1, [], [48 42 29 35 40 33 9 38 26 41 12 47 37 8 0 27 45 10 13], 19, [specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist generalist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -1, [], [29 46 11 10 33 43 21 27 49 22 17 34 26 23], 14, [specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist]
1, -2, 2, [], [25 46 42 18 22 47 45 24 7 44 11 19 36 28 6 39 23 37 0 49 20], 21, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist]
