Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 0, 0, [], [15 18 1 8 46 2 47 13 43 21 28 36 11 48 34], 15, [generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist generalist generalist specialist generalist specialist specialist specialist]
1, -2, 0, [], [29 16 18 43 6 20 1 49 17 27 42 15 10 39 3 45 47 44], 18, [specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist]
1, 1, 0, [], [26 33 28 36 0 23 43 37 13 38 46 20 47 17 24 5 4 1 49 30 34], 21, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 2, 2, [], [26 41 10 11 33 23 2 49 43 7], 10, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -2, 2, [], [31 14 8 47 36 37 45 34 49 13 46 4 38 5 28 20 17 48 41 42 39], 21, [specialist generalist specialist generalist specialist generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist]
1, -2, -2, [], [36 18 27 12 8 4 0 39 48 44 49 43 46 42 15 45 29 11 47 17 5 37], 22, [generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist generalist generalist generalist]
1, 0, 1, [], [36 8 10 26 34 21 13 14 6 46 24 7 38 17 48 30 1 40 11], 19, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 0, 2, [], [16 24 29 49 45 46 30 9 40 25 42 38 33 13 43 15 48], 17, [generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist]
1, 0, -1, [], [38 46 6 2 47 48 3 13 11 23 24 28 49 5 34 43 29 8 16 0 40], 21, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist generalist specialist generalist specialist specialist specialist generalist specialist generalist specialist specialist specialist generalist]
1, -1, 1, [], [27 42 35 40 49 15 20 44 6 24 47 36 38 46], 14, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist generalist specialist]
1, -2, -1, [], [17 2 43 37 7 14 38 8 4 41 16 36 18 35 9 45 25 34 49 33 22 1 32 39 15 19], 26, [generalist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 2, [], [13 1 42 2 5 22 19 40 36 9 10 37 29 16 26 24 18 48 27 23 34 32 31], 23, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist]
1, 0, -2, [], [20 40 34 1 8 46 25 5 14 49 37 3 47 17 11 16], 16, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist generalist generalist specialist specialist]
1, 1, -1, [], [19 45 48 15 3 4 29 38 39 49 10 21 31 23 17 11 16 0], 18, [generalist specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 2, 0, [], [18 43 35 48 12 14 47 3 28 10 8 46 45 19 30 36 13 49 40], 19, [specialist generalist generalist specialist specialist specialist specialist generalist generalist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist]
1, 1, -2, [], [49 22 2 34 25 9 40 26 46 12 15 37 44], 13, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist]
1, 2, -1, [], [5 49 12 10 23 47 8 43 45 25 29 9 20 17 48 46], 16, [generalist generalist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 2, -2, [], [46 42 43 3 36 45 28 18 31 27 6 23 48 7 39], 15, [specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist]
1, -1, -1, [], [4 42 32 46 9 49 31 12 8 29 28 34 15 47 10 39 41 35 45 48], 20, [specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist]
1, -1, -2, [], [18 25 4 38 46 7 30 3 40 47 20 5 10 48 11 19 23 9], 18, [specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -2, 1, [], [46 18 44 20 27 30 45 47 48 25 21 4 31 33], 14, [specialist specialist generalist specialist generalist generalist generalist specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist generalist specialist specialist generalist generalist generalist]
1, -1, 2, [], [11 33 20 41 49 8 0 4 26 43 44 32 47 27 22 6 45 13 48 3], 20, [specialist specialist generalist specialist generalist generalist specialist specialist specialist generalist generalist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 0, [], [22 33 6 8 17 18 37 1 4 32 27 47 42 35 15 14 41 45 34 43 9 40 31], 23, [generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 1, [], [25 30 43 18 47 17 24 32 48 9 28 11 6 49 35 46 33 38 45], 19, [specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist generalist specialist]
1, 2, 1, [], [40 12 15 46 3 24 48 44 20 43 1 19 35 47 13 30 21 6], 18, [specialist generalist generalist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist]
2, 2, 0, [44 30 47 43 15 13 49 48 23], [45 15 30 49 47 48 46 5 44 33], 7, [specialist generalist generalist generalist specialist specialist specialist specialist specialist generalist specialist generalist generalist generalist generalist generalist specialist specialist generalist]
2, 2, 2, [5 47 45 43 15 30], [15 45 47 21 43 48 5 33 46 13], 6, [generalist specialist generalist specialist specialist generalist generalist generalist specialist generalist generalist specialist specialist specialist generalist specialist specialist specialist generalist]
2, 2, -2, [21 46 43 47 48 5 15 27 45 13 33], [47 43 5 23 44 15 46 21 45 27], 5, [specialist generalist generalist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist specialist generalist specialist generalist generalist generalist generalist generalist specialist generalist specialist]
2, 0, 2, [23 43 49 5 15 30 33 47 44], [44 49 48 23 46 47 43 15 27 13], 7, [generalist specialist specialist generalist generalist specialist specialist specialist specialist generalist generalist generalist specialist specialist generalist generalist generalist specialist specialist specialist specialist generalist specialist specialist specialist]
2, 1, 1, [33 43 48 15 13 46 47 30 49 5 45], [47 43 45 33 15 49 21], 6, [specialist generalist specialist specialist generalist specialist generalist specialist generalist generalist specialist generalist specialist generalist generalist]
2, -2, 0, [30 15 43 47 44 48 45 49 33], [15 47 48 44 45 46 43 27], 5, [specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist generalist generalist generalist specialist specialist specialist specialist generalist generalist generalist specialist specialist specialist generalist generalist specialist specialist generalist generalist specialist specialist specialist]
2, 2, 1, [15 13 43 45 47 30 5], [46 43 15 48 33 47 45 49], 7, [generalist generalist generalist generalist specialist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist generalist generalist specialist]
2, -1, -1, [45 44 43 46 49 30 48 15 33 47 13 5], [43 49 15 46 48 44 33 45 47 30 23 21], 4, [specialist specialist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist specialist generalist generalist generalist specialist specialist generalist generalist specialist generalist specialist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist specialist generalist specialist specialist]
2, -2, -2, [45 49 47], [15 48 47 49 43 21 44 5 45], 6, [generalist specialist specialist generalist generalist generalist specialist specialist generalist specialist generalist generalist generalist generalist specialist generalist specialist specialist generalist specialist]
2, 0, 0, [47 49 43 27 13 46 15 5 30 33 48 23 21], [47 33 44 48 30 15 46 13 43 45 5], 6, [generalist generalist generalist generalist specialist specialist generalist generalist specialist specialist generalist specialist specialist specialist generalist generalist generalist specialist specialist generalist]
