Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -2, 0, [], [8 28 9 24 18 1 23 26 10 45 48 27 14 25 36 11 32 17 6 15 47], 21, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 0, 1, [], [45 9 49 36 13 22 42 35 2 20 29 28 46 6 16 34 47 33], 18, [specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist]
1, -1, -2, [], [42 24 28 11 47 7 15 2 34 45 31 44 19 8 29 16 49 27 22 17 41 0], 22, [specialist specialist specialist generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -2, 1, [], [41 33 45 30 47 12 48 40 37 13 24 46 29 7 35 39 15 32 43], 19, [specialist generalist specialist generalist generalist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist generalist specialist specialist specialist specialist generalist]
1, -2, 2, [], [30 16 27 33 18 20 10 5 47 23 13 46 29 2 9 28 21 49 34 19 35], 21, [specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -2, -1, [], [48 24 35 45 4 5 26 41 33 46 32 16 27 18 34 0 15 20 3], 19, [specialist specialist specialist specialist specialist generalist generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist]
1, 1, -2, [], [23 29 21 8 49 1 41 6 47 31 17 33], 12, [specialist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist specialist]
1, 1, 1, [], [3 43 39 49 36 18 17 48 12 15 14 24 7 42 5 47 34 27 2], 19, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist generalist]
1, 1, -1, [], [24 35 18 21 45 9 25 49 23 29 31 12 28 3 44 11 14 36], 18, [specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 2, [], [13 20 9 29 49 42 27 28 14 18 2 48 11 40 46 43 3 34 39 6 41], 21, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist specialist generalist generalist specialist specialist]
1, -2, -2, [], [48 37 46 34 36 49 47 18 42 35 30 19 45 44 1 0 32 5], 18, [generalist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, -1, [], [11 22 5 18 6 47 32 29 8 46 45 9 30 42 7 48], 16, [specialist specialist specialist generalist generalist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, 2, [], [11 45 39 26 15 23 42 43 12], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 1, 0, [], [6 36 14 1 46 3 23 11 9 29 35 13 21 19 30 49], 16, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 1, [], [45 47 12 9 10 2 35 48 5 44 28 33 42 21 27 15 43], 17, [specialist specialist generalist specialist generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist generalist]
1, 0, 0, [], [38 13 8 46 9 17 16 45 47 23 37 29 20 48 25 41 2 15 35 32], 20, [specialist specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 0, -1, [], [10 13 26 23 39 46 38 25 35 36 8 28 43 7 30 4 48 47 17], 19, [generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -2, [], [44 8 3 47 15 29 10 32 46 14 41 28 40 18 17 31 43 37 25], 19, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, -1, 0, [], [47 16 49 36 44 31 10 18 21 48 32 26 45 33 2 6 46 14 37 30 25], 21, [generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist generalist specialist]
1, -1, 1, [], [20 46 13 45 9 28 27 48 19 49 8 33], 12, [specialist specialist specialist generalist generalist specialist generalist specialist generalist specialist specialist generalist specialist generalist specialist generalist generalist]
1, -1, 2, [], [49 11 31 19 25 0 18 45 46 32 9 26 48], 13, [generalist specialist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 2, -2, [], [36 41 31 46 48 30 37 18 17 47 2 6 9 14 43 20 45 35 22], 19, [generalist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 2, 2, [], [3 20 44 48 45 7 35 8 43 1], 10, [specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 2, 0, [], [18 21 48 0 15 14 24 19 46 16 12 1 35 23 30 43 22 40 6], 19, [specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -1, -1, [], [29 4 17 15 34 14 1 37 45 11 22 10 13 25 0 26 38 44], 18, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
2, 0, 2, [39 48 46 28 0], [0 46 39 28 31 45 48 47], 3, [specialist specialist generalist generalist specialist generalist specialist specialist specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist specialist]
2, 2, -2, [45 49 39 47 46 48 28 0 29], [45 31 49 38 48 47 39 28 0 46], 3, [generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist specialist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist generalist generalist generalist specialist specialist generalist]
2, -1, -1, [45 28 48 39 47 37 46], [45 28 0 46 47 48 39], 2, [specialist generalist specialist specialist specialist specialist generalist specialist generalist generalist specialist generalist generalist generalist specialist generalist generalist generalist generalist generalist specialist specialist specialist generalist]
2, -2, 2, [38 46 47 45 49 29 31 28 48 0], [45 46 38 28 39 48 31 49 29 47 0], 1, [generalist specialist generalist specialist generalist specialist generalist generalist specialist generalist generalist specialist specialist generalist generalist generalist specialist generalist generalist generalist generalist specialist generalist specialist generalist specialist generalist specialist generalist specialist generalist generalist specialist generalist specialist specialist generalist specialist generalist specialist specialist specialist generalist specialist generalist]
2, 0, 0, [47 0 39 48 46 49 28 23], [49 48 47 0 45], 5, [generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist]
2, -1, 1, [47 48 0 49 38 39 46 28 45], [48 47 37 29 46 49 38 45 31 28], 5, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist specialist specialist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist generalist generalist]
2, -1, 0, [49 45 0 39 47 28 48 42 31 46 23], [28 39 45 0 48 49 31 46 47], 2, [specialist specialist generalist generalist specialist generalist specialist generalist generalist specialist specialist generalist specialist generalist specialist generalist]
2, 1, -2, [49 28 45 47 39 46 42 0], [38 47 48 37 0 45 31], 9, [specialist generalist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist]
2, 1, -1, [39 48 46 42 0 47 31 28 38], [48 45 0 49 47 46 39 38 28], 4, [specialist generalist specialist generalist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist generalist generalist specialist]
2, 2, 0, [0 48 28 42 49 31 46 45 39 47 38], [46 45 39 28 47 0 48 38], 3, [specialist specialist generalist generalist generalist specialist generalist generalist specialist specialist generalist generalist specialist generalist generalist specialist generalist generalist specialist generalist generalist specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist generalist generalist generalist specialist generalist specialist specialist specialist specialist generalist generalist specialist generalist generalist generalist]
2, -2, -2, [39 28 38 48 46 45 47], [47 46 48 28 42 39 0 49 45], 4, [generalist generalist generalist specialist generalist specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist generalist]
2, 2, 1, [48 46 37 42 38 47 45 28 0], [45 47 28 46 0 49 37 42 39], 4, [specialist generalist generalist specialist generalist specialist generalist generalist specialist generalist generalist specialist specialist generalist specialist generalist generalist generalist generalist generalist specialist specialist specialist generalist generalist specialist specialist]
2, 1, 0, [45 48 49 0 39 46 47 28 42], [45 39 49 0 46 48 47 31], 3, [generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist generalist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist]
2, 0, -1, [48 45 47 31 0 39 28 49], [39 45 47 38 48 28 0 49], 2, [generalist specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist specialist specialist specialist generalist specialist generalist specialist specialist generalist generalist generalist generalist specialist generalist]
