Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, -5, [], [7 13 19 45], 4, [specialist specialist specialist generalist]
1, 4, -3, [], [39 42 30 7], 4, [specialist specialist specialist specialist]
1, 2, -3, [], [48 45 4 27], 4, [generalist specialist generalist specialist]
1, -1, -3, [], [46 23 45 1 47 48], 6, [generalist generalist generalist generalist generalist specialist specialist]
1, -4, 3, [], [45 38 23 26 12], 5, [specialist specialist specialist generalist specialist]
1, 0, 1, [], [], 0, []
1, 3, 0, [], [0 35 47 15], 4, [generalist specialist specialist specialist]
1, -1, 5, [], [21 45], 2, [generalist specialist]
1, 2, 4, [], [31 24], 2, [specialist specialist]
1, 3, 5, [], [7 25 41 22 21], 5, [specialist specialist specialist specialist specialist]
1, -2, 1, [], [35 43 32 38 29], 5, [specialist specialist specialist specialist specialist]
1, 3, -4, [], [47 27 46 22 7 45 48], 7, [specialist generalist specialist specialist generalist generalist generalist]
1, 2, -2, [], [46 22 48 12 4 17 39 36], 8, [specialist specialist generalist specialist generalist specialist generalist specialist specialist]
1, -4, -2, [], [37 23], 2, [specialist specialist]
1, 0, -4, [], [45], 1, [generalist]
1, 2, 3, [], [45 39], 2, [specialist generalist]
1, -4, 4, [], [47 43 13], 3, [specialist generalist specialist specialist]
1, 3, 3, [], [19 48], 2, [specialist generalist specialist]
1, -3, 3, [], [45 42], 2, [specialist generalist generalist]
1, 5, 1, [], [40 30 2], 3, [specialist specialist specialist]
1, -1, 4, [], [47 45 12 31 9], 5, [generalist specialist generalist specialist specialist]
1, 4, -1, [], [17 4 9 5 48 22], 6, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, -4, 1, [], [13 45], 2, [specialist generalist]
1, -4, -3, [], [17 35], 2, [specialist specialist]
1, -3, 5, [], [17 49 40 48 47 7 27], 7, [specialist generalist generalist specialist specialist generalist generalist specialist generalist]
1, -1, -4, [], [38 8], 2, [specialist specialist]
1, 2, -1, [], [30], 1, [specialist]
1, 5, 4, [], [45 21 47 24 12 3 10], 7, [specialist generalist specialist generalist specialist specialist specialist specialist]
1, 4, 1, [], [19 15], 2, [specialist specialist]
1, -2, -2, [], [20 12 37 45 16], 5, [generalist specialist specialist specialist specialist specialist]
1, 3, -5, [], [11 6 19], 3, [specialist specialist specialist]
1, -1, -5, [], [4 38 5 47 28 43 19 27 25], 9, [generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 0, -5, [], [2 3 47 16 46], 5, [specialist generalist generalist specialist specialist]
1, 0, 4, [], [36 7 17 1 41], 5, [specialist specialist specialist specialist specialist]
1, 3, -1, [], [8 0], 2, [specialist specialist]
1, -4, 2, [], [12 33 47 20], 4, [specialist generalist specialist specialist]
1, -2, 5, [], [9 13 37 23 47 49 20 28], 8, [specialist specialist specialist specialist specialist generalist generalist specialist specialist]
1, -3, -4, [], [10 43 21 15 44], 5, [specialist specialist specialist specialist specialist specialist specialist]
1, 1, 5, [], [44], 1, [specialist]
1, 3, -3, [], [24 46 47 45 48 21 10], 7, [specialist specialist generalist generalist specialist generalist generalist generalist]
1, 1, -2, [], [24 30 47 35 44 6 3 20], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, -5, -2, [], [22 46 33], 3, [specialist generalist specialist]
1, 0, 2, [], [46 33], 2, [generalist specialist]
1, -4, 0, [], [18 46], 2, [specialist generalist]
1, 4, -2, [], [35 46 34 48], 4, [generalist generalist specialist specialist specialist specialist]
1, 4, 4, [], [47 33], 2, [generalist specialist]
1, 3, 4, [], [29 30 15], 3, [specialist specialist specialist]
1, -3, -5, [], [1 48], 2, [generalist specialist]
1, -3, 0, [], [22 13 40], 3, [specialist specialist specialist]
1, 2, 5, [], [39 3], 2, [specialist specialist]
1, 2, -4, [], [44 47 45 25 46], 5, [specialist generalist generalist specialist generalist]
1, 2, 2, [], [18 45 11 39 2 49], 6, [specialist specialist generalist generalist specialist specialist]
1, -5, -4, [], [36 12 44], 3, [specialist specialist specialist]
1, -5, 0, [], [20 17 1 33 19 31], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, -3, -3, [], [43 38 47 8], 4, [generalist specialist specialist specialist]
1, 5, -4, [], [43 3], 2, [specialist specialist]
1, 1, -3, [], [9 48 46 40 32 12 2 33 3], 9, [specialist specialist specialist specialist specialist specialist specialist generalist generalist]
1, 1, 1, [], [18 0 46 3], 4, [specialist specialist generalist specialist]
1, -3, -2, [], [45 37 21 46 38 12], 6, [generalist specialist specialist specialist generalist specialist]
1, 5, 2, [], [47 49], 2, [generalist generalist]
1, 1, -4, [], [42 49 46 5 47 11], 6, [generalist generalist specialist specialist specialist generalist]
1, 4, 2, [], [5 0 13 1], 4, [specialist specialist specialist specialist]
1, 4, -4, [], [49 44 26 1], 4, [specialist specialist generalist specialist specialist generalist]
1, 5, -5, [], [48 46 9 36 35], 5, [generalist generalist specialist specialist specialist]
1, -5, -3, [], [49 44 38 33], 4, [specialist generalist specialist specialist]
1, -1, -2, [], [45 38], 2, [specialist generalist]
1, -2, 0, [], [9 17 5 45 46], 5, [specialist specialist generalist specialist generalist]
1, 1, 0, [], [14 24 45 3 43 7 23], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, -2, 2, [], [24 42 30 47 49 29 8 20 48 11 43 37 45], 13, [specialist specialist specialist specialist generalist specialist generalist generalist specialist specialist specialist specialist generalist specialist]
1, -3, 4, [], [46 17 10 45 37 27 39], 7, [generalist specialist specialist generalist specialist specialist specialist specialist]
1, 1, 2, [], [18 45 25 6 32 46], 6, [specialist generalist specialist specialist specialist generalist]
1, -1, 2, [], [33 36 49 1 30 6 34 13], 8, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, 3, -2, [], [25 39 18 26 49], 5, [specialist specialist specialist specialist generalist specialist]
1, -2, -3, [], [2 21 7 17 0], 5, [specialist specialist specialist specialist specialist]
1, 2, 1, [], [42 37 41 8 1 32 45], 7, [specialist specialist specialist specialist specialist specialist generalist specialist]
1, -3, 2, [], [29 39 42 26 9], 5, [specialist specialist specialist specialist specialist]
1, -4, -4, [], [11 49 31 15], 4, [generalist specialist specialist specialist]
1, -5, -1, [], [19 49 33 43 45 3 44], 7, [specialist specialist specialist generalist specialist specialist generalist]
1, 0, 5, [], [5 46 2], 3, [specialist generalist generalist specialist]
1, 5, 5, [], [46 44 26 29], 4, [generalist specialist specialist specialist]
1, 4, -5, [], [10 11 12 44 6 49 28], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, 0, -2, [], [31 6 23 5 40 21], 6, [specialist specialist specialist specialist specialist specialist]
1, 0, -1, [], [18 31 19 23], 4, [specialist specialist specialist specialist]
1, -4, -5, [], [13 43 18 42], 4, [specialist specialist specialist specialist]
1, -2, 3, [], [5 28 8 42 11], 5, [specialist specialist specialist specialist specialist]
1, 3, 2, [], [17 1 13 48 26 44], 6, [specialist specialist generalist specialist specialist specialist]
1, -1, -1, [], [14 46], 2, [generalist specialist]
1, -1, 0, [], [16 19], 2, [specialist specialist]
1, -3, -1, [], [2 10 13 3 5], 5, [specialist specialist specialist specialist specialist]
1, 5, -3, [], [22 25 3 14 12 46], 6, [specialist specialist specialist specialist specialist generalist]
1, 4, 0, [], [0 12], 2, [specialist specialist]
1, 5, 3, [], [39 12 46 5 6 27 3 32], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, -4, 5, [], [45 40 20 24 32 44], 6, [generalist specialist specialist specialist specialist specialist specialist]
1, 1, 3, [], [21 44 16 34 31 46 40 5 13 12], 10, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist]
1, -5, 2, [], [49 35 42], 3, [specialist generalist specialist]
1, -4, -1, [], [15 42 44], 3, [specialist specialist specialist]
1, -5, 5, [], [46 45 11 44 26 38], 6, [specialist specialist specialist generalist generalist specialist]
1, 2, 0, [], [0 14 41 49 6], 5, [specialist specialist specialist generalist specialist]
1, -2, -4, [], [10 21 46 43 2], 5, [generalist specialist specialist specialist specialist specialist specialist]
1, -5, 3, [], [40 21 19 41 20 44 26 46], 8, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, 5, -2, [], [46 18 33 21 19 16 2], 7, [specialist specialist specialist specialist specialist specialist generalist]
1, 5, 0, [], [35 45 31 13 43 2], 6, [generalist specialist specialist generalist specialist specialist specialist specialist]
1, -1, 1, [], [12 17 49 22 28 20], 6, [specialist specialist specialist specialist generalist specialist]
1, -2, -5, [], [4 32 37 47], 4, [generalist specialist specialist specialist]
1, -5, 4, [], [47 37 46], 3, [generalist specialist generalist]
1, 0, 0, [], [36 8 46 43], 4, [specialist specialist generalist specialist]
1, -5, 1, [], [19 22 32 1 29 43], 6, [specialist specialist specialist specialist specialist specialist]
1, 0, 3, [], [25 7 46 49 29 5 39], 7, [generalist specialist generalist specialist specialist specialist specialist specialist]
1, 1, 4, [], [30 16 37 26 13 46 34 1], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, 5, -1, [], [13 29 14 20], 4, [specialist specialist specialist specialist]
1, 1, -1, [], [34 44], 2, [specialist specialist]
1, 4, 5, [], [38 11 8 47], 4, [generalist specialist specialist specialist]
1, 4, 3, [], [30 47 14 12], 4, [specialist specialist specialist specialist generalist generalist specialist]
1, -2, 4, [], [48 10 44], 3, [specialist generalist specialist]
1, 2, -5, [], [43 27 31 9], 4, [specialist specialist specialist specialist]
1, -1, 3, [], [45 31 34 27], 4, [specialist specialist specialist specialist generalist]
1, -2, -1, [], [47 16 43 46], 4, [specialist generalist specialist generalist]
1, -3, 1, [], [45 39 29 30], 4, [specialist generalist specialist specialist]
1, 3, 1, [], [43 29 42 13], 4, [specialist specialist specialist specialist]
1, -5, -5, [], [40 28 45 2], 4, [generalist specialist specialist specialist]
1, 0, -3, [], [10 19 4 47 21], 5, [specialist specialist specialist specialist generalist]
2, -5, -3, [49 21], [9 21 45 49 48], 3, [generalist generalist generalist specialist specialist generalist]
2, -1, -5, [20 47 2 22 21 28 48 17 13], [22 17 28 21 20 49 2 13], 3, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
2, -3, 2, [13 2 17], [13 17 2 29 46], 2, [specialist specialist generalist specialist specialist specialist specialist specialist]
2, -2, 1, [47 10 13 46 43], [47 13 46], 2, [generalist generalist generalist generalist specialist generalist generalist generalist]
2, -4, 5, [49 29 2 45 47 43 41], [45 49 41 21 47 17], 5, [specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist specialist generalist]
2, -5, 0, [49 47 42 20 13], [49 13 35 46 17 47 20 48], 5, [specialist specialist generalist specialist generalist generalist generalist specialist generalist generalist]
2, -2, 0, [46 47 45 13 25 41 42 35], [42 25 41 47 46 45 13], 1, [generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist specialist generalist generalist generalist generalist generalist specialist generalist generalist specialist]
2, -3, 0, [43 46 29 49], [49 46 21 45], 4, [specialist generalist generalist generalist generalist]
2, 5, -5, [45 47 49 48 10 46], [49 45 48 46 43 47 18], 3, [generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist]
2, 2, 4, [21 27 47 49], [9 18], 6, [specialist specialist specialist]
2, 2, 3, [48 7 2], [], 3, []
