Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 2, 5, [], [29 37], 2, [specialist specialist specialist]
1, 4, 5, [], [30 40 26 2], 4, [specialist specialist specialist specialist]
1, -5, -3, [], [0 11 7 48 37], 5, [specialist specialist specialist generalist specialist]
1, 0, -1, [], [48 22], 2, [specialist generalist]
1, 1, -5, [], [7 27 40 8], 4, [specialist specialist specialist specialist]
1, 2, -3, [], [30 8], 2, [specialist specialist]
1, -4, -1, [], [6 32 26 3 46 37 45], 7, [specialist specialist generalist specialist generalist specialist specialist specialist]
1, -5, 0, [], [49 35 26], 3, [specialist generalist specialist generalist]
1, -2, 4, [], [40 44], 2, [specialist specialist]
1, -5, 4, [], [38 17 44 42 5 21], 6, [specialist specialist specialist specialist specialist specialist]
1, -4, 3, [], [25 1 41], 3, [specialist specialist specialist]
1, 0, 1, [], [47], 1, [generalist]
1, 0, 3, [], [27 46 49 19], 4, [specialist generalist specialist generalist generalist]
1, 2, 3, [], [12 33 0 5 30 36 16], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 3, -3, [], [27 11 10 14 34 39], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, -3, 5, [], [19 29 3 7 43 44], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, -5, 3, [], [48], 1, [generalist]
1, -5, -4, [], [18 47 17 10 48], 5, [specialist specialist generalist specialist generalist]
1, 1, 3, [], [11 36 19 8 46 35 29 6], 8, [specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -1, -2, [], [36 49], 2, [specialist generalist]
1, 3, 2, [], [7 4], 2, [specialist specialist]
1, 2, -1, [], [48 27 7 39], 4, [generalist specialist specialist specialist]
1, -1, 1, [], [12 27 4 17 24], 5, [specialist specialist specialist specialist specialist]
1, -1, -1, [], [48 49 47 15 17 34 4], 7, [generalist specialist generalist generalist generalist specialist specialist specialist specialist]
1, 2, 1, [], [31 43 4 46 1 18 28], 7, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, 1, -4, [], [5 13 6 39], 4, [specialist specialist specialist specialist]
1, -4, -3, [], [49], 1, [generalist]
1, 3, -1, [], [32 18 45 49 10 37], 6, [specialist generalist specialist specialist specialist specialist generalist]
1, -4, -4, [], [47 11 0 27 7], 5, [specialist specialist specialist generalist specialist specialist specialist]
1, 3, 4, [], [45 7 39 40], 4, [specialist specialist generalist specialist specialist]
1, 5, -2, [], [0 33 37], 3, [specialist specialist specialist]
1, 3, -5, [], [46 47 49 24 45], 5, [specialist generalist generalist generalist generalist]
1, 3, -2, [], [45 17 10], 3, [specialist generalist specialist]
