Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 0, -3, [], [17 27 46 43 18 39 36], 7, [specialist specialist specialist specialist specialist specialist generalist generalist]
1, -1, 3, [], [31 34 46 8 49 45 10], 7, [generalist generalist specialist generalist generalist specialist specialist specialist specialist generalist]
1, -5, -3, [], [47 27 45 23], 4, [generalist generalist specialist specialist generalist]
1, 4, 2, [], [5 20 6 32], 4, [specialist specialist specialist specialist specialist specialist]
1, 5, 1, [], [9 41 38], 3, [specialist specialist specialist]
1, 3, 1, [], [32 7 27], 3, [specialist specialist specialist]
1, 2, -1, [], [38], 1, [specialist]
1, 5, -1, [], [45 10 9 16 48], 5, [specialist generalist specialist specialist generalist]
1, -3, 5, [], [27 47 17 43 15 39], 6, [specialist generalist specialist specialist specialist specialist specialist]
1, 4, 4, [], [10 20 28], 3, [specialist specialist specialist]
1, 1, 2, [], [25 13 22 1 49], 5, [specialist specialist generalist specialist specialist]
1, 2, -2, [], [35 26 5], 3, [specialist specialist specialist]
1, 4, -2, [], [37 38 46 27], 4, [specialist specialist generalist specialist]
1, -5, 2, [], [20 0 5], 3, [specialist specialist specialist]
1, 3, -5, [], [20 46 25 7], 4, [specialist specialist specialist generalist]
1, 0, 2, [], [47 12 41 49], 4, [generalist generalist specialist specialist]
1, 2, -3, [], [31 49 12], 3, [generalist specialist specialist]
1, -2, 3, [], [19 28 27 10 49 33 1], 7, [generalist specialist specialist specialist specialist specialist generalist specialist]
1, -2, -3, [], [44 22 11 32 47], 5, [specialist specialist specialist specialist generalist specialist]
1, -2, -2, [], [22 28 13 44 43 27 26 48 9], 9, [specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 0, 3, [], [49 9], 2, [generalist specialist generalist specialist]
1, -2, -5, [], [4 48 32 12 23 0 2], 7, [generalist specialist specialist specialist specialist specialist specialist]
1, -3, -4, [], [47 35 24 21 27 1 10], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, 4, 5, [], [28 40 3 29 23], 5, [specialist specialist specialist specialist specialist specialist]
1, -3, 1, [], [3 46 36], 3, [specialist specialist generalist]
1, 3, -4, [], [36 4 6 45 24], 5, [specialist specialist generalist specialist specialist]
1, 5, -5, [], [17 13 46 19], 4, [specialist specialist specialist generalist]
1, 4, -5, [], [20 14 11 42 43 36 35], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -1, 4, [], [49 9 17 18], 4, [generalist specialist specialist generalist specialist]
1, 2, -5, [], [28 23 2 29 8 26 41 40 11], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, 2, [], [46 27], 2, [generalist specialist generalist]
1, -2, 2, [], [22 42 49 23 12 13 21], 7, [specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist]
1, -3, -2, [], [29 41 46 37], 4, [specialist generalist specialist specialist]
1, -1, 2, [], [3 7 31 47], 4, [specialist generalist specialist specialist]
1, -1, 5, [], [42 35 3 23 46 38], 6, [specialist specialist specialist specialist specialist generalist]
1, 5, -4, [], [37 46 23], 3, [generalist specialist specialist specialist]
1, -4, 3, [], [48 28 45], 3, [specialist generalist generalist]
1, 5, 2, [], [37 43 0], 3, [specialist specialist specialist]
1, 5, 0, [], [43 42 3 33 14], 5, [specialist specialist specialist specialist specialist]
1, -5, -5, [], [49 48 20 30], 4, [generalist specialist generalist generalist specialist]
1, -1, 1, [], [27 21 13 29 10], 5, [specialist specialist specialist specialist specialist specialist]
1, 3, 4, [], [11 46 14 27 48 45], 6, [generalist specialist generalist specialist generalist generalist specialist]
