Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 3, -3, [], [47 18 40 30 37 15], 6, [specialist specialist generalist specialist specialist specialist]
1, -4, 5, [], [29 21 39 13 2], 5, [specialist specialist specialist specialist specialist]
1, -5, -1, [], [30 47 4], 3, [generalist specialist generalist generalist specialist]
1, 4, 0, [], [43 36 39 44], 4, [specialist specialist specialist specialist]
1, -3, 5, [], [14 1 0], 3, [specialist specialist specialist]
1, 3, 2, [], [29 26 45 43 28 14 9], 7, [specialist generalist specialist specialist specialist specialist specialist]
1, -2, 3, [], [48], 1, [generalist generalist]
1, 1, 2, [], [13 29 40 15], 4, [specialist specialist specialist specialist]
1, -2, 4, [], [7], 1, [specialist]
1, 4, 1, [], [35 24 45 12], 4, [specialist generalist specialist specialist]
1, 5, -2, [], [34 23 46], 3, [specialist specialist generalist]
1, 5, 4, [], [38 36 47 48 45 3 0 17], 8, [specialist generalist generalist specialist specialist specialist generalist specialist]
1, -3, -1, [], [45 48 47], 3, [generalist generalist generalist]
1, 1, 4, [], [37 47 24 16 48 0 9], 7, [specialist generalist generalist specialist specialist specialist specialist]
1, 3, 4, [], [37 9 39 49 30 14 26 10 12 47], 10, [specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist]
1, 5, -5, [], [1 47 46], 3, [generalist specialist generalist]
1, 4, 4, [], [17 7 31 35 38 33 37 41], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 2, [], [45 13 33 41], 4, [specialist specialist specialist generalist]
1, -4, 2, [], [26 33 15 2 29], 5, [specialist specialist specialist specialist specialist]
1, -4, -1, [], [21 24 5 10 22], 5, [specialist specialist specialist specialist specialist]
1, 5, 3, [], [30 39 45 49 37 0 35 16 47], 9, [specialist specialist specialist generalist specialist specialist generalist specialist generalist generalist]
1, -4, -3, [], [9 12 26], 3, [specialist specialist specialist specialist]
1, 3, -2, [], [0], 1, [specialist]
1, 5, 5, [], [9 14 31 36 46 22], 6, [specialist specialist specialist specialist specialist generalist]
1, 4, -2, [], [5 9 25], 3, [specialist specialist specialist]
1, 0, -3, [], [5 47 13 45 48], 5, [specialist generalist generalist specialist generalist]
1, 4, -4, [], [2 43 9 32 24 44 48], 7, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, 2, 2, [], [22 34 41], 3, [specialist specialist specialist]
1, -4, 4, [], [43 19 13], 3, [specialist specialist specialist]
1, -4, 0, [], [36 45 49], 3, [generalist generalist specialist]
1, -5, 4, [], [38 48 45 41 3], 5, [specialist generalist specialist specialist generalist]
1, 3, 1, [], [33 42 47 2 30 24], 6, [specialist specialist specialist generalist specialist specialist]
1, -3, 0, [], [47 20 26], 3, [specialist specialist generalist]
1, 1, -3, [], [20 48 4], 3, [specialist specialist generalist specialist]
1, 4, 5, [], [18 19 6 49], 4, [specialist specialist specialist generalist]
1, -2, -5, [], [42 10 8], 3, [specialist specialist specialist]
1, 0, 0, [], [33 35], 2, [specialist specialist]
1, 5, 2, [], [24 18 16 26 42], 5, [specialist specialist specialist specialist specialist]
1, -4, -2, [], [16 49 24], 3, [specialist generalist specialist]
1, -5, -3, [], [46 38 20 47 49 45], 6, [specialist generalist generalist specialist generalist generalist]
1, 2, -2, [], [41 7 40 35 26], 5, [specialist specialist specialist specialist specialist]
1, -1, 1, [], [46 1 32 41], 4, [specialist specialist specialist generalist generalist]
1, 5, -1, [], [19 43 17 20 37 47], 6, [specialist specialist specialist specialist specialist specialist generalist]
1, -1, -2, [], [47 46 26 8 48], 5, [specialist generalist generalist generalist specialist]
1, 2, -1, [], [5], 1, [specialist]
1, 5, 0, [], [45 31 42], 3, [specialist specialist generalist]
1, 5, -3, [], [33 38 32 49], 4, [specialist generalist specialist specialist specialist]
1, -1, -3, [], [35 49], 2, [generalist specialist]
1, -3, 3, [], [19 35 47 18 33 0 1], 7, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, -3, 4, [], [44 25 19 20 36 41 49], 7, [specialist specialist generalist specialist specialist specialist specialist]
