Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -2, -5, [], [22 47 44 36 45], 5, [generalist generalist specialist specialist specialist]
1, 2, 3, [], [29 41], 2, [specialist specialist specialist]
1, -3, 2, [], [38 39 19 35 49], 5, [specialist specialist specialist generalist specialist]
1, -2, 0, [], [48 38 10 21], 4, [specialist generalist specialist specialist]
1, 5, 0, [], [15 46 13 21 33 12 9 38], 8, [specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, 1, -2, [], [33 11 4], 3, [specialist specialist specialist]
1, -3, -1, [], [16 44 32 15 29], 5, [specialist specialist specialist specialist specialist]
1, -2, -1, [], [22 48 24 11], 4, [generalist specialist specialist specialist]
1, -4, 4, [], [16 31], 2, [specialist specialist]
1, 1, 2, [], [27 46 39], 3, [specialist generalist specialist]
1, 0, 0, [], [31 9 34], 3, [specialist specialist specialist]
1, 1, 1, [], [48 44 35 22], 4, [specialist specialist generalist specialist]
1, -1, 4, [], [0 25 9 19 37 47], 6, [specialist generalist specialist specialist specialist specialist]
1, -3, 3, [], [36 6 16 47 12], 5, [specialist specialist generalist specialist specialist specialist]
1, -5, 2, [], [8 48 27 49 45], 5, [generalist specialist generalist specialist generalist]
1, -3, 0, [], [44 23], 2, [specialist specialist]
1, 2, -3, [], [17 15], 2, [specialist specialist]
1, 3, -4, [], [41 30 48], 3, [generalist specialist specialist]
1, 3, 0, [], [5 45 21 17 49 42 41], 7, [specialist generalist specialist generalist specialist generalist specialist specialist generalist]
1, -4, 3, [], [41 13 20], 3, [specialist specialist specialist specialist]
1, 1, 4, [], [20 30 26 14], 4, [specialist specialist specialist specialist]
1, 3, 3, [], [49 13], 2, [generalist specialist]
1, 4, 4, [], [19 32 47 46 14 34 7 48], 8, [generalist generalist generalist specialist specialist specialist specialist specialist]
1, 3, -1, [], [13 43 47 37 32], 5, [specialist specialist specialist generalist specialist]
1, 5, -3, [], [15 45 48 5 46 32 8], 7, [specialist generalist generalist specialist generalist specialist specialist]
1, 1, 0, [], [24], 1, [specialist]
1, -2, -3, [], [33 29 0 42], 4, [specialist specialist specialist specialist]
1, 4, 0, [], [47 35 27 15 21 17], 6, [specialist specialist specialist specialist specialist generalist generalist]
1, -4, 2, [], [43 6 19 8 48 39], 6, [specialist specialist generalist specialist specialist specialist]
1, -5, 5, [], [13 32 46 38 31 12], 6, [specialist specialist specialist generalist specialist specialist]
1, -1, -3, [], [44 21 18 29 36], 5, [specialist specialist specialist specialist specialist]
1, 5, 2, [], [43 31 28 30 45 2], 6, [specialist specialist specialist specialist specialist specialist generalist]
1, -3, 5, [], [0 45 10 9 43 47 36], 7, [specialist specialist specialist generalist specialist generalist specialist]
1, -5, -1, [], [28 34 1], 3, [specialist specialist specialist specialist]
1, 1, -5, [], [27 4], 2, [specialist specialist]
1, -2, 3, [], [27 13 44 2 15 28 47], 7, [generalist specialist specialist specialist specialist specialist specialist specialist]
1, -3, -4, [], [47 45 36 46 8], 5, [generalist generalist specialist specialist generalist]
1, 4, 3, [], [22 9 4], 3, [specialist specialist specialist]
1, -2, 4, [], [25 42 29], 3, [specialist specialist specialist]
1, 0, 3, [], [42 30], 2, [specialist specialist]
1, -5, -4, [], [47 0 37 12 6 48 26], 7, [specialist specialist generalist specialist specialist generalist specialist]
1, 4, 1, [], [32 45], 2, [generalist specialist specialist]
1, 3, -5, [], [37 40 8], 3, [specialist specialist specialist]
1, 4, -5, [], [29 33 47 37], 4, [specialist generalist specialist specialist]
1, -5, 3, [], [45 13 46 6 49 8], 6, [generalist specialist specialist generalist specialist specialist specialist generalist]
1, 3, -3, [], [12 38 18 7 40 19 47 2], 8, [specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, 3, 4, [], [34 49 31 4 13], 5, [generalist specialist specialist specialist specialist]
1, 2, 4, [], [38 3], 2, [specialist specialist]
1, 1, 3, [], [2 11 24], 3, [specialist specialist specialist]
1, 2, 0, [], [20 16 48 26 49 9], 6, [specialist specialist specialist specialist generalist specialist generalist]
1, -3, -2, [], [49 47 21], 3, [generalist specialist generalist]
1, 5, 3, [], [6 7 32 31 0], 5, [specialist specialist specialist specialist specialist]
1, 5, 1, [], [32 21 35], 3, [specialist specialist specialist]
1, 0, 2, [], [33 30 7 21 14 49 39], 7, [specialist generalist specialist specialist specialist specialist specialist]
1, -4, -2, [], [24 20], 2, [specialist specialist]
1, 3, -2, [], [40 18 21 19], 4, [specialist specialist specialist specialist]
1, -4, 5, [], [16 48 36 38 44], 5, [generalist specialist specialist specialist specialist]
1, -3, -3, [], [45 27 16], 3, [generalist specialist specialist]
1, 4, -1, [], [15 29 45], 3, [specialist generalist specialist specialist]
1, 2, -2, [], [15 45 31 38 28 37], 6, [specialist specialist specialist specialist generalist specialist]
1, -1, -4, [], [0 41 48], 3, [specialist specialist generalist]
1, 5, -2, [], [22 4 45 33 17 48 8 32 10 30 7 34], 12, [generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist]
1, -2, -4, [], [42 0 34 1 12 21], 6, [specialist specialist specialist specialist specialist specialist]
1, 4, 2, [], [28 5 43 0 11], 5, [specialist specialist specialist specialist specialist specialist]
