Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, 1, [], [3 0 29 47 44 48], 6, [specialist generalist specialist specialist specialist generalist specialist]
1, 3, -2, [], [46 21 48 45 25], 5, [generalist specialist generalist generalist specialist generalist]
1, 4, 4, [], [36 30 38 48 47 2 39 1 32], 9, [generalist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 4, [], [31 3 47], 3, [generalist specialist generalist specialist]
1, -1, -1, [], [23 43 15 4 28 8 49 26 14 42 33], 11, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 2, -1, [], [24 28 19 12 11 38 46 10 22 7], 10, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -4, 4, [], [17 15 40 3 29 46 32 41 38], 9, [specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -4, -4, [], [36 13 45 48 39 15 24], 7, [specialist specialist specialist generalist generalist specialist specialist]
1, 2, -3, [], [8 43 44 13 46 7], 6, [specialist generalist generalist specialist specialist specialist specialist specialist]
1, 3, 4, [], [45 19 29 49 3 16 12], 7, [specialist specialist generalist specialist specialist generalist specialist]
1, -4, 1, [], [16 44 23 20], 4, [specialist specialist specialist specialist]
1, -3, -4, [], [18 34 22 14 37 49 35 32 38], 9, [specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 0, [], [16 1 34 40 19 49 36 32], 8, [specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 4, 0, [], [27 11 45 21 12 20], 6, [specialist specialist specialist specialist generalist specialist]
1, -1, 2, [], [26 45 1 48 42 47 0], 7, [generalist specialist specialist generalist specialist specialist generalist specialist]
1, 3, -4, [], [47 19 3 20 7], 5, [specialist generalist specialist specialist specialist]
1, 2, 2, [], [47 24 39 37 45], 5, [specialist specialist specialist generalist specialist specialist generalist]
1, 2, -4, [], [23 27 5 29 46 18 45], 7, [specialist generalist specialist specialist specialist specialist generalist]
1, -3, 4, [], [18 44 7 19 49 33 25], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, 0, -2, [], [23 45 11 29 39 9], 6, [generalist generalist specialist specialist specialist specialist specialist]
1, 3, 2, [], [47 33 30 29 45 20 48], 7, [generalist specialist specialist generalist generalist specialist specialist]
1, 3, 1, [], [21 2 19 45 47], 5, [generalist specialist generalist specialist specialist]
1, -2, -3, [], [31 38 41 45 35 22], 6, [specialist specialist specialist specialist specialist generalist]
1, 2, -2, [], [8 0], 2, [specialist specialist]
1, 4, -3, [], [29 1 46 20 32 11 7 45 3], 9, [specialist generalist specialist specialist generalist specialist specialist specialist specialist]
1, -4, -1, [], [47 49 22 27 23 20 45 8], 8, [generalist generalist specialist specialist generalist generalist specialist specialist specialist]
1, -1, -3, [], [37 25 46 0 16 12 4 26 11], 9, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -1, -4, [], [7 13 46 1 4], 5, [specialist specialist specialist specialist specialist generalist]
1, 1, 2, [], [12 48 36 20 42 13 8 40 34 46], 10, [generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 0, 0, [], [10 36 23 9 46 48], 6, [specialist specialist generalist generalist specialist specialist specialist]
1, 3, 3, [], [2 12 48 49 34], 5, [specialist generalist specialist specialist generalist]
1, -2, 3, [], [34 36 0 43], 4, [specialist specialist specialist specialist specialist specialist]
1, -3, -1, [], [45 44 30 40], 4, [specialist generalist specialist specialist]
1, -2, 1, [], [22 39 49 17 48 46 47], 7, [generalist generalist generalist generalist specialist specialist specialist]
1, -2, -1, [], [23 29 24 33], 4, [specialist specialist specialist specialist specialist]
1, -1, 0, [], [48 23 30 1 33], 5, [generalist specialist specialist specialist specialist specialist]
1, 0, -4, [], [48 3 47 14 16 42 17], 7, [specialist specialist specialist specialist generalist generalist specialist]
1, 1, 3, [], [48 34 28 41 29 40], 6, [generalist specialist specialist specialist specialist specialist]
1, -2, 2, [], [48 26 32 27 38 10 21], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -3, 2, [], [45 31 16 32 19], 5, [generalist specialist specialist specialist specialist]
1, 2, 4, [], [48 29 43 30 32 6 49 19 47 23 4], 11, [specialist specialist specialist generalist generalist generalist specialist specialist specialist specialist specialist]
1, -2, 4, [], [8], 1, [specialist]
1, 4, -1, [], [38 20 35 47 5 45], 6, [specialist generalist specialist specialist specialist generalist]
1, 0, 2, [], [9 30 32 45 48 4 38 19 10 26 31], 11, [specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -2, -2, [], [46 43 5 14 35 28 49], 7, [specialist generalist specialist specialist specialist generalist specialist specialist]
1, 4, 1, [], [14 11 27 46 25 44 24], 7, [specialist generalist specialist specialist generalist specialist specialist specialist]
1, -3, 1, [], [6 47 37 13 45], 5, [specialist generalist specialist generalist specialist]
1, 0, 3, [], [9 15 42 20 45 44 10], 7, [generalist specialist specialist specialist specialist specialist specialist]
1, 1, -3, [], [24 0 4 47 13], 5, [specialist specialist specialist generalist specialist]
1, -2, -4, [], [29 48 43 26 31], 5, [specialist specialist specialist generalist specialist]
