Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -1, 2, [], [9 14 2 48], 4, [specialist specialist specialist generalist specialist]
1, -4, 3, [], [48 15 12 28 29], 5, [specialist specialist specialist generalist specialist]
1, -4, -1, [], [8 48 40 34 46], 5, [generalist generalist specialist specialist specialist]
1, -2, 0, [], [40 33 4 49 18 22 0 38 44 37 46], 11, [specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 4, 0, [], [48 18 41 32 37 24 45], 7, [specialist specialist specialist generalist specialist specialist generalist]
1, -3, 2, [], [31 14 43 29 46 32 28 35], 8, [specialist specialist specialist generalist specialist specialist specialist generalist specialist generalist]
1, 0, -3, [], [34 46 32 7], 4, [specialist generalist specialist specialist]
1, 4, 1, [], [40 43 27 25 10 39 36], 7, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 4, [], [6 40 41 2 29 46], 6, [specialist specialist generalist specialist specialist specialist specialist]
1, 3, 0, [], [43 25 41 7 19 47], 6, [specialist generalist specialist specialist specialist specialist]
1, 0, -4, [], [47 39 22 45], 4, [generalist generalist specialist specialist generalist]
1, 1, -1, [], [49 5 39 7 23], 5, [specialist specialist specialist specialist specialist generalist generalist]
1, -3, -1, [], [47 36 34 49 10], 5, [generalist generalist specialist specialist specialist]
1, 4, -1, [], [0 31 7 3 48 19 42 46 12 47], 10, [specialist generalist specialist specialist generalist specialist specialist specialist generalist specialist]
1, -2, -3, [], [22 2 43 49 17 32 0 48 37 46], 10, [specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist generalist]
1, -1, -4, [], [17 9 40 22 32 15 7 14 49], 9, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -1, 0, [], [40 1 48 46 31 28], 6, [generalist specialist generalist specialist specialist specialist]
1, 3, -3, [], [16 49 9 1 43 48 14 46], 8, [generalist generalist generalist generalist specialist specialist specialist specialist generalist specialist]
1, -4, 1, [], [32 49 4 44 41 8 40 47], 8, [specialist specialist specialist specialist generalist generalist specialist specialist]
1, -2, -2, [], [24 49 43 25 23], 5, [specialist generalist specialist specialist specialist]
1, 1, -3, [], [37 46 33 14 26 10], 6, [specialist specialist generalist specialist specialist specialist]
1, 0, -1, [], [25 34 45 31 47], 5, [generalist specialist specialist specialist generalist]
1, 3, 3, [], [23 0 14 18 44 35 26], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 4, 2, [], [32 24 16 12 20 19 2 17 13 18], 10, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, 4, [], [15 37 8 24 31 17 49 47], 8, [generalist specialist specialist specialist specialist specialist generalist specialist]
1, -3, -3, [], [49 23 15 11 40], 5, [generalist specialist specialist specialist specialist]
1, -1, -1, [], [4 40 10 22 34 0 21 35 36 45], 10, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
