Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 4, 4, [], [49 46 45 6 17 21 13], 7, [generalist specialist specialist specialist generalist generalist specialist]
1, 0, 1, [], [45 19 39], 3, [specialist generalist specialist]
1, 0, -4, [], [26 28 20 16 9 5 2], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, 2, [], [45 7 26 35 19 47], 6, [specialist specialist generalist specialist specialist generalist generalist]
1, 3, -1, [], [2 35 47 49 48 22 19], 7, [generalist specialist specialist generalist specialist generalist specialist]
1, 1, 3, [], [20 9 1 23], 4, [specialist specialist specialist specialist]
1, 2, -2, [], [24 48 21 49 33 2 47 11 42 1 26], 11, [specialist specialist specialist specialist generalist specialist specialist specialist generalist generalist specialist specialist specialist]
1, -2, 4, [], [45 48 22 21 17 47 42 2 24], 9, [specialist specialist generalist generalist generalist generalist specialist specialist specialist generalist specialist generalist]
1, 1, -1, [], [29 48 33 27 21], 5, [specialist specialist specialist specialist generalist]
1, -3, 1, [], [40 29 33 23 12 34 46], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, 2, 3, [], [34 17 2 19 10 48 20], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, -4, -1, [], [45 47 36 33 44 1], 6, [specialist generalist specialist specialist specialist generalist]
1, 2, -1, [], [40 2 47 48 31 12], 6, [specialist generalist generalist specialist specialist specialist]
1, 3, 0, [], [4 37 25 49 48 1 30 14], 8, [generalist specialist specialist generalist specialist specialist specialist specialist]
1, -1, -4, [], [43 49 8 2 48 41 14 26 7 28 5 21], 12, [specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist]
1, -3, 2, [], [5 2 46 45 23 34 0], 7, [generalist specialist specialist generalist specialist generalist specialist specialist generalist]
1, -1, -2, [], [45 21], 2, [generalist specialist]
1, 1, 0, [], [46 7 21 20 9 49 43 15 27], 9, [generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -4, 1, [], [19 40 36 35 46 41 15 5], 8, [generalist specialist specialist specialist specialist specialist specialist specialist]
1, -3, -1, [], [11 46 31 45 39], 5, [specialist generalist specialist generalist specialist specialist]
1, 2, 4, [], [42 27 49 41 34 12 18], 7, [specialist specialist specialist specialist specialist specialist generalist]
1, 3, 3, [], [29 38 10 20], 4, [specialist specialist specialist specialist specialist specialist]
1, 2, -4, [], [21 45], 2, [specialist generalist]
1, -2, -3, [], [19 49 47], 3, [generalist specialist generalist]
1, 3, -4, [], [26 30 4], 3, [specialist specialist specialist specialist]
1, -2, 1, [], [48 11 26 27], 4, [specialist generalist specialist specialist]
1, -4, 3, [], [6 14 2 33 39 16 36], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, 3, [], [26 9 5 33 2 20], 6, [specialist specialist specialist specialist specialist specialist]
1, -4, -4, [], [6 24 42 20 36 30 23 8 46 45], 10, [specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist]
1, -1, -3, [], [10 28 5 24 34 6], 6, [specialist specialist specialist specialist specialist specialist]
1, -1, 1, [], [33 22 27 32 48 24], 6, [specialist generalist specialist specialist specialist specialist]
1, 4, 1, [], [29 14 45 27 48 36 25], 7, [generalist specialist specialist specialist generalist specialist specialist]
1, 3, -3, [], [28 18 12 32 7 45 15], 7, [specialist specialist specialist specialist specialist specialist specialist generalist]
1, -2, 2, [], [46 48 36], 3, [generalist generalist specialist]
1, -1, 3, [], [47 29 40 39 21 44 2], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, 1, -2, [], [41 16 37 47 43 18 42], 7, [specialist specialist generalist specialist specialist specialist specialist specialist]
1, 1, 4, [], [39 36 8 49 16 26 46 48], 8, [generalist specialist specialist specialist generalist specialist specialist generalist]
1, 0, 4, [], [8 21 49 45 48 25], 6, [generalist specialist generalist specialist specialist generalist]
1, 0, 0, [], [49 46 20 48], 4, [generalist generalist generalist generalist generalist specialist]
1, -4, -3, [], [30 49 42 47], 4, [specialist generalist generalist specialist]
1, -2, -4, [], [14 37 5 48 46 1 42 21 19 8], 10, [specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, -4, [], [37 21 41 28 46], 5, [specialist specialist specialist specialist generalist]
1, 3, 2, [], [8 4 0 29 3 47 27 48 42 17], 10, [specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -1, 0, [], [46 44 48 49 38 47 43], 7, [specialist generalist generalist specialist generalist generalist generalist specialist]
1, 0, -2, [], [14 13 12 40 11 38], 6, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, 0, [], [49 24 47 32 36 9 35], 7, [specialist specialist generalist specialist specialist specialist generalist]
1, 2, -3, [], [42 7 45 15 33 1], 6, [specialist specialist specialist generalist specialist specialist]
