Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, 1, [], [47 39 49], 3, [specialist specialist generalist generalist]
1, 4, -4, [], [35 20 7 0 49 39 46 28], 8, [specialist generalist specialist specialist specialist specialist generalist specialist specialist]
1, 1, -1, [], [16 30 17 39 2], 5, [specialist specialist specialist specialist specialist]
1, 2, -1, [], [2 49 9 24 47 19 45], 7, [generalist specialist generalist specialist generalist specialist generalist generalist specialist]
1, -2, -1, [], [49 12 27 5 48 45 26], 7, [specialist specialist generalist specialist specialist generalist generalist]
1, -4, 2, [], [20 11 12 0 40 22], 6, [specialist specialist specialist specialist specialist specialist]
1, 3, -1, [], [45 49 2 16 5 43 37 32], 8, [specialist generalist specialist specialist specialist generalist specialist generalist specialist]
1, -4, -4, [], [28 24 1 5 48 23 27 29 0 20 49], 11, [specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, -1, -1, [], [47 48 46 49 28 1], 6, [specialist specialist generalist generalist generalist generalist generalist generalist]
1, -4, -3, [], [26 45 6 5 32 30 0 38 49], 9, [specialist specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 3, 4, [], [37 20 35], 3, [specialist specialist specialist specialist]
1, 3, -3, [], [28 38 36 48 49 18 3], 7, [specialist specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist]
1, 2, 0, [], [31 10 45 1 19 38 2 20], 8, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, -3, [], [34 21 27 24 5], 5, [specialist specialist specialist specialist specialist]
1, 1, 3, [], [39 48 34 26 13], 5, [specialist specialist specialist generalist specialist generalist]
1, 4, 0, [], [9 30 45 46], 4, [specialist specialist generalist specialist generalist]
1, 2, 1, [], [20 28 15], 3, [specialist specialist specialist]
1, -2, -3, [], [0 44 13], 3, [specialist specialist specialist]
1, -3, -1, [], [43 46 33], 3, [specialist generalist specialist specialist]
1, 1, -2, [], [45 48 19 35], 4, [specialist generalist generalist specialist]
1, 1, 4, [], [36 18 23 21 48 35 27 0 13 14 3 46], 12, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 4, -1, [], [37 48 3 46], 4, [specialist generalist specialist generalist]
1, -1, 3, [], [44 43 6 38 11], 5, [specialist specialist specialist specialist specialist]
1, -3, 2, [], [48 22 47 39 46 35 45], 7, [specialist generalist generalist generalist generalist specialist specialist specialist]
1, -1, 4, [], [40 43 41 2 35 33 15], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, 4, [], [30 37 43 7 12 19 36 26 8], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, -1, [], [25 11 37 3 20 4], 6, [specialist specialist specialist specialist specialist specialist]
1, -3, -4, [], [46 9 49 44 10 16 8], 7, [specialist specialist generalist specialist specialist generalist specialist generalist]
1, -2, 4, [], [39 48 40 45 9 7], 6, [specialist specialist specialist specialist generalist generalist]
1, 1, -3, [], [24 14 26 16 31 46 45 10 33], 9, [specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist]
1, -1, -3, [], [3 31 49 29 6 1 21 43 34], 9, [specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, -3, 3, [], [38 48 25 37], 4, [specialist specialist specialist generalist]
1, -1, 0, [], [], 0, []
1, 3, -2, [], [30 0 29 26 33], 5, [specialist specialist specialist specialist specialist]
1, 4, 3, [], [27 45 46 17 24 20 48 7], 8, [generalist generalist generalist specialist specialist specialist specialist specialist]
1, 2, -4, [], [3 29 15 49 21 32 6 27], 8, [specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 3, [], [19 39 1 10 17 32 36 25], 8, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, -4, [], [35 18 7 29 36 5 46 1 6 32], 10, [generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, -2, [], [49 46 48 21], 4, [generalist generalist specialist generalist]
1, -1, -2, [], [46 23 32 1 29 31 47 26], 8, [specialist specialist specialist generalist specialist specialist specialist generalist generalist specialist]
1, -3, -3, [], [0 44 8 26 48 9 13], 7, [specialist specialist specialist specialist specialist generalist specialist]
1, 0, -2, [], [12 7 25 18 48 1 46 26], 8, [specialist generalist specialist specialist specialist specialist generalist specialist]
1, 0, -1, [], [25 32 21 40 45], 5, [specialist specialist specialist specialist specialist specialist generalist]
1, 4, 1, [], [7 3 5 0 47 49], 6, [generalist generalist specialist specialist specialist specialist]
1, -2, -2, [], [32 47 49 26 46], 5, [generalist specialist specialist generalist generalist]
1, -4, 3, [], [7 13 19 22 45 48 6 14], 8, [specialist generalist generalist specialist specialist specialist specialist specialist]
1, 0, 1, [], [42 27 37 22 36 30 46 9 15], 9, [specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 1, -4, [], [35 48 10 6 24 5 46 1 38], 9, [generalist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -2, 3, [], [49 6 17 46 45 2 4 25], 8, [generalist generalist specialist specialist specialist specialist generalist specialist generalist]
1, 3, 2, [], [1 3 46 25], 4, [generalist specialist specialist generalist specialist]
1, -2, 1, [], [3 0 25 19 36 12 24], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, 3, [], [25 3 5], 3, [specialist specialist specialist]
1, -3, 1, [], [40 22 41 6 7 8], 6, [specialist specialist specialist specialist specialist specialist]
1, 3, 3, [], [16 48 39 46], 4, [generalist specialist specialist generalist]
1, 2, 4, [], [23 0 6], 3, [specialist specialist specialist]
1, -4, 4, [], [29 49 15 22 48 9 45 42], 8, [generalist specialist specialist specialist generalist specialist specialist generalist specialist specialist]
1, -1, 1, [], [22 17 3 15 19 16 21 8 28 45], 10, [generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, 2, [], [19 29 34 4 38 7 13 5], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 0, [], [9 0 44 33 45 14 48 22 13 31 42 32 8 3], 14, [specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist]
1, 4, -2, [], [34 49 28 41 8 4], 6, [specialist specialist generalist specialist specialist specialist generalist]
1, -1, 2, [], [35 36 14 43 45 41 32], 7, [specialist specialist specialist specialist specialist generalist specialist]
