Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -1, -4, [], [15 41 1 19], 4, [specialist specialist specialist specialist]
1, -4, 0, [], [19 28 40 30], 4, [specialist specialist specialist specialist]
1, -4, 3, [], [46 42 1 37 7 11 3], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, 4, -2, [], [6 46 11 34 43 14 39], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -1, -3, [], [45 8 41 32 17 18 9 49], 8, [generalist specialist specialist specialist specialist specialist generalist specialist specialist generalist]
1, 2, -1, [], [32 8 37 0 39], 5, [specialist specialist specialist specialist specialist]
1, -4, -1, [], [31 33 18 25 30 1 32], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, 2, [], [21], 1, [specialist]
1, -4, 4, [], [3 44 39 17 27 18 20 48 16], 9, [specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist]
1, 4, -1, [], [42 11 12], 3, [specialist specialist specialist]
1, 3, 1, [], [2 9 24 21 49 44 7 18 47], 9, [specialist generalist specialist specialist generalist specialist specialist specialist specialist]
1, 4, -3, [], [18 14 1 27 7 48 10 5 13 8 3], 11, [specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -1, 0, [], [5 28 37 39 35 17 9 43 22], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, 2, [], [44 13 26 31 22 34 48], 7, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, -2, 0, [], [44 0 21 34 27 42 1 17 3 20 13 45], 12, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, -3, 4, [], [8 35 47 1 24], 5, [specialist specialist generalist specialist specialist specialist specialist]
1, -2, -2, [], [1 22 40 7 46], 5, [specialist specialist specialist specialist generalist]
1, 1, 4, [], [46 45 41 47 37 26 18], 7, [generalist specialist specialist specialist specialist generalist generalist]
1, 1, 3, [], [5 45 37 38 10 47 44 16], 8, [specialist generalist specialist specialist specialist specialist generalist specialist]
1, -3, -2, [], [38 1 34 37 27 14 28 48], 8, [specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 1, -2, [], [29 33 15 34], 4, [specialist specialist specialist specialist]
1, -3, -4, [], [49 47 15], 3, [generalist specialist generalist]
1, 3, 0, [], [18 47 28 16 3 43 24], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -3, 1, [], [42 8 46 6 19 24 31 29], 8, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, -4, -2, [], [18 21 47 46 32 41 48 14 44], 9, [specialist generalist specialist specialist specialist specialist generalist generalist generalist specialist]
1, 0, -2, [], [22 47 27 19 29 42 48 45], 8, [specialist specialist generalist specialist generalist generalist specialist specialist generalist]
1, -2, -3, [], [10 6], 2, [specialist specialist]
1, -4, 1, [], [49 29 44 31], 4, [generalist specialist specialist specialist specialist]
1, 3, -3, [], [16 1 43 47 49 3 23], 7, [specialist generalist specialist specialist generalist specialist specialist]
1, -4, -4, [], [48 2 18 28 0 29 27 20], 8, [specialist specialist specialist specialist generalist specialist specialist specialist generalist]
1, 2, 4, [], [3 26 32 46], 4, [specialist specialist specialist generalist]
1, 4, 3, [], [47 15 6 48 5 46 28 41], 8, [specialist specialist generalist specialist specialist generalist generalist specialist]
1, -2, 1, [], [27 17 29 31 21 3 35], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, -4, [], [26 13 21 45 6 8 31 18 20 47], 10, [generalist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 0, -4, [], [21 30 31 45 23 22 9], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, 1, 2, [], [48 15 47 42 46 13 25 41], 8, [specialist generalist specialist generalist specialist specialist specialist specialist generalist generalist]
1, -4, 2, [], [47 7 2 1 45 8 40 19 6 15 27], 11, [specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist]
1, 4, 4, [], [46 9 12 48 45 17 18 42], 8, [specialist specialist specialist generalist generalist specialist generalist specialist]
1, 1, 1, [], [38 37 48 26 13 46 36 9], 8, [specialist specialist specialist specialist specialist generalist specialist generalist]
1, 0, 1, [], [43 17 12 32 15 13 14 41], 8, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 4, [], [5 8 42], 3, [specialist specialist specialist]
1, -3, -3, [], [9 17 44 13], 4, [specialist specialist specialist specialist]
1, -2, -1, [], [37 14 48 12], 4, [specialist specialist generalist specialist specialist]
1, 2, 3, [], [39 28 38 49 23 19 20 45], 8, [specialist specialist specialist specialist specialist generalist generalist specialist]
1, 2, -3, [], [45 48 31 37 25 46], 6, [generalist specialist specialist generalist generalist generalist specialist]
1, 2, -2, [], [31 44 43 13 10 28 4], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, 0, [], [46 14], 2, [generalist specialist]
1, 4, 0, [], [47 38 10 19 46 35 26], 7, [specialist specialist generalist specialist specialist generalist specialist]
1, 4, -4, [], [46 3 12 47 40 27 32], 7, [specialist specialist specialist specialist generalist specialist generalist]
1, 0, -1, [], [48 47 11 2 27 30], 6, [specialist generalist specialist specialist generalist generalist generalist specialist]
1, 3, 3, [], [46 45 20 49], 4, [generalist generalist specialist generalist generalist]
1, 3, 2, [], [10 22 41 49 11], 5, [specialist specialist specialist generalist specialist]
1, 1, 0, [], [40 47 31 20 48 7 46 6], 8, [generalist specialist specialist specialist specialist specialist generalist generalist generalist]
