Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 0, -4, [], [24 45 9 26 35], 5, [specialist specialist specialist generalist specialist]
1, 1, -2, [], [13 37 30 14 40 3 5 45 47], 9, [generalist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 2, [], [26 44 48 27 14 8 17 1 39], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -4, -4, [], [12 46 38 16 8 47 34], 7, [specialist specialist generalist generalist specialist specialist specialist generalist]
1, 0, 1, [], [47 46 41 19 21 18 6], 7, [generalist specialist specialist specialist specialist generalist specialist]
1, -4, 2, [], [32 22 30 6 17 15 18], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 4, 2, [], [47 49 34 8 46 16 37], 7, [specialist generalist specialist specialist specialist generalist specialist generalist]
1, -2, 0, [], [17 41 22], 3, [specialist specialist specialist]
1, 3, 2, [], [34 22 47 45 39 13 41 10 33], 9, [generalist specialist specialist generalist specialist specialist specialist specialist specialist]
1, 1, -4, [], [18 48 13 43 27 39 47 42 35 41], 10, [specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist]
1, -1, 0, [], [3 38 4 47 45 35 43 37], 8, [specialist generalist specialist generalist specialist specialist specialist specialist]
1, -3, -3, [], [10 25 43 45 46 9 35 3 12 26 29], 11, [generalist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, -1, -2, [], [46 19 2 7 23 49 29 26], 8, [specialist generalist specialist specialist specialist specialist generalist specialist specialist]
1, -3, 3, [], [35 5], 2, [specialist specialist]
1, -4, -1, [], [5 35 4 36], 4, [specialist specialist specialist specialist specialist]
1, -1, 4, [], [20 48 40 36 10 0], 6, [specialist specialist generalist specialist specialist specialist]
1, 2, -2, [], [46 45 44 24], 4, [generalist generalist specialist specialist]
1, 1, 3, [], [46 39 11 45 13], 5, [specialist specialist generalist generalist specialist]
1, -2, 4, [], [46 9 26 11], 4, [generalist specialist specialist specialist]
1, 3, -4, [], [30 8 49 28], 4, [specialist specialist generalist specialist]
1, -4, 0, [], [29 0 34 5 4], 5, [specialist specialist specialist specialist specialist specialist]
1, -4, 4, [], [2 29], 2, [specialist specialist specialist]
1, 3, -3, [], [28 43 0 19 30 37], 6, [specialist specialist specialist specialist specialist specialist]
1, 2, -1, [], [14 24 3 45 44 5], 6, [specialist generalist specialist specialist specialist specialist specialist]
1, -1, 1, [], [9 28 17 40 46 47 21], 7, [specialist specialist generalist generalist specialist specialist specialist]
1, -2, -1, [], [39 6 23 25 4 36 5 13 20 2 31 3 45 10 37], 15, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 2, -4, [], [7 45 4 3 47 2 41 49], 8, [generalist specialist generalist generalist specialist specialist specialist generalist specialist specialist]
1, 4, 3, [], [0 43 16 46 28], 5, [specialist specialist generalist generalist specialist specialist]
1, -2, -2, [], [33 44 11 36 7 49], 6, [generalist specialist specialist specialist specialist specialist]
1, 1, 4, [], [32 45 3 5], 4, [specialist specialist generalist specialist]
1, 1, -3, [], [45 47 8], 3, [specialist generalist generalist]
1, 2, 3, [], [11 18 41 20 5], 5, [specialist specialist specialist specialist specialist]
1, -3, -2, [], [38 25 45 27 3 10 33 31], 8, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, 4, -2, [], [42 14 18 9 34 33 20 32 45 5 37 17], 12, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -4, -3, [], [12 46 31 42 48 14 47 3], 8, [specialist specialist generalist specialist specialist generalist generalist specialist]
1, -4, 3, [], [49 0 43 10], 4, [generalist specialist specialist specialist]
1, 3, 4, [], [5 45 7 29 22], 5, [specialist generalist generalist specialist specialist specialist]
1, 4, -1, [], [31 45 29 0 1], 5, [specialist specialist specialist specialist generalist]
1, -2, -4, [], [23 0 32 33], 4, [specialist specialist specialist specialist specialist]
1, 1, -1, [], [49 39 22 26 35 0 48 7 12 27 37 40 4 43], 14, [specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 1, 0, [], [27 43 6 5 37 1 41 48 16], 9, [generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, -2, [], [29 25 8], 3, [specialist specialist specialist specialist]
1, 4, -4, [], [30 15 16], 3, [specialist specialist specialist]
1, 3, 1, [], [42 24 34 45], 4, [generalist specialist specialist specialist]
1, -1, 2, [], [29 47 46 10 45], 5, [generalist specialist generalist generalist specialist]
1, 0, -3, [], [49 47 29 11 37 27], 6, [generalist generalist generalist specialist specialist specialist specialist generalist]
1, 4, -3, [], [42 24 41 20 12 2 13 48 46], 9, [specialist generalist specialist specialist generalist specialist specialist specialist specialist]
1, 3, -2, [], [30 47 33 0 44 20 23 6 19 45], 10, [specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist]
1, 3, -1, [], [10 26 46 20 29 48 1 32 6 38], 10, [specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist]
1, -3, 4, [], [33 39 7 23], 4, [specialist specialist specialist specialist]
1, -3, 0, [], [33 48 19 25 7 49 17], 7, [generalist generalist specialist specialist specialist specialist specialist]
1, 4, 1, [], [0 3 37 17], 4, [specialist specialist specialist specialist specialist]
1, -1, 3, [], [29 45 40 47], 4, [specialist specialist generalist generalist]
1, 1, 1, [], [1 23], 2, [specialist specialist]
1, 2, 1, [], [26 27 36 43 21 35], 6, [specialist specialist specialist specialist specialist specialist]
1, 2, 2, [], [43 47 23 13 21], 5, [specialist specialist specialist generalist specialist]
1, -2, 3, [], [4 1 24], 3, [specialist specialist specialist]
1, -2, 1, [], [24 13 10 5 46 9 35 34], 8, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, -2, -3, [], [19 45 43 49 23 44 21], 7, [specialist generalist generalist specialist specialist specialist specialist]
1, 3, 0, [], [48 35 24], 3, [specialist specialist generalist]
1, 0, 4, [], [29 49 45 10 37], 5, [specialist generalist generalist specialist specialist]
1, -3, -4, [], [45 26 21 11 46 3 36 41 28], 9, [generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 0, [], [5 10 47 35 31 1 3], 7, [generalist specialist specialist specialist specialist specialist specialist]
1, 2, 4, [], [49 48 6 27 47 20 45 7 13 18 4 32 16], 13, [generalist specialist specialist specialist generalist specialist specialist generalist generalist specialist generalist specialist specialist specialist specialist specialist]
1, -3, 2, [], [9 28 5 6 10 21 29 49], 8, [specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 4, 0, [], [41 47 4 7 27 26 11], 7, [specialist specialist specialist specialist generalist specialist specialist specialist specialist]
