Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -2, 1, [], [32 44 13 17 5], 5, [specialist specialist specialist specialist specialist specialist]
1, 2, -1, [], [22 17 18 0 8 36], 6, [specialist specialist specialist specialist specialist specialist]
1, 1, 2, [], [27 14 33 7 21 31 26 20], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, 2, [], [8 0 28 21 12 45 33 43 19], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -1, -4, [], [4 29 48 0], 4, [specialist generalist specialist specialist]
1, 3, 3, [], [33 20 31 45 11 47], 6, [specialist generalist specialist specialist specialist generalist]
1, 4, 4, [], [27 24 3 38 36 2], 6, [specialist specialist specialist specialist specialist specialist]
1, -4, -3, [], [49 35], 2, [specialist generalist]
1, -4, 3, [], [22 15 29 0 17 33 21], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, 4, [], [31 22 15 47 10 23 44], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, 0, 4, [], [12 4 48 41], 4, [specialist specialist generalist specialist]
1, 0, 3, [], [33 44 16 3 18 22 26 41 28], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, -2, [], [1 45 24 2 9 49 23], 7, [generalist generalist specialist generalist specialist specialist specialist specialist]
1, -1, -2, [], [1 33 47 12 37 17 21 25], 8, [specialist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 2, 2, [], [45 17 39 41 11], 5, [generalist specialist specialist specialist specialist]
1, 0, 0, [], [8 10 5 34 13], 5, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, 3, [], [48 25 44 43 45 35 47], 7, [specialist specialist specialist generalist specialist generalist generalist generalist]
1, 0, 1, [], [5 10 2 12], 4, [specialist specialist specialist specialist]
1, 2, -3, [], [34 31 28], 3, [specialist specialist specialist]
1, 0, -1, [], [38 21 32 41], 4, [specialist specialist specialist specialist]
1, 1, 1, [], [16 24 9 7], 4, [specialist specialist specialist specialist specialist]
1, 2, 4, [], [7 27 46 47 6 12], 6, [specialist generalist specialist generalist specialist specialist]
1, -4, -1, [], [47 24 31 37 43 25 46 49 19 28], 10, [specialist generalist specialist specialist generalist generalist specialist specialist specialist generalist generalist generalist specialist specialist]
1, 4, 0, [], [47 14 45 23 34 46 11 18 12 10], 10, [specialist specialist specialist generalist generalist specialist specialist specialist specialist generalist]
1, -1, -1, [], [29 5 37 48 30 22 28 25 12], 9, [specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist]
1, 3, -4, [], [21 15 18 9 16 29 42], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 4, [], [24 48 4 26 16 12 3 43], 8, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist]
1, 4, 2, [], [40 45 47 21 46 49], 6, [generalist generalist generalist specialist generalist specialist generalist]
1, 4, -4, [], [46 45], 2, [generalist generalist]
1, -4, 0, [], [21 11], 2, [specialist specialist]
1, 2, 3, [], [46 10], 2, [specialist generalist]
1, -1, -3, [], [22 46 40 48 24 21], 6, [generalist specialist specialist specialist generalist specialist]
1, 2, -4, [], [45 14 33 25 2 8 10], 7, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, -3, 2, [], [44 19 30 17 48], 5, [specialist specialist specialist generalist specialist specialist]
1, 1, 4, [], [49 2 6 10 17 9], 6, [specialist specialist specialist generalist specialist generalist specialist specialist]
1, -3, -3, [], [46 43 10 18 6 26], 6, [specialist specialist specialist specialist specialist generalist]
1, -3, 0, [], [47 42 14 46 1 11 2], 7, [specialist generalist specialist specialist generalist specialist generalist specialist]
1, -2, -3, [], [41 1 26 43 23 29 49 10], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, 1, 3, [], [8 10 16], 3, [specialist specialist specialist]
1, -2, 4, [], [43 27 28 39 30], 5, [specialist specialist specialist specialist specialist]
1, 0, -3, [], [40 47 43 17 46 14 2], 7, [specialist specialist specialist specialist generalist generalist generalist specialist]
1, -3, -4, [], [22 6 49 14 12 7 16 11], 8, [specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 4, -1, [], [47 45 46 49], 4, [generalist generalist generalist generalist]
1, -1, 0, [], [16 21 28 48 35 26 25 45], 8, [specialist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, -2, [], [47 49 42 32 38 0 22 8], 8, [specialist specialist specialist generalist generalist specialist specialist specialist]
1, 3, -1, [], [21 26 41 39 6 5 9 34 45], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 3, -3, [], [38 26], 2, [specialist specialist specialist]
1, 4, 1, [], [47 48 45 49 3 5 16], 7, [generalist specialist generalist generalist specialist specialist generalist]
1, -2, -2, [], [39 25], 2, [specialist specialist specialist]
1, 2, -2, [], [20 31 48 15], 4, [specialist specialist specialist generalist specialist]
1, -4, 1, [], [47 13 22 7 1 44 41 45], 8, [generalist specialist specialist specialist specialist specialist generalist specialist generalist generalist generalist specialist]
1, 1, -4, [], [20 35 0 22 25 41 19], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, -4, [], [39 46 3 5 30 19 42], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -1, 2, [], [47 48 28 25 30 15 31], 7, [specialist specialist specialist specialist generalist specialist generalist]
1, 3, 0, [], [36 47 41 10 22 38 18 46 31 40], 10, [generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
