Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 2, 1, [], [38 1 40 20 49 33 28 45 41 9 0 37 13 16], 14, [generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist specialist]
1, 4, -4, [], [5 7 21 38 9 43 8], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, 4, [], [5 3], 2, [specialist specialist]
1, 3, -3, [], [1 48 19 49 44 8], 6, [specialist specialist generalist specialist generalist generalist specialist]
1, 4, 3, [], [43 48 46 21 0 6], 6, [specialist generalist specialist specialist specialist generalist]
1, -2, -3, [], [14 30 13 47 17 43 27], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, -4, 1, [], [49 19 32 28], 4, [generalist specialist specialist generalist specialist]
1, -3, 1, [], [47 48 9 2 7 12 49 37], 8, [specialist specialist generalist specialist generalist generalist specialist specialist]
1, 1, 1, [], [38 5 24 41 7 9 32 29 20 10 2], 11, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 4, -2, [], [14 10 44 30], 4, [specialist specialist specialist specialist]
1, 2, -3, [], [35 6 9 26 19 23 28 45 15], 9, [specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 2, 2, [], [24 48 49 27 40 36 45 38 47], 9, [generalist generalist specialist specialist generalist generalist specialist generalist specialist generalist generalist specialist]
1, 0, -2, [], [29 28 47 44 33 27 18 49], 8, [specialist specialist specialist generalist specialist specialist generalist specialist]
1, -3, 3, [], [37 19 28], 3, [specialist specialist specialist]
1, 2, -1, [], [47 32], 2, [generalist generalist specialist generalist]
1, -4, 0, [], [20 46 3 35 33 28], 6, [specialist specialist specialist specialist specialist generalist]
1, 4, -1, [], [9 37 43 15 23 20 31 35 49], 9, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, -4, -2, [], [38 46 20 48 4 26], 6, [generalist specialist specialist specialist generalist specialist specialist specialist]
1, 3, 4, [], [14 12 23], 3, [specialist specialist specialist]
1, -2, 4, [], [6 45 40 46 1 18], 6, [specialist specialist generalist specialist specialist specialist generalist]
1, 0, 0, [], [26 46 39 14 48 3 22], 7, [generalist specialist specialist specialist generalist specialist specialist]
1, -1, -1, [], [6 27 20 17], 4, [specialist specialist specialist specialist]
1, -3, -4, [], [24 39 8 28 48 47 44 10], 8, [specialist generalist specialist specialist specialist specialist generalist specialist generalist]
1, -3, 2, [], [40 17 24 35 30 28 9], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -1, [], [20 48 14 11 4], 5, [generalist specialist specialist specialist specialist specialist]
1, -3, -2, [], [48 31 46 3 30 27 42 18], 8, [generalist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -1, -4, [], [4 43 17 22 5 12 44 16 48 15], 10, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, 4, [], [37 35 24 20 28 31], 6, [specialist specialist specialist specialist specialist specialist]
1, 1, -4, [], [19 0 49 47 32], 5, [specialist generalist generalist generalist specialist specialist]
1, 4, -3, [], [9 41 11 4 36 27 21], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 0, -3, [], [32 17 41 38 23 43 6 27], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, -4, [], [26 48 25], 3, [specialist generalist specialist]
1, 4, 1, [], [19 13 10 30 49 45 17 31 23], 9, [specialist specialist specialist generalist specialist generalist specialist specialist specialist]
1, -4, 2, [], [22 23 49 35 20 11 46 14], 8, [specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist]
1, 0, -4, [], [31 7 1 6 39 35], 6, [specialist specialist specialist specialist specialist specialist]
1, 0, 3, [], [45 41 46 33 36 14 5], 7, [specialist specialist specialist generalist specialist generalist generalist specialist]
1, -1, -2, [], [18 48 5 9 11 21], 6, [specialist specialist specialist specialist specialist specialist generalist]
1, 2, -2, [], [25 15 29 47 36 32 43], 7, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, -2, 3, [], [38 25 2 49 31 47], 6, [specialist specialist specialist generalist generalist specialist]
1, 4, 2, [], [6 49 24 45 33 46 13 48 14], 9, [generalist generalist generalist generalist specialist specialist specialist specialist generalist specialist generalist generalist specialist]
1, -2, 1, [], [48 46 0 35 28], 5, [generalist generalist generalist specialist specialist specialist]
1, 1, -3, [], [2 38 15 41 27 10 13 12 39 18 28], 11, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -1, 4, [], [25 29 48 7 46 22], 6, [specialist generalist specialist generalist specialist specialist]
1, -1, 2, [], [34 25 21 49 4 5 11], 7, [specialist specialist specialist specialist specialist specialist specialist generalist]
1, -3, -1, [], [34 6 23 32 14 10 18], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -2, -1, [], [9 45 41], 3, [specialist generalist generalist specialist]
1, -4, -4, [], [47 48 31 40 45 20], 6, [generalist generalist specialist generalist specialist specialist]
1, 0, 1, [], [0 2 46 24 48 22], 6, [generalist specialist generalist specialist specialist specialist]
1, 1, 4, [], [41 45 29 47 18 2 20 23 37 9 11], 11, [generalist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 3, 1, [], [37 16 46 22 13 24 45 49 27], 9, [generalist specialist generalist specialist generalist specialist specialist specialist specialist specialist]
1, 3, -2, [], [29 7], 2, [specialist specialist specialist]
1, -2, -2, [], [22 34 46 41 33 40 45], 7, [specialist generalist generalist specialist specialist specialist specialist]
1, 4, 0, [], [36 49 26 4 9], 5, [specialist specialist specialist specialist generalist]
1, -4, -3, [], [42 27 36 14 48 8], 6, [generalist specialist specialist specialist specialist specialist]
1, -4, -1, [], [6 48 46 0 14 47], 6, [generalist specialist specialist generalist specialist generalist]
1, -2, 0, [], [17 14 19 25 2 45 31 33], 8, [specialist specialist specialist specialist specialist specialist generalist specialist]
1, 1, 0, [], [29 46 16 49 7 35 42 20], 8, [generalist specialist generalist specialist specialist specialist specialist generalist specialist]
1, -3, 0, [], [42 47 38 14 33 32 49], 7, [specialist generalist specialist specialist specialist generalist specialist]
1, 1, -2, [], [39 45 28 25 11 1 12 43 8 31 2 17], 12, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 3, -1, [], [26 4 35 30 48 44], 6, [generalist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 2, [], [48 27 43 39 40 16], 6, [specialist specialist specialist generalist specialist specialist]
1, 1, 3, [], [8 4 28 46 30 49], 6, [generalist specialist specialist generalist generalist specialist specialist]
1, 3, 0, [], [14 21 35 41 13 42], 6, [specialist specialist specialist specialist specialist specialist]
1, 3, 2, [], [7 48 38 45 27 40 47 22], 8, [specialist generalist specialist specialist generalist specialist generalist generalist specialist]
1, 1, 2, [], [7 24 6], 3, [specialist specialist specialist]
1, -1, 3, [], [14 34 5 31 38 29 48], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, 3, 3, [], [29 0 48 45 3 23 46], 7, [generalist generalist generalist specialist specialist specialist specialist]
1, 1, -1, [], [20 48 42 5 40 46], 6, [specialist specialist specialist generalist generalist specialist]
1, 2, 4, [], [48 4 11 7 21 30], 6, [specialist generalist specialist specialist specialist specialist]
1, 0, 2, [], [43 46 29 17 24 40 5 11 42 25 37], 11, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, 0, 4, [], [45 48 3 2 15], 5, [specialist generalist specialist specialist generalist]
1, -1, 1, [], [44 14 11 46 33 13 34 1 17], 9, [specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, -4, 4, [], [21 11 1 20 8], 5, [specialist specialist specialist specialist specialist]
1, 2, 0, [], [37 35 31 20 7 42 13 41 26], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, -4, [], [13 41 47 14 36 29 11], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, 2, 3, [], [10 37 25 9 49 48], 6, [generalist specialist specialist specialist specialist generalist]
1, -4, 3, [], [14 35 11 46 45 38 22 1 7], 9, [generalist generalist specialist specialist specialist specialist specialist specialist specialist]
1, -1, -3, [], [26 18 45 48 47 6 29], 7, [generalist specialist specialist generalist specialist specialist generalist]
1, -1, 0, [], [41 17 46 39 40 48], 6, [generalist specialist specialist specialist generalist specialist specialist]
1, 2, -4, [], [33 41 49], 3, [specialist generalist specialist]
1, -3, -3, [], [48 45 3 12], 4, [generalist specialist specialist generalist]
2, -1, -3, [48 45 47], [19 47 48], 2, [generalist generalist specialist generalist]
2, -3, 1, [40 11 47 48 19], [19 11 17 48 47], 2, [generalist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist]
2, 2, -2, [48 26 35 10 17 45 11], [26 17 48 35 45], 2, [specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist generalist generalist generalist generalist specialist]
2, 4, 4, [47 48 46], [47 48 45 46 17 1], 3, [generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist generalist]
