Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 0, 0, [], [48 14 16 45 23], 5, [specialist specialist specialist generalist generalist]
1, -1, -2, [], [36 8 24 16 45 44 34], 7, [specialist specialist specialist specialist generalist specialist specialist generalist]
1, 1, 1, [], [28 16 31 5 48 4], 6, [specialist specialist specialist specialist specialist generalist]
1, 3, -2, [], [21 3 18 46 43 9 49], 7, [generalist specialist generalist specialist specialist specialist specialist]
1, -2, 2, [], [48 11 30 34 25 8 33 47 14 19 7 6], 12, [specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, 3, 0, [], [42 20 18 31 23 45 32], 7, [specialist specialist specialist specialist specialist generalist specialist]
1, 3, -4, [], [26 39 40 14 49], 5, [specialist specialist specialist specialist specialist specialist generalist]
1, -1, -3, [], [34 47 44 27 17 16], 6, [specialist specialist specialist generalist specialist specialist]
1, 1, -4, [], [39 48 18 2 29 7 40 17 47 32 45 31], 12, [specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist]
1, 4, 1, [], [12 33 45 25 41 5], 6, [specialist generalist specialist specialist specialist specialist]
1, -2, 4, [], [47 31 4 17 46 15 3 49], 8, [generalist specialist generalist specialist specialist specialist generalist specialist]
1, 3, 4, [], [20 0 41 14 42 49 16 32], 8, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, 1, 4, [], [48 47 21 32 46 39], 6, [generalist generalist specialist specialist specialist generalist]
1, 2, -1, [], [20 32 6 2 17], 5, [specialist specialist specialist specialist specialist]
1, -2, -2, [], [48 33 15 35 21 34 8], 7, [specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist]
1, -2, 3, [], [6 40 31 34 47 9 48 3 11 43 23], 11, [specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist]
1, 2, 2, [], [46 4 19 48], 4, [generalist specialist specialist generalist]
1, 0, -3, [], [45 36 48 29 21 44], 6, [specialist specialist generalist specialist specialist specialist specialist generalist]
1, 4, -2, [], [10 48 49 47 46 2], 6, [generalist generalist specialist generalist specialist generalist]
1, 0, -4, [], [6 35 29 47 42 15 49 28 7 14], 10, [generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, 0, 1, [], [47 25 16 4 32 30 14 48 28 19 29], 11, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist]
1, 4, 2, [], [12 4 25 36], 4, [specialist specialist specialist specialist specialist]
1, 0, -1, [], [41 1 38 24 36 21 30 16], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 2, [], [47 42 3 28 48], 5, [generalist specialist specialist generalist specialist generalist]
1, -1, 1, [], [36 24 47 7 48 22 30], 7, [specialist specialist generalist specialist generalist specialist specialist generalist]
1, -2, -1, [], [46 44], 2, [generalist specialist generalist]
1, -1, 4, [], [0 45 43 11], 4, [specialist specialist generalist specialist]
1, -2, -3, [], [45 16 29 48 30], 5, [specialist generalist generalist specialist specialist]
1, -4, 2, [], [45 32], 2, [generalist generalist specialist]
1, 1, -2, [], [45 3 30 4 31 24 29], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -3, 2, [], [34 8 22 40 15 44 35 36], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, -4, [], [35 41 2 25 33 5 37 23 22 42 3], 11, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, -3, [], [40 2 13 44 32], 5, [specialist specialist specialist specialist specialist]
1, 0, 4, [], [45 11 40 18 49 48 23 20], 8, [specialist generalist generalist specialist specialist specialist generalist generalist specialist]
1, 3, 2, [], [39 45 48 21 18 10 43 15 12 1 46 28], 12, [generalist specialist specialist specialist generalist generalist specialist specialist generalist specialist specialist specialist specialist]
1, -3, -4, [], [11 2 20 34 40 42], 6, [specialist specialist specialist specialist specialist specialist]
1, 4, 4, [], [35 49 28 11 20 48 31 33 29], 9, [specialist specialist specialist generalist specialist specialist generalist specialist generalist specialist specialist]
1, -3, -1, [], [34 17 26], 3, [specialist specialist specialist]
1, 1, -1, [], [19 24 2 47 32 22 15], 7, [specialist specialist generalist specialist generalist specialist specialist specialist specialist]
1, 2, 3, [], [25 37 47 43 32 14 5 1 18], 9, [specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist]
1, -4, 4, [], [29 3 2 38 42 11 10 18], 8, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, -3, [], [37 48 21 31], 4, [specialist specialist generalist specialist]
1, 0, 3, [], [48 17 26 27 33 3 8], 7, [specialist specialist specialist specialist specialist specialist specialist generalist]
1, 0, 2, [], [3 47 34 48 6 46 25], 7, [specialist specialist specialist generalist generalist generalist specialist generalist]
1, -3, 1, [], [36 7 11 38 23], 5, [specialist specialist specialist specialist specialist specialist]
1, 2, 4, [], [7 19 9 22 28 40 2 41 47], 9, [specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 1, 0, [], [29 8 15 0 48], 5, [specialist specialist specialist generalist specialist]
1, -3, 3, [], [45 2], 2, [specialist specialist generalist]
1, 3, -1, [], [0 47 23 32 40 22 42], 7, [specialist specialist specialist specialist specialist specialist generalist]
1, 3, 3, [], [21 10 19 23 8], 5, [specialist specialist specialist specialist specialist specialist]
1, -2, -4, [], [19 26 6 32 41 0 37 30 34 11 46], 11, [specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -1, 3, [], [48 21 18 34 9 7 25 2 17], 9, [generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -3, 0, [], [34 41 7 31 43 10], 6, [specialist specialist specialist specialist specialist specialist]
1, 4, 0, [], [23 38 2 1], 4, [specialist specialist specialist specialist specialist]
1, -2, 0, [], [45 31 16 48 46 3 49], 7, [generalist specialist generalist generalist specialist generalist specialist]
1, 4, -1, [], [47 9 7 20 1 17], 6, [specialist specialist specialist generalist specialist specialist]
1, 2, -4, [], [47 45 48 17 16], 5, [generalist specialist generalist generalist specialist]
1, -3, -2, [], [46 10 47], 3, [generalist specialist generalist]
1, 2, 1, [], [16 48 12 14 17], 5, [specialist specialist specialist generalist specialist]
1, -3, 4, [], [48 19 32 35 40 30 47], 7, [specialist specialist generalist specialist specialist specialist generalist]
1, 2, -3, [], [18 45 27 25 15 44 30], 7, [specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 4, 3, [], [49 14 27 38 21 35], 6, [specialist generalist specialist specialist specialist specialist]
1, -2, 1, [], [16 7 49 36 45 15 32], 7, [generalist specialist specialist specialist generalist specialist specialist specialist]
1, 0, -2, [], [35 11 29 37 47 21], 6, [specialist specialist specialist specialist specialist generalist]
1, -1, 0, [], [30 24 12 7 1 34 41 10 2 49], 10, [specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, 1, [], [25 49 44 18 45 40], 6, [specialist specialist generalist specialist specialist generalist]
1, -4, 3, [], [4 47 35 48], 4, [generalist specialist generalist specialist]
1, -1, -4, [], [49 11 46 24 45 0], 6, [generalist specialist generalist specialist generalist specialist]
1, 4, -4, [], [28 45 5 36 35 34 48 38], 8, [specialist specialist generalist specialist generalist specialist specialist specialist]
1, 3, -3, [], [2 22 14 11], 4, [specialist specialist specialist specialist]
1, -4, -2, [], [11 27 0 45 35 13 43], 7, [specialist specialist specialist specialist generalist specialist specialist]
1, -1, -1, [], [46 26 11 34 36 8], 6, [specialist specialist specialist specialist specialist generalist]
1, -4, 1, [], [45 31 1 35 38 41], 6, [specialist specialist specialist specialist generalist specialist]
1, 4, -3, [], [45 17], 2, [specialist generalist]
1, 1, 3, [], [18 23 21 17], 4, [specialist specialist specialist specialist]
1, 2, -2, [], [21 28 46 17 45 48 18], 7, [generalist specialist generalist specialist generalist specialist generalist specialist specialist]
1, 1, -3, [], [37 21 49 32 5 12 13 8 6 47 0], 11, [specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist generalist specialist]
1, -1, 2, [], [3 47 30 7 16 6], 6, [specialist specialist specialist specialist generalist specialist specialist]
1, -4, -1, [], [10 6 48 17 47], 5, [specialist specialist generalist specialist generalist specialist]
1, -4, 0, [], [17 46 30 8 26 7 45 35 34], 9, [specialist specialist specialist specialist specialist generalist generalist specialist specialist]
1, 2, 0, [], [48 4 24 12 21 22 14 45], 8, [specialist specialist specialist specialist specialist specialist generalist generalist specialist]
2, -3, 4, [47 48 49 11 30], [48 49 47 11 4 28 29], 4, [generalist specialist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist]
2, 3, 0, [48 49 12 11 47 17 16 3 29 36 42 41], [47 34 11 48 41 12 36 17 3 16 42 49], 2, [generalist specialist generalist specialist specialist generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist specialist specialist generalist generalist generalist specialist specialist specialist generalist generalist]
2, -2, 1, [11 4 29 32 47 41 16], [42 29 16 47 41], 4, [specialist specialist specialist specialist specialist generalist specialist]
2, 1, -2, [4], [31 47 13 46 12], 6, [generalist specialist specialist specialist generalist]
2, 0, 2, [4 47 29 46 31 49 34], [34 47 8 31 48 46 4], 4, [specialist specialist specialist generalist generalist specialist generalist generalist generalist specialist specialist]
2, 2, -4, [11 41 8 6 47 29 49 17 48], [6 41 11 49 17 48 47 34 8], 2, [specialist generalist specialist specialist generalist specialist generalist generalist specialist specialist specialist generalist generalist specialist specialist generalist]
2, 1, 0, [47 49 48 41 29 23], [49 47 48 32 11], 5, [generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, 1, -4, [49 29 47 46 11 6 12 17], [49 17 11 47 41 6 46 12 29], 1, [generalist specialist specialist generalist generalist specialist generalist specialist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist generalist specialist generalist]
2, 4, 3, [11 4 17 6], [11 17 31 45 4 6], 2, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
2, 4, 1, [4 17 47 41 16 34], [17 48 47 4], 4, [specialist specialist specialist generalist specialist specialist specialist generalist generalist specialist specialist specialist generalist]
2, 0, -3, [11 49 47 29], [49 47 34 6], 4, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist]
2, -4, -3, [2 32 11 8], [11 2 46 32 49 8 6], 3, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist]
2, -2, 4, [29 48 45 16 49 8 2], [49 29 47 16 48 23], 5, [generalist specialist generalist specialist generalist generalist specialist generalist generalist specialist generalist specialist]
2, 0, -1, [47 41 45 46 4], [41 47 46 45 4 17], 1, [generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist specialist generalist specialist generalist generalist generalist generalist specialist]
2, -2, -1, [32 8 45 6 17 49 41 11], [45 32 41 46 6 11 23 17], 4, [specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist]
2, -4, 1, [4 45 31 17 13 34], [45 17 4 6 34 31], 2, [specialist specialist specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
2, -2, 3, [47 49 29 48 17 23 42 45], [29 48 49 45 31 47], 4, [specialist specialist specialist specialist generalist generalist specialist generalist specialist specialist generalist generalist generalist generalist generalist specialist generalist specialist]
2, -3, -1, [47 41 4 49 34 23], [47 49 23 29], 4, [generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, 4, 0, [47 34 48 49 45 17 11], [45 49 47 4 6 36 48 11], 5, [specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist specialist generalist generalist specialist generalist generalist generalist generalist generalist]
2, 0, 0, [46 11 41 48 47 42 49 29], [46 41 11 48 29 47 16 42 49], 1, [generalist specialist generalist specialist generalist specialist specialist specialist generalist specialist generalist generalist specialist generalist specialist specialist generalist specialist generalist specialist specialist generalist]
2, -2, 0, [32 16 49 4 8 41 23], [46 4 42], 8, [specialist specialist specialist specialist generalist]
2, -4, 4, [48 16 49 29 47 11 30], [49 16 46 11 4 30 28 47 8 48 29], 4, [specialist generalist generalist specialist specialist generalist generalist specialist generalist generalist generalist specialist specialist specialist generalist specialist generalist generalist specialist generalist generalist specialist specialist generalist specialist generalist]
2, -4, 3, [11 49 36 16 4 46 29], [11 46 49 30 4 41 16 36 42], 4, [specialist generalist specialist generalist specialist specialist specialist specialist specialist generalist specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist]
2, 3, -4, [48 6 11 49 41 23 47 29], [47 29 11 49 48], 3, [generalist generalist generalist specialist generalist generalist specialist generalist generalist specialist]
2, 1, -3, [46 49 48 47 29 45], [49 11 47 29 45 48 46 17], 2, [generalist generalist generalist generalist generalist specialist generalist specialist generalist specialist specialist generalist generalist generalist generalist]
2, 2, 4, [49 29 46 47 11 48], [46 8 11 47 29 49 48], 1, [specialist specialist specialist generalist specialist generalist generalist specialist specialist generalist generalist]
2, -1, 2, [47 48 42 17 34 45 31 4 32 46], [46 34 17 4 48 47 45 31 29], 3, [specialist specialist generalist generalist generalist generalist generalist generalist generalist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist]
2, 2, -2, [4 49 23 47 29 32 45 11 48 34], [41 23 47 49 45 48 11], 5, [generalist specialist specialist generalist generalist specialist generalist generalist specialist generalist generalist]
2, -2, -4, [16 29 49 46 28 48 6], [49 29 48 47 16 28], 3, [generalist generalist specialist specialist specialist generalist specialist generalist generalist generalist generalist specialist specialist generalist specialist specialist generalist generalist generalist]
2, 3, -2, [47 31 45 4 49 17 13 46], [47 31 49 4 48 45 46 17], 2, [generalist specialist generalist generalist specialist specialist generalist specialist generalist generalist generalist generalist specialist generalist specialist generalist]
2, 2, -3, [41 48 4 47], [48 49 47 29 45], 5, [generalist generalist generalist generalist specialist generalist]
2, 3, 1, [45 47 34 36 46 4 49], [34 11 47 4 12 46 49 45 41], 4, [generalist generalist generalist generalist specialist specialist generalist specialist specialist generalist specialist specialist specialist generalist generalist generalist specialist generalist specialist specialist specialist specialist generalist generalist]
2, 4, -1, [47 49 4 48], [47 49 16 48 23 45], 4, [generalist specialist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, -1, 0, [16 45 17 23 41 47 32], [4 45 47 11 16 23 41 29], 5, [generalist specialist generalist generalist specialist specialist generalist generalist generalist generalist specialist generalist specialist specialist specialist specialist]
2, 3, 2, [23 49 16 48 46 47 8], [49 46 4 23 16 48 8], 2, [generalist specialist generalist generalist specialist generalist generalist specialist generalist specialist]
2, -1, -3, [47 49 28], [47 29 17 49 36], 4, [specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist specialist generalist]
2, 1, 4, [47 17 11], [49 4 29 46 45], 8, [generalist specialist generalist specialist generalist]
2, 3, 3, [49 4 42 48 47 28 16 11 41], [49 12 11 41 47 29 17], 8, [generalist specialist specialist generalist specialist generalist generalist specialist specialist generalist generalist generalist specialist generalist generalist generalist specialist generalist]
2, 2, -1, [23 48 16 46 13 32], [49 31 23 16 4 48 13 32 46], 3, [specialist specialist specialist generalist specialist specialist generalist generalist specialist generalist]
2, -3, 0, [4 32 34], [4 47 49], 4, [generalist specialist generalist]
2, -3, 3, [17 4], [29 32 17 42 4 34], 4, [specialist specialist specialist specialist specialist specialist]
2, 4, -2, [47 34 6], [47 12 4], 4, [generalist generalist generalist generalist specialist generalist specialist]
2, 2, 1, [47 29 4 49 45 11], [47 41 45 8 11], 5, [generalist generalist generalist specialist generalist generalist specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist]
2, -1, -2, [32 47 45 16 41 46 49], [45 32 41 11 47], 4, [specialist generalist generalist generalist specialist specialist specialist specialist]
2, 4, 4, [47 46 29 45 11 16 49], [46 47 31 45 11 49 36], 4, [specialist generalist generalist generalist generalist generalist generalist specialist generalist generalist specialist generalist generalist generalist]
2, -1, 1, [29 34 47 4 46 31 45], [29 4 48 47], 5, [generalist generalist specialist generalist specialist]
2, -4, 0, [4], [4 45 23 34 49 32], 5, [specialist specialist specialist specialist generalist specialist generalist generalist specialist]
2, 1, -1, [47 41 45], [47 45 49 16 23], 4, [specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist]
2, 2, 0, [47 49 34 48], [17 34 4 41 16 47], 6, [specialist specialist generalist specialist specialist specialist]
2, -2, -3, [23 49 46 16 47], [23 46 47], 2, [generalist specialist specialist generalist generalist generalist generalist generalist specialist]
2, -1, 4, [11 28], [29 47 42 32 16 46 49], 9, [specialist specialist generalist generalist specialist specialist generalist generalist specialist specialist]
2, 0, 4, [48 47 49 31 6 46 4 41], [23 46 49 11 48 32 47 28], 8, [generalist generalist specialist specialist specialist generalist generalist generalist generalist generalist generalist specialist specialist generalist specialist specialist generalist generalist]
2, 1, 2, [12 47 41 49 16], [11 41 6], 6, [specialist specialist specialist specialist]
2, 3, 4, [47 46 17 11 29 34], [41 6 42], 9, [specialist specialist specialist specialist]
2, 4, -4, [47 16 31], [49 16 17 47 4 31 11], 4, [generalist specialist generalist specialist generalist specialist specialist generalist generalist specialist specialist]
2, -1, 3, [8 29 32 16 23], [45 47 49], 8, [generalist generalist generalist generalist]
2, 3, -1, [47 46 23 45 17], [47 49 46 45], 3, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, -3, -3, [36 11 4 49 23], [11 47 46], 6, [generalist generalist generalist specialist]
2, 0, -2, [47 46 45 23 29], [16 12 23 49 41], 8, [specialist specialist specialist specialist generalist]
2, 2, 2, [4 46 49 11 41 6 47 48 42], [46 4 41 47 49 11 48 6 23 17 16 42], 3, [specialist generalist generalist specialist generalist generalist specialist specialist generalist specialist generalist generalist generalist generalist generalist specialist specialist generalist generalist specialist generalist generalist specialist specialist generalist]
2, -4, -4, [47 8 32], [16 32 47 11 8 49 2 6], 5, [generalist specialist generalist specialist specialist specialist specialist specialist specialist]
