Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -3, 4, [], [39 8 37 3 34 18 42 47 31], 9, [specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
1, 1, -2, [], [10 37 31], 3, [specialist specialist specialist]
1, 1, 4, [], [37 10 15 13 16], 5, [specialist specialist specialist specialist specialist]
1, 4, -3, [], [17 19 15 21 45], 5, [specialist specialist generalist specialist specialist]
1, -4, -3, [], [31 20 15 22], 4, [specialist specialist specialist specialist]
1, 4, 3, [], [48 29 9 47 4 2 19 32 1], 9, [specialist specialist generalist generalist specialist specialist specialist specialist specialist]
1, -2, 0, [], [31 41 40 33 49 20 47 25 22], 9, [specialist specialist generalist generalist specialist specialist specialist specialist specialist]
1, 3, 3, [], [47 46 36], 3, [generalist specialist generalist]
1, -3, 3, [], [17 29 8 40], 4, [specialist specialist specialist specialist specialist]
1, -1, -4, [], [46 45 22], 3, [generalist generalist specialist]
1, 4, 4, [], [44 41 5 33 28 31 15], 7, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, 4, [], [47 41 5], 3, [specialist specialist generalist]
1, 0, 4, [], [17 25 15 48 47 28 45], 7, [specialist specialist specialist generalist generalist specialist generalist]
1, -4, 4, [], [29 15 5 47 1 27 4 44 7], 9, [specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 0, 3, [], [17 45 9 11 48 46 10 37 2], 9, [generalist generalist specialist specialist generalist specialist specialist specialist generalist specialist generalist]
1, 2, 0, [], [25 9 24 18 1], 5, [specialist specialist specialist specialist specialist]
1, 4, 1, [], [47 46 40 42 49 12], 6, [generalist specialist generalist specialist generalist generalist specialist generalist]
1, -4, -2, [], [25 35 13 7 28 46], 6, [specialist specialist generalist specialist specialist specialist]
1, 3, -3, [], [40 33 17 46], 4, [specialist specialist specialist generalist]
1, 0, -4, [], [36 33 6 14], 4, [specialist specialist specialist specialist]
1, -1, -1, [], [31 26 21 46], 4, [generalist specialist specialist specialist]
1, -4, 3, [], [17 8 37 7 10], 5, [specialist specialist specialist specialist specialist]
