Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, -3, [], [46 36 21], 3, [generalist specialist specialist]
1, 2, -4, [], [49 32 4 26 27 29 2 36 45], 9, [generalist specialist specialist specialist generalist generalist specialist specialist specialist specialist]
1, -4, -1, [], [37 34 13 39 16], 5, [specialist specialist specialist specialist specialist]
1, 4, 3, [], [49 11 37 3 35 45 15 21 7 25 46 26 4], 13, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist generalist generalist]
1, -4, -2, [], [45 37 26], 3, [specialist generalist specialist]
1, -2, 2, [], [8 39 0 3 42 15 29], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 3, 0, [], [9 49 3 17 29 47 43 24], 8, [specialist specialist specialist generalist generalist specialist specialist generalist specialist]
1, 3, -3, [], [37 4 18 38 47 32 29], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, -2, 4, [], [30 18 25 47], 4, [specialist generalist specialist specialist]
1, 0, 3, [], [30 22 46 2 20 40 16 1], 8, [specialist generalist specialist specialist specialist specialist specialist specialist]
1, 2, 3, [], [16 12 14 33 13 8], 6, [specialist specialist specialist specialist specialist specialist]
1, -1, -3, [], [20 43 31 14], 4, [specialist specialist specialist specialist]
1, 0, -4, [], [49 9 23 6], 4, [specialist specialist specialist generalist]
1, 3, -2, [], [42 40 38], 3, [specialist specialist specialist]
1, 4, -3, [], [44 25 8 34 24 13 21 22 26], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, 2, [], [42 25 49 29 39 6 11 35], 8, [specialist specialist specialist specialist generalist specialist specialist specialist]
1, 4, 1, [], [28 1 45 10], 4, [generalist specialist specialist specialist]
1, 2, -1, [], [11 48 6 10 20 49 45 39], 8, [generalist specialist specialist specialist specialist specialist generalist generalist]
1, 3, -1, [], [28 13 2 29 45 10], 6, [generalist generalist specialist specialist specialist specialist specialist]
1, -4, 4, [], [10 25 8 35 23 19 47 48 34 33 42], 11, [specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
1, -1, 4, [], [4 40 17 44 49 34 8 5], 8, [specialist specialist specialist specialist specialist generalist specialist specialist]
1, -3, -1, [], [49 42 9 41 16 45 26], 7, [specialist specialist specialist generalist specialist specialist generalist]
1, -2, -2, [], [49 1 45 36 27 13], 6, [generalist generalist specialist specialist specialist specialist generalist]
