Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, 2, [], [9 46 49 43 44 14], 6, [generalist specialist specialist generalist specialist specialist specialist specialist]
1, 4, 3, [], [14 39 21 4], 4, [specialist specialist specialist specialist]
1, 1, -3, [], [25 47 4 46 7 12], 6, [specialist specialist specialist generalist generalist specialist]
1, -4, 4, [], [12 49 25 37 44 34], 6, [generalist specialist specialist specialist specialist specialist]
1, 4, 2, [], [11 25 21], 3, [specialist specialist specialist]
1, 3, 1, [], [39], 1, [specialist]
1, 0, -5, [], [32 24 33 25 48], 5, [specialist specialist specialist specialist generalist generalist]
1, -1, -1, [], [40 45 36], 3, [specialist generalist specialist]
1, 0, 0, [], [41 42 21], 3, [specialist specialist specialist]
1, 1, -2, [], [34 20 10 35 7 47 17], 7, [specialist specialist specialist generalist specialist specialist generalist specialist]
1, 1, 5, [], [37 45 5 27 21], 5, [specialist specialist specialist specialist generalist]
1, -4, 5, [], [24 14 42 13 35], 5, [specialist specialist specialist specialist specialist specialist]
1, -3, 5, [], [29 30 36 25 43 5 8], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, -3, [], [14 48 0 37 45 38], 6, [generalist specialist specialist specialist specialist generalist generalist]
1, 4, -3, [], [4 27], 2, [specialist specialist]
1, -1, -5, [], [48 46 7], 3, [specialist generalist generalist generalist]
1, 2, -5, [], [15 16 9 18 42 26], 6, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, -2, [], [25 33 15 17 3], 5, [specialist specialist specialist specialist specialist]
1, 5, 1, [], [48 44 45], 3, [generalist specialist generalist]
1, 0, -3, [], [37 44], 2, [specialist specialist]
1, -5, -1, [], [27 48 39 0 32 30 3 43 4], 9, [specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 2, 2, [], [7 26 20], 3, [specialist specialist specialist]
1, 0, 4, [], [46 35 47 38 44 7 37 22], 8, [specialist generalist generalist specialist specialist specialist specialist generalist specialist]
1, -5, -4, [], [47 10 45 31], 4, [specialist generalist generalist specialist generalist]
