Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -1, -5, [], [], 0, []
1, 0, -2, [], [18 13 11], 3, [specialist specialist specialist]
1, 4, -2, [], [45 21 6], 3, [specialist generalist specialist]
1, 1, 4, [], [32 49 47 6 18], 5, [specialist generalist specialist generalist specialist]
1, 1, -1, [], [30 24 49 46], 4, [specialist generalist generalist specialist generalist]
1, -1, 4, [], [19 15 2 46], 4, [generalist specialist specialist specialist]
1, 5, -5, [], [7 23 49 3 42 48], 6, [generalist specialist specialist specialist generalist specialist]
1, -3, -5, [], [8 0], 2, [specialist specialist]
1, -4, 5, [], [20], 1, [specialist]
1, -3, 5, [], [29 14 16 8], 4, [specialist specialist specialist specialist]
1, -5, -5, [], [32 41 35 18 19 11], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, 3, 3, [], [20 37 24 44 4], 5, [specialist specialist specialist specialist specialist]
1, 4, 1, [], [46], 1, [generalist]
1, 1, 3, [], [29 27], 2, [specialist specialist]
1, 4, -3, [], [46 32 45 44 49], 5, [generalist specialist generalist generalist generalist specialist]
1, -5, -4, [], [35 48 33 9 41], 5, [specialist specialist specialist specialist generalist]
1, 5, -1, [], [43 49 15 47 9], 5, [specialist generalist generalist generalist specialist specialist]
1, 1, -2, [], [42 41 46 45 36 34 2 24], 8, [specialist specialist specialist specialist specialist specialist generalist generalist]
1, -2, -5, [], [14 21 10 9 27 13 29], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, -1, [], [4], 1, [specialist specialist]
1, -1, 1, [], [23 21 13], 3, [specialist specialist specialist]
1, 4, 0, [], [48 49 47 20 40], 5, [generalist specialist generalist generalist specialist]
1, -4, 3, [], [31 9 27 17 36 49], 6, [specialist generalist specialist generalist specialist specialist specialist specialist]
1, -3, 0, [], [48 47 46 24], 4, [generalist generalist generalist specialist generalist generalist]
1, 5, 2, [], [2 18 42 25], 4, [specialist specialist specialist specialist specialist]
1, -4, -1, [], [41 20 47 4], 4, [specialist generalist specialist specialist]
1, -4, -5, [], [43 7 11 16], 4, [specialist specialist specialist specialist]
1, -1, 5, [], [20 21 35], 3, [specialist specialist specialist]
1, -2, -4, [], [13 45 17], 3, [specialist specialist generalist]
1, -1, -3, [], [45], 1, [generalist]
1, 2, 4, [], [38 39], 2, [specialist specialist]
1, 3, 5, [], [43 44 11 1 3 14 25 20 15], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -4, 1, [], [38 49 12 42 29], 5, [specialist generalist specialist specialist specialist]
1, -2, 0, [], [9 45 48 12 7], 5, [specialist generalist specialist specialist generalist]
1, -5, -3, [], [9 37 38 46 7 1 21 16 18], 9, [specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -1, -4, [], [27 26 22 47 21], 5, [specialist specialist specialist specialist generalist]
1, -2, -2, [], [48 26 9], 3, [specialist generalist specialist]
1, -4, 4, [], [0 10 48 8 14 47 37], 7, [specialist specialist specialist specialist generalist specialist generalist]
1, -4, -4, [], [36 23 18 1 40 45 43], 7, [generalist specialist specialist specialist specialist specialist specialist specialist]
1, -1, -2, [], [41 23 25 48 11], 5, [specialist specialist specialist specialist generalist]
1, -4, 0, [], [14], 1, [specialist]
1, 3, -2, [], [16 48 22 49], 4, [specialist specialist generalist generalist]
1, 5, -2, [], [41 31 45 43 22 16 49 6], 8, [specialist specialist specialist specialist specialist generalist specialist generalist]
1, -4, -3, [], [46 12 43 17], 4, [specialist generalist specialist specialist specialist]
1, 1, -4, [], [44 6 25 49 19], 5, [specialist specialist specialist specialist specialist generalist]
1, 5, 0, [], [32 7 48 46], 4, [generalist generalist specialist specialist]
1, 0, -4, [], [35 2 21 32 36 49 47], 7, [specialist specialist specialist generalist specialist specialist generalist]
1, 0, 0, [], [12 31 49 43 19 14], 6, [specialist specialist specialist generalist specialist specialist specialist]
1, 3, -5, [], [21 29 15 28], 4, [specialist specialist specialist specialist]
1, -3, -2, [], [34 29 15 20], 4, [specialist specialist specialist specialist]
1, 4, 3, [], [45], 1, [generalist generalist]
1, -3, -1, [], [46 34 25 29], 4, [generalist specialist specialist specialist generalist]
1, 1, -5, [], [3 20 36 46], 4, [generalist specialist specialist specialist]
1, -1, 3, [], [14 47 17], 3, [specialist generalist specialist]
1, -2, 4, [], [48 30 22 31], 4, [generalist specialist specialist specialist]
1, 5, 5, [], [], 0, []
1, -1, 2, [], [49 24 7 18 32], 5, [specialist generalist specialist specialist specialist]
1, 3, 0, [], [1 9], 2, [specialist specialist]
1, 0, -1, [], [20], 1, [specialist]
1, -2, 5, [], [40], 1, [specialist]
1, 3, 2, [], [45 39 18 42 27 23], 6, [specialist specialist specialist specialist generalist specialist]
1, 0, 3, [], [15 49 16 12], 4, [specialist generalist specialist specialist specialist]
1, 4, -4, [], [22 48], 2, [generalist specialist]
1, -5, 4, [], [8 45], 2, [specialist generalist]
1, -5, -1, [], [45 48 46], 3, [generalist generalist generalist generalist]
1, -1, -1, [], [40 20 49 18 8], 5, [specialist specialist specialist generalist specialist]
1, -3, -3, [], [46 37], 2, [specialist generalist]
1, 3, -4, [], [16 18 14 12 28 10 3 47 36], 9, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 2, -5, [], [25 16 14], 3, [specialist specialist specialist]
1, 4, -1, [], [1 29 9 49 2], 5, [specialist specialist specialist specialist generalist]
1, 2, 1, [], [48 44 36 47 0], 5, [specialist specialist generalist specialist generalist]
1, 0, 5, [], [16 5 46 20 36 10 29], 7, [generalist generalist specialist specialist specialist specialist specialist specialist]
1, -3, 3, [], [10 11 14], 3, [specialist specialist specialist]
1, -4, 2, [], [28 4 22], 3, [specialist specialist specialist]
1, 4, 2, [], [45 39 15 16], 4, [specialist specialist specialist generalist]
1, 5, -4, [], [30 18 32 47 28 21 29 0 26], 9, [specialist specialist specialist specialist specialist specialist specialist specialist generalist]
1, -3, 1, [], [19 13 48 43], 4, [specialist specialist generalist specialist]
1, 1, 2, [], [9 47 0 41], 4, [specialist specialist specialist generalist]
1, 0, 2, [], [13 37 11], 3, [specialist specialist specialist]
1, 2, -2, [], [27 33 32 12], 4, [specialist specialist specialist specialist]
1, -5, 2, [], [27 13 32 36 15], 5, [specialist specialist specialist specialist specialist]
1, 2, -4, [], [6], 1, [specialist]
1, 4, -5, [], [14 4 18 48 21 9], 6, [specialist generalist specialist specialist specialist specialist specialist]
1, 1, 1, [], [49 48 22 44 11], 5, [specialist specialist generalist specialist generalist]
1, -5, 0, [], [38 16 26 24 30 44 49 43], 8, [specialist specialist specialist specialist specialist specialist generalist specialist]
1, 2, 3, [], [48 8 43 21 27], 5, [specialist specialist specialist specialist generalist]
1, -2, -1, [], [2 34 48 10 46 32], 6, [specialist specialist specialist generalist generalist specialist]
1, 0, 1, [], [14 26 5 36 3], 5, [specialist specialist specialist specialist specialist specialist]
1, 1, 0, [], [7 13 48 4 46 17 33 6], 8, [specialist generalist specialist specialist generalist specialist specialist generalist specialist specialist]
1, -4, -2, [], [16 36 8], 3, [specialist specialist specialist]
1, -2, -3, [], [24 48 0 25 49 15], 6, [specialist generalist generalist generalist specialist specialist specialist]
1, 3, -1, [], [38 43 31 19], 4, [specialist specialist specialist specialist]
1, 2, 5, [], [33 34 49 26 28 47], 6, [specialist generalist specialist specialist generalist specialist]
1, 5, 1, [], [41], 1, [specialist]
1, 1, 5, [], [14 49 30], 3, [specialist generalist specialist]
1, 0, 4, [], [21 36 3 7 24], 5, [specialist specialist specialist specialist specialist specialist]
1, 1, -3, [], [25 44 46 12 41 27], 6, [specialist specialist specialist generalist specialist specialist]
1, 2, 0, [], [3 49 6 46], 4, [specialist generalist generalist specialist]
1, -5, 1, [], [37 13 23], 3, [specialist specialist specialist]
1, -5, 3, [], [47 27], 2, [generalist specialist]
1, -1, 0, [], [47 40], 2, [generalist specialist]
1, 3, 1, [], [41 18 7 44 32], 5, [specialist specialist specialist specialist specialist]
1, -3, -4, [], [15 25 45 49 16], 5, [generalist specialist specialist generalist specialist generalist]
1, 4, 5, [], [44 25 33 49 3 42 28 32 18 34], 10, [specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
1, 5, 3, [], [6 47 9 23 25], 5, [specialist specialist generalist specialist specialist]
1, -3, 2, [], [27 38 34 48 25 3 14 13 45 35 42], 11, [specialist specialist specialist specialist specialist specialist generalist generalist specialist specialist specialist]
1, -2, 1, [], [18 16 20 46 5 37 45 48 44 21], 10, [specialist specialist specialist generalist generalist specialist specialist specialist generalist specialist specialist]
1, 2, -3, [], [32 10 0 48 3], 5, [specialist specialist generalist specialist specialist]
1, -2, 2, [], [33], 1, [specialist]
1, 5, 4, [], [10 9 48 43 2], 5, [specialist specialist specialist generalist specialist]
1, 3, 4, [], [40 20], 2, [specialist specialist]
1, -3, 4, [], [45 27 16 48], 4, [specialist specialist generalist generalist]
1, 0, -3, [], [49 41 44 30 20 6], 6, [specialist specialist generalist specialist specialist specialist specialist]
1, -5, -2, [], [45 0 40 31 46 36], 6, [generalist specialist specialist generalist specialist specialist]
1, 3, -3, [], [24 20 47 5], 4, [specialist specialist specialist generalist]
1, 5, -3, [], [46 40 47 48 4 45 14 49], 8, [generalist specialist generalist generalist generalist generalist specialist specialist generalist]
1, 0, -5, [], [19 6], 2, [specialist specialist]
1, 4, 4, [], [24 47 27], 3, [specialist generalist specialist]
1, 2, 2, [], [17 2 48 30 19 35 6 47 24 11], 10, [specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist]
1, -2, 3, [], [10 9 13 48], 4, [specialist generalist specialist specialist]
1, -5, 5, [], [47 19 29 10], 4, [specialist generalist specialist specialist]
2, 0, 0, [27 37 28 13], [27], 3, [specialist specialist specialist specialist]
2, 5, 5, [16 45 47 48 44 46 18], [18 44 21], 6, [specialist specialist specialist specialist]
2, -3, -4, [14 27 19 48 4], [48 14 4 27 46 19 18 35 47], 4, [specialist specialist specialist specialist specialist generalist specialist specialist generalist specialist generalist]
2, -3, 1, [40 46 36 14 21 45], [21 47 38 36 14 40 46 37 49], 5, [specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist]
2, 2, -5, [21 27 47 48 32], [47 27 13 21 46], 4, [generalist specialist specialist generalist generalist specialist generalist generalist specialist specialist specialist generalist]
2, 0, 2, [27 35 11 40 47 23], [11 40 27 23 35], 1, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
2, -4, 0, [49 48 35 32 45], [4 32 23 48 44 35 45 49], 3, [generalist generalist generalist generalist generalist specialist specialist specialist specialist generalist specialist specialist generalist specialist generalist generalist]
2, 5, 2, [45 48 46 47 6 49 36 38], [47 45 48 46 49], 3, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, 3, -2, [3 48], [48 45 4 13], 4, [specialist specialist generalist generalist generalist]
2, -4, -1, [35 45 48 46 3], [48 35 45 46 19 47], 3, [generalist generalist specialist generalist specialist generalist specialist generalist specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist]
2, -1, -2, [46 27], [27 44 49], 3, [specialist generalist specialist]
2, -3, 0, [40 21 36 27], [37 46 40 36 21], 3, [specialist generalist specialist specialist specialist specialist specialist]
2, -3, 3, [48 46 47 49 45 27], [48 47 45 49 37 21 46], 3, [generalist specialist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, -3, -2, [48 44 4 32 19 37], [48 37 32 44], 2, [generalist specialist specialist specialist]
2, 0, -2, [25 48 21 27 35 49], [48 46 32 35 27 49], 4, [generalist generalist specialist generalist generalist generalist generalist specialist specialist generalist]
2, 3, 2, [47 21 13 23 27 6 48 32 37], [21 23 27 6 48 32 13 37], 1, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
2, 2, -4, [48 47 46 19 32], [47 48 27 46 3 44], 5, [generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist]
2, 0, 5, [36 47 27 21 44 40 46], [36 46 40 27 47 44 21], 0, [specialist specialist specialist specialist generalist specialist specialist specialist generalist specialist specialist specialist specialist specialist]
2, 1, 2, [4 11 27], [27], 2, [specialist specialist]
2, 5, 0, [47 46 45 4], [47 36 46 14 5 13 45 49], 6, [generalist generalist generalist generalist generalist generalist specialist specialist generalist specialist generalist specialist generalist generalist]
2, 4, -5, [47 46 48 37 45 49], [47 44 45 48 3 27], 6, [generalist generalist specialist specialist generalist generalist generalist specialist specialist generalist]
2, -2, -5, [46 45 44 47], [47 46 45], 1, [generalist generalist generalist generalist generalist generalist]
2, -3, 4, [37 44 46], [37 48 32], 4, [generalist specialist specialist specialist specialist specialist]
2, -2, 0, [45 18 49 46 47 48], [27 32 49 46 13 36 48 47 45], 5, [specialist generalist generalist specialist generalist generalist specialist generalist generalist generalist generalist specialist generalist specialist generalist]
2, 3, 1, [13 49 27 48], [49 32 27 48], 2, [generalist generalist generalist generalist specialist specialist specialist generalist]
2, 1, 3, [47 27 18 49 23 21 48], [5 18 47 49 27 48 23 21], 1, [specialist generalist generalist specialist specialist specialist generalist specialist generalist generalist specialist]
2, 2, -1, [21 32 46 27 48], [27 32 46 35 21], 2, [specialist generalist generalist specialist specialist specialist]
2, 4, -3, [49 14 13 35 47 18 48 45], [46 48 49 14 35 18 45 22], 4, [specialist generalist specialist specialist specialist generalist generalist specialist generalist specialist specialist specialist specialist specialist specialist specialist generalist specialist generalist specialist specialist generalist generalist]
2, 3, -5, [18 27 35 47], [27 14 44 21 47 18], 4, [specialist specialist generalist specialist specialist specialist]
2, 5, 1, [49 45 46 47 27 40], [46 47 45 44 49 48], 4, [generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist]
2, 4, -2, [14 48 46 35 47 37 45 32 49], [47 48 45 46 49 35], 3, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist]
2, 0, -5, [4 47 44], [37], 4, [specialist]
2, -5, 1, [45 19 48 23 49], [48 49 45 37], 3, [generalist generalist specialist generalist generalist]
2, 1, -4, [16 48 21 11], [11 14 32 27 16 48], 4, [specialist specialist specialist specialist generalist specialist]
