Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -3, -2, [], [49 29 18 42], 4, [generalist specialist specialist specialist]
1, 2, -1, [], [16 29 11 5 25 36 4], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 4, -3, [], [31], 1, [specialist]
1, -4, -1, [], [40], 1, [specialist]
1, -2, 4, [], [0 35 24], 3, [specialist specialist specialist]
1, -5, 3, [], [44 0 40], 3, [specialist specialist specialist]
1, -4, 2, [], [40 29 49 46 3], 5, [generalist generalist specialist specialist specialist]
1, 2, -4, [], [35 13 8 15 31], 5, [specialist specialist specialist specialist specialist specialist]
1, 4, 3, [], [12 37 34], 3, [specialist specialist specialist]
1, -5, -5, [], [47 40 36 23 45 12 39 22 46], 9, [specialist specialist generalist generalist specialist specialist generalist specialist generalist specialist]
1, -1, -1, [], [26 20 16], 3, [specialist specialist specialist]
1, 5, -3, [], [38 5 47], 3, [specialist specialist generalist]
1, -1, -4, [], [48 46], 2, [generalist generalist]
1, 3, -5, [], [2 20 6], 3, [specialist specialist specialist]
1, -1, 2, [], [49 30 23 17 32 8], 6, [generalist specialist generalist specialist specialist specialist generalist specialist]
1, 0, -3, [], [11 48 4 46], 4, [generalist specialist generalist specialist]
1, 5, -2, [], [6], 1, [specialist]
1, 3, -4, [], [15 26 27 33 29 7], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, 1, [], [35 39 40 15 26 14 49], 7, [specialist specialist specialist specialist specialist specialist generalist specialist]
1, -4, -5, [], [24 3 20 26 45], 5, [generalist specialist specialist specialist specialist]
1, 3, 2, [], [12 47 7 1], 4, [generalist specialist generalist specialist specialist]
1, 0, 1, [], [12 48 39], 3, [generalist specialist specialist]
1, 5, -5, [], [46 5 48 49 17 47], 6, [generalist specialist generalist generalist specialist generalist generalist]
1, 4, 5, [], [41 7 39 15 43 30 16], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -1, 0, [], [33 26 37 31], 4, [specialist specialist specialist specialist]
1, -3, -4, [], [27 3 1], 3, [specialist specialist specialist specialist]
1, 5, 5, [], [48 6 3 32 8 34 22], 7, [specialist specialist specialist specialist generalist specialist generalist specialist]
1, -3, -3, [], [27 45 49 5], 4, [specialist generalist generalist specialist generalist generalist specialist]
1, 3, -1, [], [33], 1, [specialist]
1, 1, 3, [], [49 14 8], 3, [generalist specialist generalist specialist]
1, -4, -4, [], [21 45 23 27 43], 5, [specialist specialist generalist specialist specialist]
1, 2, 4, [], [21 42 12 19], 4, [specialist specialist specialist specialist specialist specialist]
1, -2, -2, [], [48 16 35], 3, [generalist generalist specialist specialist]
1, 5, 4, [], [30 22 27 26], 4, [specialist specialist specialist specialist specialist]
1, 4, -2, [], [24 3 20 46], 4, [specialist specialist specialist generalist]
1, -4, 1, [], [38 46], 2, [generalist generalist specialist]
1, -1, 3, [], [44 9 49 23 12 37], 6, [specialist specialist specialist generalist specialist specialist]
1, 1, -1, [], [18 41 49], 3, [specialist specialist generalist]
1, -2, 1, [], [40 35 13 38 5 30 47 22], 8, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, -5, 4, [], [40 2 36 32 10 43], 6, [specialist specialist specialist specialist specialist specialist]
1, -4, 5, [], [26 46 11 41 49 22], 6, [specialist specialist generalist specialist generalist specialist specialist]
1, 0, -1, [], [37 49 20 46], 4, [specialist generalist specialist generalist]
1, -3, 4, [], [46 41 21 2], 4, [specialist generalist specialist specialist]
1, -2, -1, [], [27 34 35 28], 4, [specialist specialist specialist specialist]
1, 4, 1, [], [5 12 0 32], 4, [specialist specialist specialist specialist]
1, 1, -2, [], [31 2], 2, [specialist specialist]
1, 5, 1, [], [37 11 45 49 24], 5, [generalist generalist specialist specialist specialist]
1, 2, -5, [], [24 38 43 44], 4, [specialist specialist specialist specialist]
1, 0, 2, [], [34 3 1 38], 4, [specialist specialist specialist specialist]
1, 4, -5, [], [49 25 6 32 22 17], 6, [specialist generalist specialist specialist specialist specialist]
1, -3, -5, [], [44 3 46 0 47 1], 6, [specialist generalist generalist generalist specialist specialist specialist specialist]
1, -5, 1, [], [37 49 45 39], 4, [generalist specialist generalist specialist generalist]
1, -1, -3, [], [27 46], 2, [specialist generalist]
1, -1, 4, [], [34 38 23 9], 4, [specialist specialist specialist specialist]
1, 0, 3, [], [27], 1, [specialist]
1, -1, -2, [], [23 14 16 28 48 15], 6, [specialist specialist specialist specialist specialist generalist]
1, 3, 3, [], [26 23 35 19], 4, [specialist specialist specialist specialist]
1, 1, -4, [], [1 3 25 48 8], 5, [generalist specialist specialist specialist specialist specialist]
1, -5, -4, [], [15 45 36 47], 4, [specialist generalist specialist generalist]
1, 2, 3, [], [35 21], 2, [specialist specialist]
1, -3, 3, [], [22 4 29 13 3], 5, [specialist specialist specialist specialist specialist]
1, 2, -3, [], [25 21 31 32 8], 5, [specialist specialist specialist specialist specialist]
1, 3, 5, [], [4 1], 2, [specialist specialist]
1, 0, -4, [], [46 3 11 41 12 48 9], 7, [generalist specialist specialist specialist specialist generalist specialist specialist]
1, 2, 5, [], [12 30], 2, [specialist specialist]
1, -4, 3, [], [28 49 48 47 40], 5, [generalist specialist generalist generalist generalist specialist]
1, -1, 5, [], [21 3 28 34 25 46], 6, [specialist specialist generalist specialist specialist specialist]
1, -4, -3, [], [7 8 22 3], 4, [specialist specialist specialist specialist specialist]
1, 5, 2, [], [48 24 45], 3, [generalist generalist specialist generalist]
1, 3, 4, [], [19 37 36], 3, [specialist specialist specialist]
1, 4, 0, [], [2 23 49 48 19 32 37], 7, [specialist specialist specialist generalist specialist generalist specialist]
1, -2, 0, [], [38 43], 2, [specialist specialist]
