Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 4, 3, [], [48 31 39 42 2], 5, [specialist generalist specialist specialist specialist]
1, -2, 0, [], [47 44 4 16 15 6], 6, [specialist specialist generalist specialist specialist specialist]
1, -3, 0, [], [48 11 45 1 44 29], 6, [specialist generalist specialist specialist generalist specialist specialist]
1, -4, 4, [], [8 49 44 34 46 47], 6, [generalist specialist specialist generalist generalist specialist]
1, 1, -1, [], [48 28 13], 3, [specialist specialist generalist]
1, -1, -2, [], [36 16 38 37], 4, [specialist specialist specialist specialist]
1, -3, 1, [], [4 49 25], 3, [specialist generalist specialist]
1, -2, -5, [], [11 7 41 48 45 37 39], 7, [generalist specialist generalist specialist specialist specialist specialist specialist]
1, 2, 4, [], [41 35 22 42], 4, [specialist specialist specialist specialist]
1, 2, -5, [], [11 43 3 45 28], 5, [specialist specialist generalist specialist specialist]
1, -1, 1, [], [35 4 47 1 2], 5, [specialist generalist specialist specialist specialist]
1, -1, 5, [], [48 41 37 34 9 33 8], 7, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, 2, 3, [], [48 2], 2, [specialist generalist]
1, -5, 3, [], [29 2 21 10 1], 5, [specialist specialist specialist specialist specialist]
1, -1, -1, [], [44 28 41 0 40 25], 6, [specialist specialist specialist specialist specialist specialist]
1, -3, 3, [], [4 43 28 47 10], 5, [specialist specialist generalist specialist specialist]
1, 0, 3, [], [34 26 29 41], 4, [specialist specialist specialist specialist]
1, -2, 3, [], [46], 1, [generalist]
1, 4, 2, [], [48 41 38 37 34 28], 6, [specialist specialist specialist specialist specialist generalist]
1, 3, -1, [], [39 49], 2, [specialist generalist]
1, 0, 0, [], [49 44 0 7], 4, [generalist specialist specialist specialist]
1, 1, -5, [], [42 48 49 41 35 45 26], 7, [generalist specialist specialist generalist specialist specialist specialist generalist]
1, -3, 2, [], [48 10 49 45], 4, [specialist generalist generalist generalist]
1, -1, 4, [], [15 37 44 19 46 9 45], 7, [specialist specialist generalist specialist generalist specialist specialist]
1, 2, 1, [], [2 48 16 47], 4, [generalist specialist specialist generalist generalist]
1, 2, -4, [], [47 17 10], 3, [specialist specialist generalist]
1, 5, 0, [], [27 40], 2, [specialist specialist]
1, 5, 5, [], [9 47 34 5], 4, [generalist specialist specialist specialist]
1, 5, -2, [], [3 1 46 45], 4, [generalist specialist generalist specialist]
1, -1, 0, [], [26 12 27 0 23 44 34], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 1, 0, [], [5 22 47 13], 4, [specialist specialist generalist specialist]
1, -5, 4, [], [46 0 29], 3, [specialist specialist generalist]
1, 4, 4, [], [11 44 38 20 48 1 36 45], 8, [specialist specialist specialist specialist generalist generalist specialist specialist]
1, -3, 5, [], [35 0 27 41], 4, [specialist specialist specialist specialist]
1, -5, 0, [], [16 17 4 37], 4, [specialist specialist specialist specialist]
1, -1, 2, [], [36 22 37 47 42], 5, [specialist specialist specialist specialist generalist]
1, 0, -5, [], [3 34], 2, [specialist specialist]
1, -2, -3, [], [18 37 19 3 40], 5, [specialist specialist specialist specialist specialist]
1, -2, 2, [], [15 18 10 16], 4, [specialist specialist specialist specialist]
1, 5, 3, [], [18 14 8 47 2], 5, [specialist specialist generalist specialist specialist]
1, -1, 3, [], [11 31 1 49 18], 5, [specialist specialist generalist specialist specialist specialist]
1, 5, 1, [], [47 35 8 41 3 6], 6, [specialist specialist specialist specialist generalist specialist]
1, 2, -3, [], [27 0 21 34 18 22 15 28 45 20], 10, [specialist generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 5, [], [22 25 45 47 41 8], 6, [generalist specialist specialist specialist specialist generalist]
1, 3, -2, [], [49 47 32 31 45 13 1 39], 8, [specialist specialist specialist specialist generalist generalist generalist specialist]
1, 5, 2, [], [3 8 48 6], 4, [specialist specialist generalist specialist]
