Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 1, -5, [], [12], 1, [specialist]
1, 0, 0, [], [16 5 29], 3, [specialist specialist specialist]
1, -4, -4, [], [46], 1, [generalist]
1, 2, -3, [], [49 14 45 27 31 17 38 6 46], 9, [specialist specialist specialist specialist specialist generalist specialist generalist generalist specialist]
1, 3, 4, [], [25 47 21], 3, [specialist specialist generalist]
1, 5, 2, [], [19 30 7 18 1], 5, [specialist specialist specialist specialist specialist]
1, 4, 1, [], [20 1 42 47 8 41], 6, [generalist specialist specialist specialist specialist specialist]
1, 3, -3, [], [23], 1, [specialist]
1, -2, 1, [], [36 33 47 14 35], 5, [generalist specialist specialist specialist specialist]
1, -2, 3, [], [46 40 22], 3, [specialist generalist specialist]
1, 4, 0, [], [30 15 11 45 44 6], 6, [specialist generalist specialist specialist specialist specialist]
1, 3, 0, [], [17 38 24 11 37 13 20], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 2, -4, [], [4 8 39], 3, [specialist specialist specialist]
1, -2, -3, [], [17 21 39 8 29], 5, [specialist specialist specialist specialist specialist]
1, 5, 1, [], [48 42 6 21], 4, [specialist specialist generalist specialist]
1, -4, 4, [], [49 42 40 32 11 2], 6, [specialist specialist specialist specialist specialist generalist]
1, -5, 0, [], [49 29 47 44], 4, [specialist generalist specialist generalist]
1, 1, 3, [], [45 1 35 22 16], 5, [specialist specialist specialist generalist specialist]
1, -4, -1, [], [49 19 33 20], 4, [specialist specialist generalist specialist]
1, -1, 5, [], [22 45 30 20], 4, [specialist generalist specialist specialist]
1, 1, -1, [], [4 29 30 38], 4, [specialist specialist specialist specialist]
1, 5, 0, [], [6 47 5], 3, [specialist generalist specialist]
1, -3, -1, [], [46 8 22 31], 4, [specialist generalist generalist specialist specialist]
1, 4, -5, [], [47 27 39 6 44], 5, [specialist specialist generalist specialist specialist]
1, 2, -1, [], [9 5 49 8], 4, [specialist generalist specialist specialist]
1, -4, -2, [], [32 9], 2, [specialist specialist]
1, 0, 3, [], [22 20 42 15 19 49 1], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, -3, 1, [], [21 26 31 49 7], 5, [specialist generalist specialist specialist specialist]
1, 3, 2, [], [49 34 38 3 36], 5, [generalist specialist specialist specialist specialist]
1, -3, 3, [], [8 46 19], 3, [generalist specialist specialist specialist]
1, -5, -2, [], [18 14 45 30 40 23], 6, [specialist specialist specialist specialist specialist generalist]
1, -5, -1, [], [19 20 36 46 49], 5, [generalist specialist generalist specialist specialist]
1, 4, 3, [], [7 27], 2, [specialist specialist]
1, -4, 1, [], [47 49], 2, [generalist generalist]
1, 4, 5, [], [49 45], 2, [generalist generalist]
1, -4, 0, [], [20 33 48 49], 4, [generalist generalist specialist specialist]
1, 5, 4, [], [17 12 25 44 48 7 29 49], 8, [specialist generalist generalist specialist specialist specialist specialist specialist]
1, 1, -3, [], [14 46 45 5], 4, [specialist generalist generalist specialist]
1, -1, -3, [], [15 47 44 41 45], 5, [generalist generalist specialist specialist specialist]
