Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 2, 1, [], [17 12 3 29 28 38 4], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, -1, -4, [], [43 3], 2, [specialist specialist]
1, 3, 3, [], [47 48 4], 3, [specialist generalist generalist]
1, -5, -4, [], [31 22 40 14], 4, [specialist specialist specialist specialist]
1, -2, -2, [], [0 30 27 49 28], 5, [specialist specialist specialist specialist generalist]
1, -3, -5, [], [39 31 25 45 40 2], 6, [specialist generalist specialist specialist specialist generalist specialist]
1, 2, -3, [], [4 48 43 30 12 2], 6, [specialist specialist specialist generalist specialist specialist]
1, 1, 4, [], [24 4 19 47 6], 5, [specialist specialist specialist generalist specialist]
1, -4, -1, [], [32 37 25 49 22], 5, [generalist specialist specialist specialist specialist]
1, -2, 4, [], [14 23 27 34 33 45], 6, [specialist specialist specialist generalist specialist specialist]
1, -5, 5, [], [44 42 37], 3, [specialist specialist specialist]
1, -2, 5, [], [45 10 5 33], 4, [specialist generalist specialist specialist]
1, 3, 0, [], [48 30 25 39], 4, [specialist specialist specialist generalist]
1, 1, 2, [], [48 35 24 33 41], 5, [specialist specialist generalist specialist specialist]
1, -4, 5, [], [42 24 31], 3, [specialist specialist specialist]
1, -4, 4, [], [41 46 5 15 3 17 43 37 42 19], 10, [specialist specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist]
1, 0, 5, [], [29 49 18 26 35], 5, [specialist specialist generalist specialist specialist]
1, -2, 1, [], [37 33 45 25 22], 5, [specialist generalist specialist specialist specialist]
1, 0, 4, [], [46 2 25 37 42 24 47], 7, [specialist generalist specialist generalist specialist specialist specialist]
1, -2, -1, [], [6 23], 2, [specialist specialist]
1, 1, 3, [], [47 45 9 11 6], 5, [specialist specialist specialist generalist generalist]
1, -2, -3, [], [33 14 31 0 47 27 48], 7, [generalist specialist specialist specialist specialist generalist specialist]
1, 5, 0, [], [20 12 2], 3, [specialist specialist specialist]
1, 5, 1, [], [48 33], 2, [generalist generalist specialist]
1, 3, 4, [], [13 21 23 6 30 15 29 24 26 10], 10, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -2, 0, [], [45 38 46 21 2 4 40], 7, [generalist specialist specialist generalist generalist specialist specialist specialist specialist]
1, -5, 2, [], [9 0 37], 3, [specialist specialist specialist]
