Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, -5, 1, [], [24 28 38 13 30 25], 6, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, 0, [], [31 32 2 13 36], 5, [specialist specialist specialist specialist specialist]
1, -5, -4, [], [37 49 12 46], 4, [specialist generalist generalist specialist]
1, 2, -4, [], [13 27 49 40], 4, [specialist specialist generalist specialist]
1, 3, -3, [], [35 3 38 25 8 39 45], 7, [specialist specialist specialist specialist specialist specialist generalist]
1, -3, 0, [], [6 29 9], 3, [specialist specialist specialist]
1, -1, -2, [], [9 1], 2, [specialist specialist]
1, 5, -3, [], [48 38 25], 3, [specialist specialist specialist generalist]
1, -1, -5, [], [17 6 41 47 18 20], 6, [specialist specialist specialist specialist specialist generalist specialist]
1, -1, 3, [], [16 46 7 35 44], 5, [specialist specialist specialist specialist generalist]
1, -4, -3, [], [38 25 49], 3, [specialist generalist specialist]
1, 5, -1, [], [41 18 49 34], 4, [specialist specialist specialist generalist]
1, 5, -4, [], [47 17], 2, [generalist specialist specialist]
1, 2, -1, [], [45 46 49 0 14 32 1], 7, [specialist generalist specialist generalist generalist specialist specialist]
1, -2, 2, [], [40 32 35 20], 4, [specialist specialist specialist specialist]
1, -2, 3, [], [46 6 28 32], 4, [specialist specialist specialist generalist]
1, 0, 0, [], [4 31 42 1 28 7 15], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 1, -3, [], [35 23 48 7 0 49], 6, [specialist generalist generalist specialist specialist specialist specialist]
1, -1, 2, [], [25 35 42 31], 4, [specialist specialist specialist specialist]
1, 2, 3, [], [28 15 49 26], 4, [generalist specialist specialist specialist]
1, 1, 2, [], [42 11 25 43 4], 5, [specialist specialist specialist specialist specialist specialist]
1, -2, 4, [], [44 45 35], 3, [generalist specialist specialist]
1, -2, -1, [], [29], 1, [specialist]
1, 3, -4, [], [5 28], 2, [specialist specialist]
1, 0, -1, [], [42 4 9 45 28 16], 6, [specialist specialist generalist specialist specialist specialist]
1, -4, -4, [], [10 29], 2, [specialist specialist]
1, -3, 3, [], [24 35 32 46 25 38], 6, [specialist generalist specialist specialist specialist specialist]
1, 4, -5, [], [47 42 36], 3, [specialist generalist specialist]
1, -5, 0, [], [1 41 49 0], 4, [specialist specialist generalist specialist]
1, 2, 4, [], [20 9 39 47 49], 5, [generalist specialist specialist specialist generalist]
1, -4, 5, [], [39 49], 2, [generalist specialist]
1, 0, -5, [], [31 43 8 49 18], 5, [specialist generalist specialist specialist specialist]
1, -5, -1, [], [45 47 10 2], 4, [specialist specialist generalist generalist]
1, 5, -5, [], [5 14 27 42 49], 5, [specialist specialist specialist generalist specialist]
1, 3, -2, [], [31 17 48 37 29], 5, [generalist specialist specialist specialist specialist]
1, 2, 0, [], [48 2 22 6 9], 5, [specialist specialist generalist specialist specialist]
1, -4, -1, [], [49 28 45 10], 4, [specialist generalist generalist specialist]
1, -1, -3, [], [44 6 41], 3, [specialist specialist specialist]
1, -3, 2, [], [10 47 17 9], 4, [specialist specialist specialist generalist]
1, 4, 0, [], [24 23 44 38 11 13 29 47 33 48], 10, [specialist generalist specialist specialist generalist specialist specialist specialist specialist specialist generalist specialist]
1, 4, -2, [], [17 48 1 29 47], 5, [generalist specialist generalist specialist specialist]
1, 3, 1, [], [46 30 23 21 48 33], 6, [generalist specialist specialist specialist generalist specialist]
1, -1, 1, [], [37 48 9 46 22 18], 6, [generalist specialist generalist specialist specialist specialist generalist]
1, 1, -5, [], [43 22 19 27 13 33 15 34 18], 9, [specialist specialist specialist specialist specialist specialist specialist specialist specialist specialist]
1, 1, -4, [], [16 22 2 24 49 43 35], 7, [specialist specialist specialist generalist specialist specialist specialist]
1, 4, -4, [], [40 1 16 10 24], 5, [specialist specialist specialist specialist specialist]
1, -3, 4, [], [16 36 45 27], 4, [specialist specialist generalist specialist generalist generalist]
1, 5, -2, [], [34 47 37 12 0 18], 6, [specialist specialist specialist specialist specialist generalist]
1, 2, -2, [], [27 46 7], 3, [specialist specialist generalist]
1, -3, 1, [], [32 4 7 6], 4, [specialist specialist specialist specialist]
1, 4, 4, [], [10 8 5 25 33 29], 6, [specialist specialist specialist specialist specialist specialist specialist]
1, 0, 5, [], [0 44 14], 3, [specialist specialist specialist]
1, 5, 0, [], [30 38 31 47], 4, [generalist specialist specialist specialist]
