Year, Patch X, Patch Y, Previous Species List, Current Species List, Turnover, Specialization
1, 4, 4, [], [35 46 23], 3, [specialist generalist specialist]
1, 0, 3, [], [32 46], 2, [generalist specialist]
1, -5, 1, [], [47 29 42 48], 4, [specialist specialist generalist generalist]
1, 0, -1, [], [11 44 46 34 4 26 49 2], 8, [specialist specialist specialist specialist generalist specialist generalist specialist specialist]
1, 2, 4, [], [0 38 13 42 40 35 49], 7, [specialist specialist generalist specialist specialist specialist specialist]
1, -3, 0, [], [47 45 42 36], 4, [generalist generalist generalist specialist specialist]
1, -2, 5, [], [10 12 27 2], 4, [specialist specialist specialist specialist]
1, 5, -2, [], [18 23 46 22 47], 5, [specialist specialist generalist generalist specialist specialist]
1, 5, -1, [], [6 7 47 28 27 21], 6, [specialist specialist generalist specialist specialist specialist]
1, 1, -5, [], [49 9 27], 3, [generalist specialist specialist]
1, -3, -1, [], [0 21 46 45], 4, [generalist specialist specialist generalist specialist]
1, -1, 0, [], [2 31 6 14 41 33], 6, [specialist specialist specialist specialist specialist specialist]
1, 0, 5, [], [44 39 45 35], 4, [specialist specialist generalist specialist]
1, 2, -4, [], [4 46 21 19 43], 5, [specialist specialist specialist specialist generalist]
1, -1, 3, [], [33 49 40 41 39], 5, [generalist specialist specialist specialist specialist specialist]
1, 1, -4, [], [33 49 20 37 3], 5, [specialist specialist generalist generalist specialist specialist]
1, 4, -5, [], [45], 1, [generalist]
1, 2, 3, [], [44 11 40], 3, [specialist specialist specialist]
1, -4, -5, [], [32 6 10 45 22 31 48 14 15], 9, [generalist specialist specialist specialist specialist specialist generalist generalist specialist specialist]
1, -4, 4, [], [49 27 13], 3, [specialist specialist generalist]
1, -2, -5, [], [26 25], 2, [specialist specialist]
1, -5, 4, [], [10 43 7], 3, [specialist specialist specialist]
1, 5, 4, [], [44], 1, [specialist]
1, -5, 5, [], [6 48 44 5 39 27 29 41], 8, [specialist specialist specialist generalist specialist specialist specialist specialist]
1, 0, -4, [], [19 12 20 44 37 22 2 48], 8, [generalist specialist specialist specialist specialist specialist specialist specialist specialist]
1, -5, 3, [], [40 21 25], 3, [specialist specialist specialist]
1, 5, 1, [], [22 43 48 21 37], 5, [specialist specialist specialist specialist generalist]
1, 4, 5, [], [43 6 11 12 41 23], 6, [specialist specialist specialist specialist specialist specialist]
1, 1, 4, [], [14 18 34 48], 4, [specialist specialist specialist generalist]
1, 3, -1, [], [17 34 3], 3, [specialist specialist specialist]
1, -4, 1, [], [14 22 47], 3, [generalist specialist specialist]
1, 4, -3, [], [48 45 25 24], 4, [specialist specialist generalist generalist]
1, -5, -5, [], [48 4 31 21 20], 5, [specialist specialist specialist specialist generalist]
1, -4, 5, [], [45 49 12 19 5], 5, [specialist generalist specialist specialist generalist]
1, 4, 3, [], [46 29], 2, [specialist generalist generalist]
1, -4, 0, [], [10 20 13 27], 4, [specialist specialist specialist specialist]
1, -2, 0, [], [42 20 2 39 43], 5, [specialist specialist specialist specialist specialist]
1, 5, -4, [], [5 10 14 12 40 45 16], 7, [specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, -2, 3, [], [1 48 6 11 31 26 47 39], 8, [generalist specialist specialist generalist specialist specialist specialist specialist generalist]
1, 5, -5, [], [27 15 40], 3, [specialist specialist specialist]
1, 1, 5, [], [46 8 38 45 5 15], 6, [specialist generalist specialist specialist generalist generalist generalist specialist]
1, -3, -2, [], [30 49 45 22 19], 5, [generalist specialist specialist generalist specialist]
1, -3, 2, [], [33], 1, [specialist specialist]
1, 0, 0, [], [26], 1, [specialist]
1, 3, -3, [], [21 48 6 46 23 20], 6, [specialist specialist specialist specialist generalist specialist generalist generalist]
1, -5, -1, [], [38 27], 2, [specialist specialist]
1, 2, 5, [], [48 43 41 20 17 1], 6, [generalist specialist generalist specialist specialist specialist specialist]
1, 4, 1, [], [25 37 36 7 13], 5, [specialist specialist specialist specialist specialist]
1, 2, 1, [], [35 37 17 27 41 49], 6, [specialist specialist specialist specialist specialist generalist]
1, -1, 4, [], [49 40 34], 3, [generalist specialist specialist specialist]
1, -1, 1, [], [23 43 42 1 39 2], 6, [specialist specialist specialist specialist specialist specialist]
1, 2, -2, [], [49 4 31 23 35], 5, [specialist specialist specialist specialist specialist generalist]
1, -1, -2, [], [46 18 9 34], 4, [specialist specialist specialist generalist]
1, -2, 1, [], [47 42 26], 3, [specialist specialist generalist]
1, -1, 2, [], [8], 1, [specialist]
1, -2, -4, [], [9 24 1 32], 4, [specialist specialist specialist specialist]
1, 4, -2, [], [10 12 30], 3, [specialist specialist specialist]
1, -3, -3, [], [17 46 47 30 27], 5, [specialist specialist generalist generalist specialist]
1, 0, 4, [], [11 36 49 14 9], 5, [specialist specialist generalist specialist specialist]
1, 3, 2, [], [49 14], 2, [specialist generalist]
1, 0, 1, [], [45 33], 2, [specialist generalist]
1, -4, 2, [], [25 9 36 22 31 37 38], 7, [specialist specialist specialist specialist specialist specialist specialist specialist]
1, 3, 4, [], [18 17 31 29 23 32 20], 7, [specialist specialist specialist specialist specialist specialist specialist]
1, 3, -4, [], [47 27 41], 3, [generalist specialist specialist]
1, 3, 5, [], [43 3], 2, [specialist specialist]
1, 0, 2, [], [2 1 31], 3, [specialist specialist specialist]
1, 3, 1, [], [28 38 37 25 45 20], 6, [specialist specialist specialist specialist generalist specialist specialist]
1, -1, -3, [], [19 36 46 48], 4, [generalist generalist specialist specialist]
1, -3, -4, [], [20 8 35 48 27 46 39], 7, [specialist specialist specialist specialist generalist specialist generalist]
1, 2, 2, [], [43 40 15 44 49], 5, [specialist specialist specialist specialist generalist specialist]
1, -4, -3, [], [44 46 38 30 27 34 28], 7, [specialist specialist generalist specialist specialist generalist specialist specialist]
1, -2, -1, [], [46 9 30], 3, [specialist generalist specialist generalist generalist]
1, 0, -5, [], [14], 1, [specialist]
1, 3, 0, [], [30 14 37 34], 4, [specialist specialist specialist specialist]
1, 1, -1, [], [30 4 26], 3, [specialist specialist specialist]
1, -2, -3, [], [33 35 20], 3, [specialist specialist specialist]
1, 2, -5, [], [8 40 29 18], 4, [specialist specialist specialist specialist]
1, 1, 0, [], [47 7 38 42 49 2 23 17 34 27], 10, [generalist specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
1, 2, 0, [], [42 27 6 14], 4, [specialist specialist specialist specialist specialist]
1, -5, -4, [], [29 3 13], 3, [specialist specialist specialist]
1, 3, 3, [], [42 16 33], 3, [specialist specialist specialist]
1, -4, 3, [], [48 20 45 12], 4, [generalist specialist specialist generalist]
1, 5, 3, [], [29], 1, [specialist]
1, -3, 1, [], [46 4 35 9 48], 5, [specialist specialist specialist generalist generalist]
1, 2, -1, [], [48 35 19 22 5 41], 6, [specialist specialist specialist generalist specialist specialist]
1, 5, 0, [], [29 47 36 48 3 25], 6, [specialist specialist generalist specialist specialist generalist]
1, -3, 4, [], [0 26 20 22 10 8 46 47], 8, [specialist specialist generalist specialist specialist specialist specialist specialist generalist]
1, -5, 2, [], [9 43 48 5 42 21], 6, [specialist specialist specialist specialist specialist specialist generalist]
1, -4, -2, [], [49 35 6], 3, [specialist specialist generalist]
1, 1, 3, [], [46 34 2 21 35 45], 6, [specialist specialist specialist generalist specialist generalist]
1, -5, 0, [], [24 45 48], 3, [generalist specialist generalist]
1, -1, 5, [], [17 30 24 33 22 48], 6, [generalist specialist specialist specialist specialist specialist specialist]
1, 0, -3, [], [45 0 46], 3, [generalist generalist specialist]
1, -3, -5, [], [6 19 48 35 49], 5, [generalist specialist specialist generalist specialist]
1, -2, -2, [], [48 47 31 12 46 27], 6, [specialist generalist generalist specialist specialist generalist generalist]
1, 1, 1, [], [25 28 14 9], 4, [specialist specialist specialist specialist specialist]
1, 2, -3, [], [23 21 10 45 41 3 7 46], 8, [specialist generalist specialist specialist specialist specialist generalist specialist]
1, 1, 2, [], [26 25 20 15 9], 5, [specialist specialist specialist specialist specialist]
1, -2, 2, [], [], 0, []
1, 4, 2, [], [26], 1, [specialist]
1, -1, -1, [], [49 42 46 33], 4, [generalist specialist specialist generalist specialist generalist]
1, 4, 0, [], [25], 1, [specialist]
1, 1, -2, [], [23 35 45 12 6], 5, [specialist specialist generalist specialist generalist specialist specialist]
1, 0, -2, [], [27 42 34], 3, [specialist specialist specialist]
1, -3, 5, [], [27 31 49 6 25 30 47], 7, [generalist specialist specialist generalist specialist specialist specialist specialist]
1, -1, -5, [], [31 39], 2, [specialist specialist]
1, -2, 4, [], [4 47 45 31 38], 5, [generalist specialist generalist specialist specialist]
1, -5, -3, [], [19 46 44], 3, [specialist generalist specialist]
1, -4, -4, [], [47 14 7 27 46 34 0 44], 8, [specialist specialist specialist specialist generalist specialist specialist generalist]
1, 5, 2, [], [7 45 46], 3, [generalist generalist specialist]
1, -1, -4, [], [16 10 11 40], 4, [specialist specialist specialist specialist specialist]
1, -3, 3, [], [13 5 23 28 46], 5, [specialist specialist generalist specialist specialist]
1, 3, -5, [], [24 43 15 16 17 47], 6, [specialist specialist specialist generalist specialist specialist]
1, -5, -2, [], [20 6 22 27 1 45], 6, [specialist specialist generalist specialist specialist specialist]
1, 5, 5, [], [7 46 43 15 31 29], 6, [specialist specialist generalist specialist specialist specialist specialist]
1, 4, -1, [], [18 21 27 45 17 5], 6, [specialist specialist specialist specialist generalist specialist specialist]
1, 5, -3, [], [15], 1, [specialist]
1, -4, -1, [], [20 0 6 49 37 19 10 1 34 24], 10, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist]
1, 1, -3, [], [46], 1, [generalist]
1, 3, -2, [], [48 37 6 22 26 44], 6, [specialist generalist specialist specialist specialist specialist specialist]
1, 4, -4, [], [5 14 36 18 39 26], 6, [specialist specialist specialist specialist specialist specialist]
2, 1, -3, [48 27 46 31 8 42], [46 47 35 48 11 27], 6, [generalist generalist generalist specialist specialist specialist]
2, 4, 4, [48 23 8 47 2 46], [39 8 47 48 23 46 44], 3, [generalist generalist specialist generalist generalist generalist generalist specialist specialist specialist generalist specialist generalist]
2, 5, 0, [46 48 47 45], [47 45 46 48 23], 1, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist]
2, -3, 4, [47 32], [32 47], 0, [generalist generalist generalist specialist]
2, 3, -4, [11 31 2 35 29 47 49], [31 46 30 2 49 19 29 8], 7, [specialist specialist generalist specialist specialist specialist specialist generalist generalist specialist specialist specialist specialist specialist]
2, -2, 1, [47 10 32], [47 49 48 33], 5, [generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, -5, -1, [2 39 15 8 3 31], [15 2 39 31 46], 3, [specialist specialist specialist specialist specialist specialist generalist]
2, 4, 5, [47 8 49 48 45 30], [45 47 49 23 48], 3, [generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist]
2, 2, 2, [30 8 23 47 29 24 42], [29 45 32 30 24 23 42], 4, [specialist specialist specialist specialist specialist specialist specialist specialist generalist specialist specialist]
2, 1, 5, [8 48 46 49 2], [8 47 11 46 49], 4, [specialist specialist specialist generalist specialist specialist generalist generalist specialist specialist specialist]
2, 3, 3, [32 27 47 29], [27 23 32 11 45 37], 6, [specialist specialist specialist specialist generalist specialist specialist]
2, -3, 5, [2 45 48 19 32], [15 37 48 2 8 45], 5, [specialist specialist specialist specialist generalist specialist generalist]
2, -3, -2, [48 47 45 49 8 2], [45 47 48 8 49 32 6], 3, [generalist generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist]
2, -5, 0, [46 2 47 49], [31 47 49], 3, [generalist generalist specialist generalist generalist generalist generalist]
2, 0, -1, [30], [24 8], 3, [specialist specialist]
2, 2, -2, [30 47 27 11 15 19 45], [], 7, []
2, 2, -5, [31 19], [19 30 2], 3, [specialist specialist specialist]
2, -2, 5, [45 11 2], [48 19 8 45], 5, [specialist generalist specialist generalist]
2, -1, -4, [24 15 31 20 8 26 47], [47 8 45 26 20 31 48], 4, [generalist specialist specialist generalist specialist specialist generalist]
2, -5, 1, [46 47 48 45 15], [47 48 10 8 32 45 46], 4, [generalist generalist generalist specialist specialist generalist generalist generalist generalist generalist specialist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist generalist]
2, -2, -2, [2 20 24 19 23 46 48 35 32], [33 19 21 35 24 32 2 48], 5, [specialist specialist specialist specialist specialist specialist generalist specialist specialist specialist]
2, -4, -5, [45 8 27 23 21 47 26 46 48], [8 27 45 21 26 47 48 23 46 49 37], 2, [generalist generalist generalist specialist generalist specialist generalist generalist specialist specialist specialist generalist specialist specialist generalist generalist generalist specialist generalist specialist generalist]
2, -4, 4, [47], [48 47 6 32], 3, [generalist generalist generalist specialist specialist]
2, -2, 3, [33 32 11 19 45 8 6], [32 45 8 19 11 33], 1, [specialist specialist specialist specialist generalist specialist specialist specialist specialist specialist specialist specialist]
2, -5, -5, [46 6 11 49 37], [37 46 49 48 6 2], 3, [generalist generalist specialist generalist specialist generalist specialist specialist]
2, 2, -1, [19 45 46 30 23 7 3 27 2], [45 30 19 3 27 23 46], 2, [specialist specialist generalist specialist specialist generalist specialist specialist specialist specialist]
